Key,Confirmed,Deaths
RU,0,0
SE,0,0
SG,4,0
SM,0,0
TH,5,0
TW,3,0
US,2,0
VN,2,0
AE,1,0
AF,0,0
AM,0,0
AT,0,0
AU,4,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,1,0
CH,0,0
CN,2775,81
CN_AH,70,0
CN_BJ,72,0
CN_CQ,110,0
CN_FJ,56,0
CN_GD,146,0
CN_GS,14,0
CN_GX,46,0
CN_GZ,7,0
CN_HA,128,1
CN_HB,1423,76
CN_HE,18,1
CN_HI,31,1
CN_HL,21,1
CN_HN,100,0
CN_JL,6,0
CN_JS,47,0
CN_JX,48,0
CN_LN,24,0
CN_NX,7,0
CN_QH,4,0
CN_SC,69,0
CN_SD,75,0
CN_SH,53,1
CN_SN,35,0
CN_SX,13,0
CN_TJ,18,0
CN_XJ,5,0
CN_YN,19,0
CN_ZJ,128,0
CZ,0,0
DE,0,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,0,0
FI,0,0
FR,3,0
FR_IDF,2,
FR_NAQ,1,
GB,0,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,0,0
IQ,0,0
IR,0,0
IS,0,0
IT,0,0
JP,3,0
KH,0,0
KR,4,0
KW,0,0
LB,0,0
LK,0,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,4,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,0,0
PK,0,0
QA,0,0
RO,0,0
RU,0,0
SE,0,0
SG,4,0
SM,0,0
TH,8,0
TW,5,0
US,5,0
VN,2,0
AE,1,0
AF,0,0
AM,0,0
AT,0,0
AU,4,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,2,0
CH,0,0
CN,4528,106
CN_AH,106,0
CN_BJ,91,1
CN_CQ,132,0
CN_FJ,73,0
CN_GD,188,0
CN_GS,19,0
CN_GX,51,0
CN_GZ,9,0
CN_HA,168,1
CN_HB,2714,100
CN_HE,33,1
CN_HI,40,1
CN_HL,30,1
CN_HN,143,0
CN_JL,8,0
CN_JS,70,0
CN_JX,72,0
CN_LN,30,0
CN_NX,11,0
CN_QH,6,0
CN_SC,90,0
CN_SD,95,0
CN_SH,66,1
CN_SN,46,0
CN_SX,20,0
CN_TJ,24,0
CN_XJ,10,0
CN_YN,44,0
CN_ZJ,173,0
CZ,0,0
DE,1,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,0,0
FI,0,0
FR,3,0
FR_IDF,3,
FR_NAQ,1,
GB,0,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,0,0
IQ,0,0
IR,0,0
IS,0,0
IT,0,0
JP,4,0
KH,1,0
KR,4,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,4,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,0,0
PK,0,0
QA,0,0
RO,0,0
RU,0,0
SE,0,0
SG,5,0
SM,0,0
TH,14,0
TW,7,0
US,5,0
VN,2,0
AE,1,0
AF,0,0
AM,0,0
AT,0,0
AU,4,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,3,0
CH,0,0
CN,5994,132
CN_AH,152,0
CN_BJ,102,1
CN_CQ,147,0
CN_FJ,84,0
CN_GD,272,0
CN_GS,24,0
CN_GX,58,0
CN_GZ,9,0
CN_HA,206,2
CN_HB,3554,125
CN_HE,48,1
CN_HI,43,1
CN_HL,38,1
CN_HN,221,0
CN_JL,9,0
CN_JS,99,0
CN_JX,109,0
CN_LN,38,0
CN_NX,12,0
CN_SC,108,0
CN_SD,130,0
CN_SH,96,1
CN_SN,56,0
CN_SX,27,0
CN_TJ,27,0
CN_XJ,13,0
CN_YN,55,0
CN_ZJ,296,0
CZ,0,0
DE,4,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,0,0
FI,0,0
FR,4,0
FR_IDF,4,
FR_NAQ,1,
GB,0,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,0,0
IQ,0,0
IR,0,0
IS,0,0
IT,0,0
JP,7,0
KH,1,0
KR,4,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,7,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,0,0
PK,0,0
QA,0,0
RO,0,0
RU,0,0
SE,0,0
SG,7,0
SM,0,0
TH,14,0
TW,8,0
US,5,0
VN,2,0
AE,4,0
AF,0,0
AM,0,0
AT,0,0
AU,6,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,3,0
CH,0,0
CN,7734,170
CN_AH,200,0
CN_BJ,114,1
CN_CQ,182,0
CN_FJ,101,0
CN_GD,354,0
CN_GS,26,0
CN_GX,78,0
CN_GZ,12,0
CN_HA,278,2
CN_HB,4586,162
CN_HE,65,1
CN_HI,46,1
CN_HL,43,1
CN_HN,277,0
CN_JL,14,0
CN_JS,129,0
CN_JX,162,0
CN_LN,41,0
CN_NX,17,0
CN_SC,142,1
CN_SD,158,0
CN_SH,112,1
CN_SN,63,0
CN_SX,35,0
CN_TJ,29,0
CN_XJ,14,0
CN_YN,70,0
CN_ZJ,428,0
CZ,0,0
DE,4,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,0,0
FI,1,0
FR,5,0
FR_IDF,5,
FR_NAQ,1,
GB,0,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,1,0
IQ,0,0
IR,0,0
IS,0,0
IT,0,0
JP,11,0
KH,1,0
KR,4,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,7,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,1,0
PK,0,0
QA,0,0
RO,0,0
RU,0,0
SE,0,0
SG,10,0
SM,0,0
TH,14,0
TW,8,0
US,5,0
VN,2,0
AE,4,0
AF,0,0
AM,0,0
AT,0,0
AU,7,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,3,0
CH,0,0
CN,9714,213
CN_AH,237,0
CN_BJ,139,1
CN_CQ,211,0
CN_FJ,120,0
CN_GD,436,0
CN_GS,29,0
CN_GX,87,0
CN_GZ,29,0
CN_HA,352,2
CN_HB,5806,204
CN_HE,82,1
CN_HI,52,1
CN_HL,59,2
CN_HN,332,0
CN_JL,14,0
CN_JS,168,0
CN_JX,240,0
CN_LN,48,0
CN_NX,21,0
CN_QH,8,0
CN_SC,177,1
CN_SD,184,0
CN_SH,135,1
CN_SN,87,0
CN_SX,39,0
CN_TJ,32,0
CN_XJ,17,0
CN_YN,83,0
CN_ZJ,538,0
CZ,0,0
DE,5,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,0,0
FI,1,0
FR,6,0
FR_IDF,5,
FR_NAQ,1,
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,1,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,14,0
KH,1,0
KR,7,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,8,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,1,0
PK,0,0
QA,0,0
RO,0,0
RU,0,0
SE,0,0
SG,13,0
SM,0,0
TH,14,0
TW,9,0
US,6,0
VN,5,0
AE,4,0
AF,0,0
AM,0,0
AT,0,0
AU,9,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,4,0
CH,0,0
CN,11809,259
CN_AH,297,0
CN_BJ,168,1
CN_CQ,247,1
CN_FJ,144,0
CN_GD,535,0
CN_GS,35,0
CN_GX,100,0
CN_GZ,29,0
CN_HA,422,2
CN_HB,7153,249
CN_HE,96,1
CN_HI,62,1
CN_HL,80,2
CN_HN,389,0
CN_JL,17,0
CN_JS,202,0
CN_JX,286,0
CN_LN,63,0
CN_NX,26,0
CN_QH,9,0
CN_SC,207,1
CN_SD,206,0
CN_SH,169,1
CN_SN,101,0
CN_SX,47,0
CN_TJ,37,0
CN_XJ,18,0
CN_YN,91,0
CN_ZJ,599,0
CZ,0,0
DE,7,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,1,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,15,0
KH,1,0
KR,12,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,8,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,1,0
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,16,0
SM,0,0
TH,19,0
TW,10,0
US,7,0
VN,5,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,11,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,4,0
CH,0,0
CN,14399,304
CN_AH,340,0
CN_BJ,191,1
CN_CQ,275,1
CN_FJ,159,0
CN_GD,632,0
CN_GS,40,0
CN_GX,111,0
CN_GZ,38,0
CN_HA,493,2
CN_HB,9074,294
CN_HE,104,1
CN_HI,64,1
CN_HL,95,2
CN_HN,463,0
CN_JL,23,0
CN_JS,236,0
CN_JX,333,0
CN_LN,69,0
CN_NX,28,0
CN_QH,11,0
CN_SC,231,1
CN_SD,230,0
CN_SH,182,1
CN_SN,116,0
CN_SX,56,0
CN_TJ,48,0
CN_XJ,21,0
CN_YN,99,0
CN_ZJ,661,0
CZ,0,0
DE,8,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,2,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,19,0
KH,1,0
KR,15,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,8,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,2,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,18,0
SM,0,0
TH,19,0
TW,10,0
US,8,0
VN,7,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,11,0
AZ,0,0
BE,0,0
BH,0,0
BR,0,0
BY,0,0
CA,4,0
CH,0,0
CN,17211,361
CN_AH,408,0
CN_BJ,212,1
CN_CQ,312,2
CN_FJ,179,0
CN_GD,725,0
CN_GS,51,0
CN_GX,127,0
CN_GZ,46,0
CN_HA,566,2
CN_HB,11177,350
CN_HE,113,1
CN_HI,70,1
CN_HL,121,2
CN_HN,521,0
CN_JL,31,0
CN_JS,271,0
CN_JX,391,0
CN_LN,73,0
CN_NX,31,0
CN_QH,13,0
CN_SC,254,1
CN_SD,259,0
CN_SH,203,1
CN_SN,128,0
CN_SX,66,0
CN_TJ,56,0
CN_XJ,24,0
CN_YN,114,0
CN_ZJ,724,0
CZ,0,0
DE,9,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
FR_IDF,5,
FR_NAQ,1,
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,2,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,20,0
KH,1,0
KR,15,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,8,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,2,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,18,0
SM,0,0
TH,19,0
TW,10,0
US,11,0
VN,8,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,11,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,4,0
CH,0,0
CN,20448,426
CN_AH,480,0
CN_BJ,228,1
CN_CQ,344,2
CN_FJ,194,0
CN_GD,813,0
CN_GS,55,0
CN_GX,139,0
CN_GZ,56,0
CN_HA,675,2
CN_HB,13522,414
CN_HE,126,1
CN_HI,80,1
CN_HL,155,2
CN_HN,593,0
CN_JL,42,0
CN_JS,308,0
CN_JX,476,0
CN_LN,77,0
CN_NX,34,0
CN_QH,15,0
CN_SC,282,1
CN_SD,275,0
CN_SH,219,1
CN_SN,142,0
CN_SX,74,0
CN_TJ,66,0
CN_XJ,29,0
CN_YN,119,0
CN_ZJ,829,0
CZ,0,0
DE,11,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,20,0
KH,1,0
KR,16,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,8,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,2,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,18,0
SM,0,0
TH,19,0
TW,10,0
US,11,0
VN,9,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,12,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,5,0
CH,0,0
CN,24320,492
CN_AH,530,0
CN_BJ,253,1
CN_CQ,376,2
CN_FJ,205,0
CN_GD,895,0
CN_GS,57,0
CN_GX,150,0
CN_GZ,64,0
CN_HA,764,2
CN_HB,16678,479
CN_HE,135,1
CN_HI,91,1
CN_HL,190,2
CN_HN,661,0
CN_JL,54,0
CN_JS,341,0
CN_JX,548,0
CN_LN,81,0
CN_QH,17,0
CN_SC,301,1
CN_SD,307,0
CN_SH,243,1
CN_SN,165,0
CN_SX,81,0
CN_TJ,69,1
CN_XJ,32,0
CN_YN,124,0
CN_ZJ,895,0
CZ,0,0
DE,11,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
FR_IDF,5,
FR_NAQ,1,
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,25,0
KH,1,0
KR,18,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,10,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,2,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,24,0
SM,0,0
TH,25,0
TW,11,0
US,11,0
VN,10,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,13,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,5,0
CH,0,0
CN,28047,564
CN_AH,591,0
CN_BJ,274,1
CN_CQ,400,2
CN_FJ,215,0
CN_GD,970,0
CN_GS,62,0
CN_GX,168,0
CN_GZ,71,1
CN_HA,851,2
CN_HB,19665,549
CN_HE,157,1
CN_HI,106,1
CN_HL,227,3
CN_HN,711,0
CN_JL,59,0
CN_JS,373,0
CN_JX,600,0
CN_LN,91,0
CN_NX,40,0
CN_QH,18,0
CN_SC,321,1
CN_SD,347,0
CN_SH,257,1
CN_SN,173,0
CN_SX,90,0
CN_TJ,78,1
CN_XJ,36,0
CN_YN,133,0
CN_ZJ,954,0
CZ,0,0
DE,11,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
FR_IDF,5,
FR_NAQ,1,
GB,2,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,25,0
KH,1,0
KR,23,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,12,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,28,0
SM,0,0
TH,25,0
TW,11,0
US,12,0
VN,10,0
AE,5,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,31207,637
CN_AH,665,0
CN_BJ,297,1
CN_CQ,415,2
CN_FJ,224,0
CN_GD,1034,1
CN_GS,67,0
CN_GX,172,0
CN_GZ,77,1
CN_HA,914,3
CN_HB,22112,618
CN_HE,172,1
CN_HI,115,2
CN_HL,277,3
CN_HN,772,0
CN_JL,65,1
CN_JS,408,0
CN_JX,661,0
CN_LN,95,0
CN_NX,43,0
CN_SC,344,1
CN_SD,386,0
CN_SH,277,1
CN_SN,184,0
CN_SX,96,0
CN_TJ,81,1
CN_XJ,39,0
CN_YN,136,0
CN_ZJ,1006,0
CZ,0,0
DE,12,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,6,0
FR_ARA,5,0
FR_IDF,5,
FR_NAQ,1,
GB,3,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,2,0
JP,25,0
KH,1,0
KR,24,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,14,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,30,0
SM,0,0
TH,25,0
TW,16,0
US,12,0
VN,12,0
AE,7,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,34625,723
CN_AH,733,0
CN_BJ,315,2
CN_CQ,428,2
CN_FJ,239,0
CN_GD,1095,1
CN_GS,71,1
CN_GX,183,0
CN_GZ,89,1
CN_HA,981,4
CN_HB,24953,699
CN_HE,195,1
CN_HI,124,2
CN_HL,295,5
CN_HN,803,1
CN_JL,69,1
CN_JS,439,0
CN_JX,698,0
CN_LN,103,0
CN_NX,45,0
CN_SC,363,1
CN_SD,416,0
CN_SH,286,1
CN_SN,195,0
CN_SX,104,0
CN_TJ,88,1
CN_XJ,42,0
CN_YN,138,0
CN_ZJ,1048,0
CZ,0,0
DE,13,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,11,0
FR_ARA,5,0
FR_IDF,5,
FR_NAQ,1,
GB,3,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,25,0
KH,1,0
KR,24,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,15,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,33,0
SM,0,0
TH,32,0
TW,17,0
US,12,0
VN,13,0
AE,7,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,37232,812
CN_AH,779,1
CN_BJ,326,2
CN_CQ,450,2
CN_FJ,250,0
CN_GD,1131,1
CN_GS,79,1
CN_GX,195,1
CN_GZ,99,1
CN_HA,1033,6
CN_HB,27100,780
CN_HE,206,2
CN_HI,130,3
CN_HL,307,6
CN_HN,838,1
CN_JL,78,1
CN_JS,468,0
CN_JX,740,0
CN_LN,105,0
CN_NX,45,0
CN_SC,386,1
CN_SD,444,1
CN_SH,293,1
CN_SN,208,0
CN_SX,115,0
CN_TJ,90,1
CN_XJ,45,0
CN_YN,141,0
CN_ZJ,1075,0
CZ,0,0
DE,13,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,1,0
FI,1,0
FR,11,0
GB,4,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,25,0
KH,1,0
KR,25,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,16,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,40,0
SM,0,0
TH,32,0
TW,18,0
US,12,0
VN,14,0
AE,7,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,40206,909
CN_AH,830,3
CN_BJ,337,2
CN_CQ,473,2
CN_FJ,261,0
CN_GD,1159,1
CN_GS,83,2
CN_GX,210,1
CN_GZ,109,1
CN_HA,1073,6
CN_HB,29631,871
CN_HE,218,2
CN_HI,138,3
CN_HL,331,7
CN_HN,879,1
CN_JL,80,1
CN_JS,492,0
CN_JX,771,1
CN_LN,108,0
CN_NX,49,0
CN_SC,405,1
CN_SD,466,1
CN_SH,299,1
CN_SN,213,0
CN_SX,119,0
CN_TJ,94,1
CN_XJ,49,0
CN_YN,149,0
CN_ZJ,1092,0
CZ,0,0
DE,13,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,2,0
FI,1,0
FR,11,0
FR_ARA,5,0
FR_IDF,5,
FR_NAQ,1,
GB,4,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,25,0
KH,1,0
KR,27,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,18,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,43,0
SM,0,0
TH,32,0
TW,18,0
US,12,0
VN,14,0
AE,8,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,42696,1017
CN_AH,860,4
CN_BJ,342,3
CN_CQ,489,2
CN_FJ,267,0
CN_GD,1177,1
CN_GS,86,2
CN_GX,215,1
CN_GZ,118,1
CN_HA,1105,7
CN_HB,31728,974
CN_HE,239,2
CN_HI,142,3
CN_HL,360,8
CN_HN,912,1
CN_JL,81,1
CN_JS,515,0
CN_JX,804,1
CN_LN,111,0
CN_NX,53,0
CN_SC,417,1
CN_SD,487,1
CN_SH,303,1
CN_SN,219,0
CN_SX,122,0
CN_TJ,104,2
CN_XJ,55,0
CN_YN,153,0
CN_ZJ,1117,0
CZ,0,0
DE,13,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,2,0
FI,1,0
FR,11,0
FR_ARA,5,0
FR_IDF,5,
FR_NAQ,1,
GB,8,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,25,0
KH,1,0
KR,28,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,18,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,45,0
SM,0,0
TH,32,0
TW,18,0
US,13,0
VN,15,0
AE,8,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,44724,1114
CN_AH,889,4
CN_BJ,352,3
CN_CQ,509,3
CN_FJ,272,0
CN_GD,1219,1
CN_GS,86,2
CN_GX,222,1
CN_GZ,133,1
CN_HA,1135,8
CN_HB,33366,1068
CN_HE,251,2
CN_HI,157,3
CN_HL,378,8
CN_HN,946,2
CN_JL,83,1
CN_JS,543,0
CN_JX,844,1
CN_LN,116,0
CN_NX,58,0
CN_QH,18,0
CN_SC,436,1
CN_SD,497,2
CN_SH,311,1
CN_SN,225,0
CN_SX,124,0
CN_TJ,110,2
CN_XJ,59,0
CN_YN,154,0
CN_ZJ,1131,0
CZ,0,0
DE,15,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,2,0
FI,1,0
FR,11,0
FR_ARA,5,0
FR_IDF,5,
FR_NAQ,1,
GB,8,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,25,0
KH,1,0
KR,28,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
MY,18,0
NG,0,0
NL,0,0
NO,0,0
NP,1,0
NZ,0,0
OM,0,0
PH,3,1
PK,0,0
QA,0,0
RO,0,0
RU,2,0
SE,1,0
SG,47,0
SM,0,0
TH,33,0
TW,18,0
US,13,0
VN,15,0
AE,8,0
AF,0,0
AM,0,0
AT,0,0
AU,14,0
AZ,0,0
BE,1,0
BH,0,0
BR,0,0
BY,0,0
CA,7,0
CH,0,0
CN,59865,1368
CN_AH,910,5
CN_BJ,366,3
CN_CQ,525,3
CN_FJ,279,0
CN_GD,1241,2
CN_GS,87,2
CN_GX,222,2
CN_GZ,135,1
CN_HA,1169,10
CN_HB,48206,1310
CN_HE,265,3
CN_HI,157,4
CN_HL,395,9
CN_HN,968,2
CN_JL,84,1
CN_JS,570,0
CN_JX,872,1
CN_LN,116,1
CN_NX,64,0
CN_QH,18,0
CN_SC,451,1
CN_SD,509,2
CN_SH,315,1
CN_SN,229,0
CN_SX,126,0
CN_TJ,117,3
CN_XJ,63,1
CN_YN,156,0
CN_ZJ,1145,0
CZ,0,0
DE,15,0
DK,0,0
DO,0,0
DZ,0,0
EC,0,0
EE,0,0
EG,0,0
ES,2,0
FI,1,0
FR,11,0
GB,9,0
GE,0,0
GR,0,0
HR,0,0
ID,0,0
IE,0,0
IL,0,0
IN,3,0
IQ,0,0
IR,0,0
IS,0,0
IT,3,0
JP,29,1
KH,1,0
KR,28,0
KW,0,0
LB,0,0
LK,1,0
LT,0,0
LU,0,0
MC,0,0
MK,0,0
MX,0,0
