ForecastDate,Date,Key,Estimated,Confirmed
2020-04-19,2020-02-21,CN_YN,174,174
2020-04-19,2020-02-22,CN_YN,175,174
2020-04-19,2020-02-23,CN_YN,175,174
2020-04-19,2020-02-24,CN_YN,176,174
2020-04-19,2020-02-25,CN_YN,176,174
2020-04-19,2020-02-26,CN_YN,177,174
2020-04-19,2020-02-27,CN_YN,177,174
2020-04-19,2020-02-28,CN_YN,177,174
2020-04-19,2020-02-29,CN_YN,177,174
2020-04-19,2020-03-01,CN_YN,177,174
2020-04-19,2020-03-02,CN_YN,178,174
2020-04-19,2020-03-03,CN_YN,178,174
2020-04-19,2020-03-06,CN_YN,178,174
2020-04-19,2020-03-15,CN_YN,178,174
2020-04-19,2020-03-16,CN_YN,178,175
2020-04-19,2020-03-17,CN_YN,178,176
2020-04-19,2020-03-26,CN_YN,178,178
2020-04-19,2020-03-27,CN_YN,178,180
2020-04-19,2020-03-31,CN_YN,178,181
2020-04-19,2020-04-01,CN_YN,178,182
2020-04-19,2020-04-02,CN_YN,178,183
2020-04-19,2020-04-03,CN_YN,178,184
2020-04-19,2020-04-07,CN_YN,178,184
2020-04-19,2020-04-11,CN_YN,178,184
2020-04-19,2020-04-14,CN_YN,178,184
2020-04-19,2020-04-15,CN_YN,178,184
2020-04-19,2020-04-17,CN_YN,178,184
2020-04-19,2020-04-19,CN_YN,178,184
2020-04-19,2020-04-20,CN_YN,178,
2020-04-19,2020-04-21,CN_YN,178,
2020-04-19,2020-04-22,CN_YN,178,
2020-04-19,2020-04-23,CN_YN,178,
2020-04-19,2020-04-24,CN_YN,178,
2020-04-19,2020-04-25,CN_YN,178,
2020-04-19,2020-04-26,CN_YN,178,
2020-04-23,2020-03-23,CN_ZJ,1236,1238
2020-04-23,2020-03-24,CN_ZJ,1236,1240
2020-04-23,2020-03-25,CN_ZJ,1236,1241
2020-04-23,2020-03-26,CN_ZJ,1236,1243
2020-04-23,2020-03-27,CN_ZJ,1236,1247
2020-04-23,2020-03-28,CN_ZJ,1236,1251
2020-04-23,2020-03-29,CN_ZJ,1236,1254
2020-04-23,2020-03-30,CN_ZJ,1236,1255
2020-04-23,2020-03-31,CN_ZJ,1236,1257
2020-04-23,2020-04-02,CN_ZJ,1236,1258
2020-04-23,2020-04-03,CN_ZJ,1236,1260
2020-04-23,2020-04-04,CN_ZJ,1236,1262
2020-04-23,2020-04-05,CN_ZJ,1236,1263
2020-04-23,2020-04-06,CN_ZJ,1236,1264
2020-04-23,2020-04-07,CN_ZJ,1236,1265
2020-04-23,2020-04-08,CN_ZJ,1236,1266
2020-04-23,2020-04-09,CN_ZJ,1236,1267
2020-04-23,2020-04-11,CN_ZJ,1236,1267
2020-04-23,2020-04-12,CN_ZJ,1236,1267
2020-04-23,2020-04-13,CN_ZJ,1236,1267
2020-04-23,2020-04-14,CN_ZJ,1236,1267
2020-04-23,2020-04-15,CN_ZJ,1236,1268
2020-04-23,2020-04-17,CN_ZJ,1236,1268
2020-04-23,2020-04-19,CN_ZJ,1236,1268
2020-04-23,2020-04-20,CN_ZJ,1236,1268
2020-04-23,2020-04-21,CN_ZJ,1236,1268
2020-04-23,2020-04-22,CN_ZJ,1236,1268
2020-04-23,2020-04-23,CN_ZJ,1236,1268
2020-04-23,2020-04-24,CN_ZJ,1236,
2020-04-23,2020-04-25,CN_ZJ,1236,
2020-04-23,2020-04-26,CN_ZJ,1236,
2020-04-23,2020-04-27,CN_ZJ,1236,
2020-04-23,2020-04-28,CN_ZJ,1236,
2020-04-23,2020-04-29,CN_ZJ,1236,
2020-04-23,2020-04-30,CN_ZJ,1236,
2020-04-22,2020-03-26,CO,468,491
2020-04-22,2020-03-27,CO,545,539
2020-04-22,2020-03-28,CO,630,608
2020-04-22,2020-03-29,CO,723,702
2020-04-22,2020-03-30,CO,823,798
2020-04-22,2020-03-31,CO,931,906
2020-04-22,2020-04-01,CO,1046,1065
2020-04-22,2020-04-02,CO,1168,1161
2020-04-22,2020-04-03,CO,1296,1267
2020-04-22,2020-04-04,CO,1431,1406
2020-04-22,2020-04-05,CO,1571,1485
2020-04-22,2020-04-06,CO,1716,1579
2020-04-22,2020-04-07,CO,1866,1780
2020-04-22,2020-04-08,CO,2020,2054
2020-04-22,2020-04-09,CO,2178,2223
2020-04-22,2020-04-10,CO,2338,2473
2020-04-22,2020-04-11,CO,2501,2709
2020-04-22,2020-04-12,CO,2666,2776
2020-04-22,2020-04-13,CO,2831,2852
2020-04-22,2020-04-14,CO,2998,2979
2020-04-22,2020-04-15,CO,3164,3105
2020-04-22,2020-04-16,CO,3330,3233
2020-04-22,2020-04-17,CO,3496,3439
2020-04-22,2020-04-18,CO,3660,3621
2020-04-22,2020-04-19,CO,3822,3792
2020-04-22,2020-04-20,CO,3982,3977
2020-04-22,2020-04-21,CO,4140,4149
2020-04-22,2020-04-22,CO,4296,4356
2020-04-22,2020-04-23,CO,4448,
2020-04-22,2020-04-24,CO,4597,
2020-04-22,2020-04-25,CO,4743,
2020-04-22,2020-04-26,CO,4886,
2020-04-22,2020-04-27,CO,5024,
2020-04-22,2020-04-28,CO,5159,
2020-04-22,2020-04-29,CO,5291,
2020-04-14,2020-03-18,CO_DC,23,44
2020-04-14,2020-03-19,CO_DC,32,52
2020-04-14,2020-03-20,CO_DC,45,81
2020-04-14,2020-03-21,CO_DC,60,86
2020-04-14,2020-03-22,CO_DC,79,90
2020-04-14,2020-03-23,CO_DC,101,112
2020-04-14,2020-03-24,CO_DC,127,160
2020-04-14,2020-03-25,CO_DC,158,176
2020-04-14,2020-03-26,CO_DC,193,183
2020-04-14,2020-03-27,CO_DC,232,221
2020-04-14,2020-03-28,CO_DC,275,259
2020-04-14,2020-03-29,CO_DC,323,292
2020-04-14,2020-03-30,CO_DC,373,348
2020-04-14,2020-03-31,CO_DC,428,389
2020-04-14,2020-04-01,CO_DC,485,470
2020-04-14,2020-04-02,CO_DC,544,540
2020-04-14,2020-04-03,CO_DC,606,584
2020-04-14,2020-04-04,CO_DC,669,691
2020-04-14,2020-04-05,CO_DC,734,723
2020-04-14,2020-04-06,CO_DC,799,775
2020-04-14,2020-04-07,CO_DC,865,860
2020-04-14,2020-04-08,CO_DC,930,991
2020-04-14,2020-04-09,CO_DC,996,1029
2020-04-14,2020-04-10,CO_DC,1060,1120
2020-04-14,2020-04-11,CO_DC,1123,1165
2020-04-14,2020-04-12,CO_DC,1185,1185
2020-04-14,2020-04-13,CO_DC,1245,1205
2020-04-14,2020-04-14,CO_DC,1303,1242
2020-04-14,2020-04-15,CO_DC,1360,
2020-04-14,2020-04-16,CO_DC,1415,
2020-04-14,2020-04-17,CO_DC,1467,
2020-04-14,2020-04-18,CO_DC,1517,
2020-04-14,2020-04-19,CO_DC,1565,
2020-04-14,2020-04-20,CO_DC,1611,
2020-04-14,2020-04-21,CO_DC,1655,
2020-04-22,2020-03-26,CR,230,231
2020-04-22,2020-03-27,CR,254,263
2020-04-22,2020-03-28,CR,278,295
2020-04-22,2020-03-29,CR,302,314
2020-04-22,2020-03-30,CR,327,330
2020-04-22,2020-03-31,CR,350,347
2020-04-22,2020-04-01,CR,374,375
2020-04-22,2020-04-02,CR,397,396
2020-04-22,2020-04-03,CR,419,416
2020-04-22,2020-04-04,CR,440,435
2020-04-22,2020-04-05,CR,461,454
2020-04-22,2020-04-06,CR,481,467
2020-04-22,2020-04-07,CR,500,483
2020-04-22,2020-04-08,CR,519,502
2020-04-22,2020-04-09,CR,536,539
2020-04-22,2020-04-10,CR,552,558
2020-04-22,2020-04-11,CR,568,577
2020-04-22,2020-04-12,CR,583,595
2020-04-22,2020-04-13,CR,596,612
2020-04-22,2020-04-14,CR,609,618
2020-04-22,2020-04-15,CR,622,626
2020-04-22,2020-04-16,CR,633,642
2020-04-22,2020-04-17,CR,644,649
2020-04-22,2020-04-18,CR,654,655
2020-04-22,2020-04-19,CR,663,660
2020-04-22,2020-04-20,CR,672,662
2020-04-22,2020-04-21,CR,680,669
2020-04-22,2020-04-22,CR,687,681
2020-04-22,2020-04-23,CR,694,
2020-04-22,2020-04-24,CR,701,
2020-04-22,2020-04-25,CR,707,
2020-04-22,2020-04-26,CR,712,
2020-04-22,2020-04-27,CR,717,
2020-04-22,2020-04-28,CR,722,
2020-04-22,2020-04-29,CR,726,
2020-04-22,2020-03-26,CU,74,67
2020-04-22,2020-03-27,CU,89,80
2020-04-22,2020-03-28,CU,107,119
2020-04-22,2020-03-29,CU,128,139
2020-04-22,2020-03-30,CU,150,170
2020-04-22,2020-03-31,CU,175,186
2020-04-22,2020-04-01,CU,203,212
2020-04-22,2020-04-02,CU,233,233
2020-04-22,2020-04-03,CU,266,269
2020-04-22,2020-04-04,CU,301,288
2020-04-22,2020-04-05,CU,338,320
2020-04-22,2020-04-06,CU,378,350
2020-04-22,2020-04-07,CU,420,396
2020-04-22,2020-04-08,CU,464,457
2020-04-22,2020-04-09,CU,510,515
2020-04-22,2020-04-10,CU,558,564
2020-04-22,2020-04-11,CU,607,620
2020-04-22,2020-04-12,CU,657,669
2020-04-22,2020-04-13,CU,709,726
2020-04-22,2020-04-14,CU,762,766
2020-04-22,2020-04-15,CU,815,814
2020-04-22,2020-04-16,CU,869,862
2020-04-22,2020-04-17,CU,924,923
2020-04-22,2020-04-18,CU,978,986
2020-04-22,2020-04-19,CU,1033,1035
2020-04-22,2020-04-20,CU,1087,1087
2020-04-22,2020-04-21,CU,1142,1137
2020-04-22,2020-04-22,CU,1196,1189
2020-04-22,2020-04-23,CU,1249,
2020-04-22,2020-04-24,CU,1302,
2020-04-22,2020-04-25,CU,1354,
2020-04-22,2020-04-26,CU,1405,
2020-04-22,2020-04-27,CU,1455,
2020-04-22,2020-04-28,CU,1504,
2020-04-22,2020-04-29,CU,1552,
2020-04-22,2020-03-26,CY,159,146
2020-04-22,2020-03-27,CY,184,162
2020-04-22,2020-03-28,CY,210,179
2020-04-22,2020-03-29,CY,237,214
2020-04-22,2020-03-30,CY,264,230
2020-04-22,2020-03-31,CY,293,262
2020-04-22,2020-04-01,CY,323,320
2020-04-22,2020-04-02,CY,352,356
2020-04-22,2020-04-03,CY,382,396
2020-04-22,2020-04-04,CY,412,426
2020-04-22,2020-04-05,CY,441,446
2020-04-22,2020-04-06,CY,470,465
2020-04-22,2020-04-07,CY,499,494
2020-04-22,2020-04-08,CY,527,526
2020-04-22,2020-04-09,CY,554,564
2020-04-22,2020-04-10,CY,580,595
2020-04-22,2020-04-11,CY,605,616
2020-04-22,2020-04-12,CY,630,633
2020-04-22,2020-04-13,CY,653,662
2020-04-22,2020-04-14,CY,675,695
2020-04-22,2020-04-15,CY,697,715
2020-04-22,2020-04-16,CY,717,735
2020-04-22,2020-04-17,CY,736,735
2020-04-22,2020-04-18,CY,754,761
2020-04-22,2020-04-19,CY,771,767
2020-04-22,2020-04-20,CY,788,772
2020-04-22,2020-04-21,CY,803,784
2020-04-22,2020-04-22,CY,817,790
2020-04-22,2020-04-23,CY,831,
2020-04-22,2020-04-24,CY,843,
2020-04-22,2020-04-25,CY,855,
2020-04-22,2020-04-26,CY,866,
2020-04-22,2020-04-27,CY,876,
2020-04-22,2020-04-28,CY,886,
2020-04-22,2020-04-29,CY,895,
2020-04-22,2020-03-26,CZ,2058,2062
2020-04-22,2020-03-27,CZ,2312,2279
2020-04-22,2020-03-28,CZ,2572,2663
2020-04-22,2020-03-29,CZ,2836,2829
2020-04-22,2020-03-30,CZ,3100,3002
2020-04-22,2020-03-31,CZ,3363,3308
2020-04-22,2020-04-01,CZ,3622,3589
2020-04-22,2020-04-02,CZ,3877,3858
2020-04-22,2020-04-03,CZ,4126,4190
2020-04-22,2020-04-04,CZ,4367,4472
2020-04-22,2020-04-05,CZ,4599,4587
2020-04-22,2020-04-06,CZ,4822,4822
2020-04-22,2020-04-07,CZ,5036,5017
2020-04-22,2020-04-08,CZ,5239,5312
2020-04-22,2020-04-09,CZ,5432,5569
2020-04-22,2020-04-10,CZ,5615,5732
2020-04-22,2020-04-11,CZ,5787,5902
2020-04-22,2020-04-12,CZ,5949,5991
2020-04-22,2020-04-13,CZ,6101,6059
2020-04-22,2020-04-14,CZ,6244,6141
2020-04-22,2020-04-15,CZ,6377,6303
2020-04-22,2020-04-16,CZ,6501,6433
2020-04-22,2020-04-17,CZ,6616,6549
2020-04-22,2020-04-18,CZ,6724,6654
2020-04-22,2020-04-19,CZ,6823,6787
2020-04-22,2020-04-20,CZ,6915,6914
2020-04-22,2020-04-21,CZ,7001,7041
2020-04-22,2020-04-22,CZ,7080,7136
2020-04-22,2020-04-23,CZ,7153,
2020-04-22,2020-04-24,CZ,7220,
2020-04-22,2020-04-25,CZ,7282,
2020-04-22,2020-04-26,CZ,7340,
2020-04-22,2020-04-27,CZ,7392,
2020-04-22,2020-04-28,CZ,7441,
2020-04-22,2020-04-29,CZ,7485,
2020-04-22,2020-03-26,DE,42498,42288
2020-04-22,2020-03-27,DE,47669,48582
2020-04-22,2020-03-28,DE,52958,52547
2020-04-22,2020-03-29,DE,58319,57298
2020-04-22,2020-03-30,DE,63707,61913
2020-04-22,2020-03-31,DE,69080,67366
2020-04-22,2020-04-01,DE,74401,73522
2020-04-22,2020-04-02,DE,79636,79696
2020-04-22,2020-04-03,DE,84756,85778
2020-04-22,2020-04-04,DE,89737,91714
2020-04-22,2020-04-05,DE,94558,95391
2020-04-22,2020-04-06,DE,99202,99225
2020-04-22,2020-04-07,DE,103659,103228
2020-04-22,2020-04-08,DE,107918,108202
2020-04-22,2020-04-09,DE,111975,113525
2020-04-22,2020-04-10,DE,115827,117658
2020-04-22,2020-04-11,DE,119472,120479
2020-04-22,2020-04-12,DE,122913,123016
2020-04-22,2020-04-13,DE,126154,125098
2020-04-22,2020-04-14,DE,129199,127584
2020-04-22,2020-04-15,DE,132053,130450
2020-04-22,2020-04-16,DE,134724,133830
2020-04-22,2020-04-17,DE,137219,137439
2020-04-22,2020-04-18,DE,139547,139897
2020-04-22,2020-04-19,DE,141714,141672
2020-04-22,2020-04-20,DE,143729,143457
2020-04-22,2020-04-21,DE,145601,145694
2020-04-22,2020-04-22,DE,147338,148046
2020-04-22,2020-04-23,DE,148948,
2020-04-22,2020-04-24,DE,150439,
2020-04-22,2020-04-25,DE,151819,
2020-04-22,2020-04-26,DE,153094,
2020-04-22,2020-04-27,DE,154271,
2020-04-22,2020-04-28,DE,155359,
2020-04-22,2020-04-29,DE,156362,
2020-04-22,2020-03-19,DE_BB,194,204
2020-04-22,2020-03-20,DE_BB,235,265
2020-04-22,2020-03-21,DE_BB,281,315
2020-04-22,2020-03-22,DE_BB,333,353
2020-04-22,2020-03-23,DE_BB,390,385
2020-04-22,2020-03-24,DE_BB,453,466
2020-04-22,2020-03-25,DE_BB,521,516
2020-04-22,2020-03-26,DE_BB,594,569
2020-04-22,2020-03-27,DE_BB,673,680
2020-04-22,2020-03-28,DE_BB,756,766
2020-04-22,2020-03-29,DE_BB,844,835
2020-04-22,2020-03-30,DE_BB,936,866
2020-04-22,2020-04-01,DE_BB,1031,1000
2020-04-22,2020-04-02,DE_BB,1129,1116
2020-04-22,2020-04-03,DE_BB,1230,1313
2020-04-22,2020-04-04,DE_BB,1334,1375
2020-04-22,2020-04-05,DE_BB,1439,1457
2020-04-22,2020-04-06,DE_BB,1545,1472
2020-04-22,2020-04-07,DE_BB,1652,1512
2020-04-22,2020-04-08,DE_BB,1760,1697
2020-04-22,2020-04-10,DE_BB,1868,1864
2020-04-22,2020-04-14,DE_BB,1975,2097
2020-04-22,2020-04-15,DE_BB,2081,2170
2020-04-22,2020-04-17,DE_BB,2186,2255
2020-04-22,2020-04-18,DE_BB,2290,2340
2020-04-22,2020-04-20,DE_BB,2392,2402
2020-04-22,2020-04-21,DE_BB,2492,2470
2020-04-22,2020-04-22,DE_BB,2590,2480
2020-04-22,2020-04-23,DE_BB,2686,
2020-04-22,2020-04-24,DE_BB,2779,
2020-04-22,2020-04-25,DE_BB,2869,
2020-04-22,2020-04-26,DE_BB,2957,
2020-04-22,2020-04-27,DE_BB,3042,
2020-04-22,2020-04-28,DE_BB,3124,
2020-04-22,2020-04-29,DE_BB,3204,
2020-04-22,2020-03-19,DE_BE,666,688
2020-04-22,2020-03-20,DE_BE,799,868
2020-04-22,2020-03-21,DE_BE,946,1025
2020-04-22,2020-03-22,DE_BE,1105,1071
2020-04-22,2020-03-23,DE_BE,1275,1219
2020-04-22,2020-03-24,DE_BE,1456,1425
2020-04-22,2020-03-25,DE_BE,1645,1425
2020-04-22,2020-03-26,DE_BE,1841,1937
2020-04-22,2020-03-27,DE_BE,2043,2152
2020-04-22,2020-03-28,DE_BE,2249,2337
2020-04-22,2020-03-29,DE_BE,2457,2462
2020-04-22,2020-03-30,DE_BE,2666,2581
2020-04-22,2020-04-01,DE_BE,2875,2777
2020-04-22,2020-04-02,DE_BE,3082,3223
2020-04-22,2020-04-03,DE_BE,3286,3486
2020-04-22,2020-04-04,DE_BE,3486,3626
2020-04-22,2020-04-05,DE_BE,3682,3687
2020-04-22,2020-04-06,DE_BE,3873,3687
2020-04-22,2020-04-07,DE_BE,4057,3862
2020-04-22,2020-04-08,DE_BE,4235,4038
2020-04-22,2020-04-10,DE_BE,4406,4357
2020-04-22,2020-04-14,DE_BE,4570,4667
2020-04-22,2020-04-15,DE_BE,4727,4736
2020-04-22,2020-04-17,DE_BE,4876,4971
2020-04-22,2020-04-18,DE_BE,5018,5091
2020-04-22,2020-04-20,DE_BE,5153,5225
2020-04-22,2020-04-21,DE_BE,5281,5265
2020-04-22,2020-04-22,DE_BE,5401,5341
2020-04-22,2020-04-23,DE_BE,5515,
2020-04-22,2020-04-24,DE_BE,5622,
2020-04-22,2020-04-25,DE_BE,5722,
2020-04-22,2020-04-26,DE_BE,5816,
2020-04-22,2020-04-27,DE_BE,5905,
2020-04-22,2020-04-28,DE_BE,5988,
2020-04-22,2020-04-29,DE_BE,6065,
2020-04-22,2020-03-19,DE_BW,2441,2748
2020-04-22,2020-03-20,DE_BW,3090,3665
2020-04-22,2020-03-21,DE_BW,3835,3818
2020-04-22,2020-03-22,DE_BW,4673,3818
2020-04-22,2020-03-23,DE_BW,5600,5333
2020-04-22,2020-03-24,DE_BW,6608,6476
2020-04-22,2020-03-25,DE_BW,7690,7285
2020-04-22,2020-03-26,DE_BW,8836,8580
2020-04-22,2020-03-27,DE_BW,10033,10272
2020-04-22,2020-03-28,DE_BW,11270,11510
2020-04-22,2020-03-29,DE_BW,12536,12485
2020-04-22,2020-03-30,DE_BW,13820,13477
2020-04-22,2020-04-01,DE_BW,15110,14818
2020-04-22,2020-04-02,DE_BW,16396,16653
2020-04-22,2020-04-03,DE_BW,17669,18718
2020-04-22,2020-04-04,DE_BW,18920,19713
2020-04-22,2020-04-05,DE_BW,20144,20673
2020-04-22,2020-04-06,DE_BW,21333,20879
2020-04-22,2020-04-07,DE_BW,22483,21445
2020-04-22,2020-04-08,DE_BW,23590,22585
2020-04-22,2020-04-10,DE_BW,24651,23969
2020-04-22,2020-04-14,DE_BW,25664,26446
2020-04-22,2020-04-15,DE_BW,26628,27080
2020-04-22,2020-04-17,DE_BW,27542,27721
2020-04-22,2020-04-18,DE_BW,28406,28828
2020-04-22,2020-04-20,DE_BW,29221,29575
2020-04-22,2020-04-21,DE_BW,29988,29885
2020-04-22,2020-04-22,DE_BW,30707,30110
2020-04-22,2020-04-23,DE_BW,31381,
2020-04-22,2020-04-24,DE_BW,32010,
2020-04-22,2020-04-25,DE_BW,32597,
2020-04-22,2020-04-26,DE_BW,33144,
2020-04-22,2020-04-27,DE_BW,33653,
2020-04-22,2020-04-28,DE_BW,34126,
2020-04-22,2020-04-29,DE_BW,34564,
2020-04-22,2020-03-19,DE_BY,2194,2282
2020-04-22,2020-03-20,DE_BY,2868,3107
2020-04-22,2020-03-21,DE_BY,3666,3695
2020-04-22,2020-03-22,DE_BY,4592,4457
2020-04-22,2020-03-23,DE_BY,5646,5719
2020-04-22,2020-03-24,DE_BY,6824,6666
2020-04-22,2020-03-25,DE_BY,8119,7921
2020-04-22,2020-03-26,DE_BY,9522,9487
2020-04-22,2020-03-27,DE_BY,11021,11220
2020-04-22,2020-03-28,DE_BY,12603,12737
2020-04-22,2020-03-29,DE_BY,14252,14021
2020-04-22,2020-03-30,DE_BY,15954,15160
2020-04-22,2020-04-01,DE_BY,17692,16838
2020-04-22,2020-04-02,DE_BY,19453,19663
2020-04-22,2020-04-03,DE_BY,21222,22164
2020-04-22,2020-04-04,DE_BY,22985,23894
2020-04-22,2020-04-05,DE_BY,24730,25376
2020-04-22,2020-04-06,DE_BY,26448,25965
2020-04-22,2020-04-07,DE_BY,28128,26533
2020-04-22,2020-04-08,DE_BY,29762,28809
2020-04-22,2020-04-10,DE_BY,31344,30904
2020-04-22,2020-04-14,DE_BY,32869,34231
2020-04-22,2020-04-15,DE_BY,34333,35174
2020-04-22,2020-04-17,DE_BY,35733,36390
2020-04-22,2020-04-18,DE_BY,37067,37946
2020-04-22,2020-04-20,DE_BY,38334,38301
2020-04-22,2020-04-21,DE_BY,39534,39251
2020-04-22,2020-04-22,DE_BY,40668,39436
2020-04-22,2020-04-23,DE_BY,41737,
2020-04-22,2020-04-24,DE_BY,42742,
2020-04-22,2020-04-25,DE_BY,43684,
2020-04-22,2020-04-26,DE_BY,44567,
2020-04-22,2020-04-27,DE_BY,45393,
2020-04-22,2020-04-28,DE_BY,46163,
2020-04-22,2020-04-29,DE_BY,46882,
2020-04-22,2020-03-19,DE_HB,110,119
2020-04-22,2020-03-20,DE_HB,123,127
2020-04-22,2020-03-21,DE_HB,137,168
2020-04-22,2020-03-22,DE_HB,151,168
2020-04-22,2020-03-23,DE_HB,166,175
2020-04-22,2020-03-24,DE_HB,183,186
2020-04-22,2020-03-25,DE_HB,199,203
2020-04-22,2020-03-26,DE_HB,217,213
2020-04-22,2020-03-27,DE_HB,235,264
2020-04-22,2020-03-28,DE_HB,253,278
2020-04-22,2020-03-29,DE_HB,272,290
2020-04-22,2020-03-30,DE_HB,292,298
2020-04-22,2020-04-01,DE_HB,312,315
2020-04-22,2020-04-02,DE_HB,332,332
2020-04-22,2020-04-03,DE_HB,353,354
2020-04-22,2020-04-04,DE_HB,374,388
2020-04-22,2020-04-05,DE_HB,395,395
2020-04-22,2020-04-06,DE_HB,416,395
2020-04-22,2020-04-07,DE_HB,437,397
2020-04-22,2020-04-08,DE_HB,458,424
2020-04-22,2020-04-10,DE_HB,480,453
2020-04-22,2020-04-14,DE_HB,501,491
2020-04-22,2020-04-15,DE_HB,522,499
2020-04-22,2020-04-17,DE_HB,543,555
2020-04-22,2020-04-18,DE_HB,564,584
2020-04-22,2020-04-20,DE_HB,584,603
2020-04-22,2020-04-21,DE_HB,604,626
2020-04-22,2020-04-22,DE_HB,624,627
2020-04-22,2020-04-23,DE_HB,644,
2020-04-22,2020-04-24,DE_HB,663,
2020-04-22,2020-04-25,DE_HB,682,
2020-04-22,2020-04-26,DE_HB,701,
2020-04-22,2020-04-27,DE_HB,719,
2020-04-22,2020-04-28,DE_HB,737,
2020-04-22,2020-04-29,DE_HB,754,
2020-04-22,2020-03-19,DE_HE,763,740
2020-04-22,2020-03-20,DE_HE,913,962
2020-04-22,2020-03-21,DE_HE,1079,1166
2020-04-22,2020-03-22,DE_HE,1262,1267
2020-04-22,2020-03-23,DE_HE,1461,1352
2020-04-22,2020-03-24,DE_HE,1674,1682
2020-04-22,2020-03-25,DE_HE,1902,1941
2020-04-22,2020-03-26,DE_HE,2143,2195
2020-04-22,2020-03-27,DE_HE,2395,2470
2020-04-22,2020-03-28,DE_HE,2657,2844
2020-04-22,2020-03-29,DE_HE,2927,3037
2020-04-22,2020-03-30,DE_HE,3205,3091
2020-04-22,2020-04-01,DE_HE,3488,3423
2020-04-22,2020-04-02,DE_HE,3775,3969
2020-04-22,2020-04-03,DE_HE,4065,4265
2020-04-22,2020-04-04,DE_HE,4355,4498
2020-04-22,2020-04-05,DE_HE,4645,4652
2020-04-22,2020-04-06,DE_HE,4933,4725
2020-04-22,2020-04-07,DE_HE,5218,4816
2020-04-22,2020-04-08,DE_HE,5500,5182
2020-04-22,2020-04-10,DE_HE,5776,5541
2020-04-22,2020-04-14,DE_HE,6047,6191
2020-04-22,2020-04-15,DE_HE,6311,6346
2020-04-22,2020-04-17,DE_HE,6568,6682
2020-04-22,2020-04-18,DE_HE,6818,7015
2020-04-22,2020-04-20,DE_HE,7060,7178
2020-04-22,2020-04-21,DE_HE,7294,7372
2020-04-22,2020-04-22,DE_HE,7519,7396
2020-04-22,2020-04-23,DE_HE,7736,
2020-04-22,2020-04-24,DE_HE,7944,
2020-04-22,2020-04-25,DE_HE,8144,
2020-04-22,2020-04-26,DE_HE,8334,
2020-04-22,2020-04-27,DE_HE,8517,
2020-04-22,2020-04-28,DE_HE,8690,
2020-04-22,2020-04-29,DE_HE,8856,
2020-04-22,2020-03-19,DE_HH,551,506
2020-04-22,2020-03-20,DE_HH,660,664
2020-04-22,2020-03-21,DE_HH,780,768
2020-04-22,2020-03-22,DE_HH,910,887
2020-04-22,2020-03-23,DE_HH,1049,989
2020-04-22,2020-03-24,DE_HH,1197,1237
2020-04-22,2020-03-25,DE_HH,1352,1450
2020-04-22,2020-03-26,DE_HH,1513,1614
2020-04-22,2020-03-27,DE_HH,1678,1759
2020-04-22,2020-03-28,DE_HH,1847,1935
2020-04-22,2020-03-29,DE_HH,2019,2078
2020-04-22,2020-03-30,DE_HH,2191,2214
2020-04-22,2020-04-01,DE_HH,2363,2290
2020-04-22,2020-04-02,DE_HH,2534,2557
2020-04-22,2020-04-03,DE_HH,2703,2739
2020-04-22,2020-04-04,DE_HH,2869,2882
2020-04-22,2020-04-05,DE_HH,3032,3019
2020-04-22,2020-04-06,DE_HH,3190,3088
2020-04-22,2020-04-07,DE_HH,3344,3088
2020-04-22,2020-04-08,DE_HH,3492,3370
2020-04-22,2020-04-10,DE_HH,3635,3518
2020-04-22,2020-04-14,DE_HH,3773,3887
2020-04-22,2020-04-15,DE_HH,3904,3925
2020-04-22,2020-04-17,DE_HH,4030,4064
2020-04-22,2020-04-18,DE_HH,4149,4297
2020-04-22,2020-04-20,DE_HH,4263,4347
2020-04-22,2020-04-21,DE_HH,4370,4401
2020-04-22,2020-04-22,DE_HH,4472,4401
2020-04-22,2020-04-23,DE_HH,4568,
2020-04-22,2020-04-24,DE_HH,4659,
2020-04-22,2020-04-25,DE_HH,4745,
2020-04-22,2020-04-26,DE_HH,4825,
2020-04-22,2020-04-27,DE_HH,4900,
2020-04-22,2020-04-28,DE_HH,4971,
2020-04-22,2020-04-29,DE_HH,5037,
2020-04-22,2020-03-19,DE_MV,114,133
2020-04-22,2020-03-20,DE_MV,135,167
2020-04-22,2020-03-21,DE_MV,158,182
2020-04-22,2020-03-22,DE_MV,182,182
2020-04-22,2020-03-23,DE_MV,207,201
2020-04-22,2020-03-24,DE_MV,233,219
2020-04-22,2020-03-25,DE_MV,260,227
2020-04-22,2020-03-26,DE_MV,287,246
2020-04-22,2020-03-27,DE_MV,313,299
2020-04-22,2020-03-28,DE_MV,340,348
2020-04-22,2020-03-29,DE_MV,367,361
2020-04-22,2020-03-30,DE_MV,392,368
2020-04-22,2020-04-01,DE_MV,418,417
2020-04-22,2020-04-02,DE_MV,442,446
2020-04-22,2020-04-03,DE_MV,466,506
2020-04-22,2020-04-04,DE_MV,488,526
2020-04-22,2020-04-05,DE_MV,510,528
2020-04-22,2020-04-06,DE_MV,530,529
2020-04-22,2020-04-07,DE_MV,550,531
2020-04-22,2020-04-08,DE_MV,568,558
2020-04-22,2020-04-10,DE_MV,586,586
2020-04-22,2020-04-14,DE_MV,602,618
2020-04-22,2020-04-15,DE_MV,617,625
