date,key,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
2020-05-21,SI,,,,,,,,,1,,,,,,,,,
2020-05-21,SK,,,,,,,,,,,,,,,,,,
2020-05-21,SL,,,,,,,,,,,,,,,,,,
2020-05-21,SM,,,,,,,,,,,,,,,,,,
2020-05-21,SN,,,,,,,,,,2,0,,,,,,,
2020-05-21,SO,,,,,,,,,,,,,,,,,,
2020-05-21,SR,3,0,1,3,2,2,2,4,0,0,0,0,2,1,1,0,0,77.12
2020-05-21,SS,,,,,,,,,,,,,,,,,,
2020-05-21,SV,,3,,,2,3,2,,,,,,,,,,,
2020-05-21,SY,,,,,,,,,,,,,,1,,,,
2020-05-21,SZ,,,,,,,,,,,,,,,,,,
2020-05-21,TD,,,,,,,,,,,,,,,,,,
2020-05-21,TH,,,,,,,,,,,,,,,,,,
2020-05-21,TN,,,,,,,,,,,,,,,,,,
2020-05-21,TR,,,,,,,,,,,,,,,,,,
2020-05-21,TT,,,,,,,,,,,,,,,,,,
2020-05-21,TW,,,,,,,,,,,,,,,,,,
2020-05-21,TZ,,,,,,,,,,,,,,,,,,
2020-05-21,UA,,,,,,,,,,,,,,,,,,
2020-05-21,UG,,,,,,,,,,,,,,,,,,
2020-05-21,US,,,,,,,,,,,,,,,,,,
2020-05-21,UY,,,,,,,,,,,,,,,,,,
2020-05-21,UZ,,,,,,,,,,,,,,,,,,
2020-05-21,VE,,,,,,,,,,,,,,,,,,
2020-05-21,VN,,,,,,,,,,,,,,,,,,
2020-05-21,YE,,,,,,,,,,,,,,,,,,
2020-05-21,ZA,,,,,,,,,,,,,,,,,,
2020-05-21,ZM,,,,,,,,,,,,,,,,,,
2020-05-21,ZW,,,,,,,,,,,,,,,,,,
