date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-05-21,NL_GE_0274,1,2,,,68,7,,
2020-05-21,NL_GE_0275,0,0,,,106,14,,
2020-05-21,NL_GE_0277,0,0,,,3,0,,
2020-05-21,NL_GE_0279,0,0,,,28,2,,
2020-05-21,NL_GE_0281,0,0,,,107,18,,
2020-05-21,NL_GE_0285,0,0,,,47,11,,
2020-05-21,NL_GE_0289,0,0,,,48,9,,
2020-05-21,NL_GE_0293,0,0,,,35,5,,
2020-05-21,NL_GE_0294,0,0,,,41,3,,
2020-05-21,NL_GE_0296,2,0,,,142,12,,
2020-05-21,NL_GE_0297,1,0,,,95,9,,
2020-05-21,NL_GE_0299,0,0,,,101,15,,
2020-05-21,NL_GE_0301,0,0,,,92,13,,
2020-05-21,NL_GE_0302,0,0,,,212,20,,
2020-05-21,NL_GE_0668,0,0,,,81,9,,
2020-05-21,NL_GE_1509,0,0,,,75,9,,
2020-05-21,NL_GE_1586,0,0,,,54,6,,
2020-05-21,NL_GE_1705,1,0,,,113,10,,
2020-05-21,NL_GE_1734,1,0,,,126,16,,
2020-05-21,NL_GE_1740,0,0,,,122,20,,
2020-05-21,NL_GE_1859,0,0,,,73,7,,
2020-05-21,NL_GE_1876,1,0,,,72,7,,
2020-05-21,NL_GE_1945,1,0,,,154,16,,
2020-05-21,NL_GE_1955,0,0,,,88,8,,
2020-05-21,NL_GE_1960,3,0,,,179,25,,
2020-05-21,NL_GR,2,0,,,346,15,,
2020-05-21,NL_GR_0003,0,0,,,5,0,,
2020-05-21,NL_GR_0010,0,0,,,17,0,,
2020-05-21,NL_GR_0014,1,0,,,165,3,,
2020-05-21,NL_GR_0024,0,0,,,2,0,,
2020-05-21,NL_GR_0037,0,0,,,7,1,,
2020-05-21,NL_GR_0047,0,0,,,8,0,,
2020-05-21,NL_GR_0765,0,0,,,5,0,,
2020-05-21,NL_GR_1895,0,0,,,13,1,,
2020-05-21,NL_GR_1950,0,0,,,6,0,,
2020-05-21,NL_GR_1952,1,0,,,32,3,,
2020-05-21,NL_GR_1966,0,0,,,29,3,,
2020-05-21,NL_GR_1969,0,0,,,57,4,,
2020-05-21,NL_LI,16,3,,,4554,713,,
2020-05-21,NL_LI_0882,3,0,,,136,13,,
2020-05-21,NL_LI_0888,0,0,,,43,5,,
2020-05-21,NL_LI_0889,0,0,,,41,8,,
2020-05-21,NL_LI_0893,0,0,,,23,2,,
2020-05-21,NL_LI_0899,1,1,,,97,15,,
2020-05-21,NL_LI_0907,0,0,,,55,10,,
2020-05-21,NL_LI_0917,1,0,,,361,51,,
2020-05-21,NL_LI_0928,3,0,,,198,33,,
2020-05-21,NL_LI_0935,4,2,,,840,127,,
2020-05-21,NL_LI_0938,0,0,,,104,12,,
2020-05-21,NL_LI_0944,0,0,,,35,5,,
2020-05-21,NL_LI_0946,0,0,,,50,7,,
2020-05-21,NL_LI_0957,0,0,,,129,22,,
2020-05-21,NL_LI_0965,0,0,,,45,5,,
2020-05-21,NL_LI_0971,0,0,,,114,15,,
2020-05-21,NL_LI_0981,0,0,,,30,1,,
2020-05-21,NL_LI_0983,0,0,,,296,62,,
2020-05-21,NL_LI_0984,0,0,,,102,17,,
2020-05-21,NL_LI_0986,0,0,,,45,7,,
2020-05-21,NL_LI_0988,0,0,,,128,13,,
2020-05-21,NL_LI_0994,1,0,,,84,7,,
2020-05-21,NL_LI_1507,0,0,,,120,24,,
2020-05-21,NL_LI_1640,1,0,,,180,32,,
2020-05-21,NL_LI_1641,0,0,,,102,14,,
2020-05-21,NL_LI_1669,0,0,,,47,7,,
2020-05-21,NL_LI_1711,0,0,,,89,15,,
2020-05-21,NL_LI_1729,0,0,,,75,14,,
2020-05-21,NL_LI_1883,1,0,,,396,59,,
2020-05-21,NL_LI_1894,0,0,,,265,62,,
2020-05-21,NL_LI_1903,1,0,,,161,27,,
2020-05-21,NL_LI_1954,0,0,,,163,22,,
2020-05-21,NL_NB,-443,-76,,,8278,1412,,
2020-05-21,NL_NB_0743,0,0,,,73,12,,
2020-05-21,NL_NB_0744,0,0,,,25,2,,
2020-05-21,NL_NB_0748,6,0,,,148,9,,
2020-05-21,NL_NB_0753,0,0,,,73,10,,
2020-05-21,NL_NB_0755,0,0,,,89,21,,
2020-05-21,NL_NB_0756,1,0,,,115,27,,
2020-05-21,NL_NB_0757,0,0,,,84,15,,
2020-05-21,NL_NB_0758,1,0,,,468,61,,
2020-05-21,NL_NB_0762,1,0,,,166,23,,
2020-05-21,NL_NB_0766,0,0,,,76,12,,
2020-05-21,NL_NB_0770,1,0,,,65,10,,
2020-05-21,NL_NB_0772,0,0,,,488,82,,
2020-05-21,NL_NB_0777,3,0,,,176,30,,
2020-05-21,NL_NB_0779,1,0,,,43,6,,
2020-05-21,NL_NB_0784,0,0,,,73,15,,
2020-05-21,NL_NB_0785,0,0,,,72,17,,
2020-05-21,NL_NB_0786,0,0,,,69,11,,
2020-05-21,NL_NB_0788,-1,0,,,49,7,,
2020-05-21,NL_NB_0794,0,0,,,346,40,,
2020-05-21,NL_NB_0796,-464,-77,,,0,0,,
2020-05-21,NL_NB_0797,0,0,,,135,22,,
2020-05-21,NL_NB_0798,-1,0,,,43,6,,
2020-05-21,NL_NB_0809,0,0,,,56,6,,
2020-05-21,NL_NB_0815,0,0,,,36,5,,
2020-05-21,NL_NB_0820,0,0,,,54,9,,
2020-05-21,NL_NB_0823,0,0,,,59,9,,
2020-05-21,NL_NB_0824,-1,0,,,64,11,,
2020-05-21,NL_NB_0826,2,0,,,124,16,,
2020-05-21,NL_NB_0828,2,0,,,462,87,,
2020-05-21,NL_NB_0840,0,0,,,67,9,,
2020-05-21,NL_NB_0845,0,0,,,104,17,,
2020-05-21,NL_NB_0847,0,0,,,99,8,,
2020-05-21,NL_NB_0848,0,0,,,71,14,,
2020-05-21,NL_NB_0851,2,0,,,84,13,,
2020-05-21,NL_NB_0855,-1,0,,,726,158,,
2020-05-21,NL_NB_0856,0,0,,,258,63,,
2020-05-21,NL_NB_0858,0,0,,,175,37,,
2020-05-21,NL_NB_0861,1,0,,,125,16,,
2020-05-21,NL_NB_0865,0,0,,,101,18,,
2020-05-21,NL_NB_0866,0,0,,,29,5,,
2020-05-21,NL_NB_0867,0,0,,,148,31,,
2020-05-21,NL_NB_0873,0,0,,,64,7,,
2020-05-21,NL_NB_0879,2,0,,,76,10,,
2020-05-21,NL_NB_1652,0,0,,,176,30,,
2020-05-21,NL_NB_1655,0,0,,,55,6,,
2020-05-21,NL_NB_1658,0,0,,,61,8,,
2020-05-21,NL_NB_1659,0,0,,,117,26,,
2020-05-21,NL_NB_1667,0,0,,,23,2,,
2020-05-21,NL_NB_1674,1,0,,,209,20,,
2020-05-21,NL_NB_1684,0,1,,,70,10,,
2020-05-21,NL_NB_1685,0,0,,,138,21,,
2020-05-21,NL_NB_1702,0,0,,,62,11,,
2020-05-21,NL_NB_1706,0,0,,,166,36,,
2020-05-21,NL_NB_1709,0,0,,,76,8,,
2020-05-21,NL_NB_1719,0,0,,,65,8,,
2020-05-21,NL_NB_1721,0,0,,,266,64,,
2020-05-21,NL_NB_1723,0,0,,,46,5,,
2020-05-21,NL_NB_1724,0,0,,,55,5,,
2020-05-21,NL_NB_1728,0,0,,,66,8,,
2020-05-21,NL_NB_1771,0,0,,,106,16,,
2020-05-21,NL_NB_1948,1,0,,,540,130,,
2020-05-21,NL_NB_1959,0,0,,,123,11,,
2020-05-21,NL_NH,32,4,,,6509,774,,
2020-05-21,NL_NH_0358,0,0,,,38,3,,
2020-05-21,NL_NH_0361,0,0,,,241,29,,
2020-05-21,NL_NH_0362,2,0,,,306,35,,
2020-05-21,NL_NH_0363,13,3,,,2288,258,,
2020-05-21,NL_NH_0370,0,0,,,9,1,,
2020-05-21,NL_NH_0373,6,0,,,80,3,,
2020-05-21,NL_NH_0375,0,0,,,74,10,,
2020-05-21,NL_NH_0376,0,0,,,26,2,,
2020-05-21,NL_NH_0377,0,0,,,49,5,,
2020-05-21,NL_NH_0383,0,0,,,76,9,,
2020-05-21,NL_NH_0384,0,0,,,98,14,,
2020-05-21,NL_NH_0385,0,0,,,102,3,,
2020-05-21,NL_NH_0388,0,0,,,29,4,,
2020-05-21,NL_NH_0392,1,0,,,274,52,,
2020-05-21,NL_NH_0394,2,1,,,267,27,,
2020-05-21,NL_NH_0396,1,0,,,82,10,,
2020-05-21,NL_NH_0397,0,0,,,88,32,,
2020-05-21,NL_NH_0398,1,0,,,142,8,,
2020-05-21,NL_NH_0399,0,0,,,48,8,,
2020-05-21,NL_NH_0400,0,0,,,37,2,,
2020-05-21,NL_NH_0402,0,0,,,191,25,,
2020-05-21,NL_NH_0405,0,0,,,87,12,,
2020-05-21,NL_NH_0406,0,0,,,124,10,,
2020-05-21,NL_NH_0415,0,0,,,23,3,,
2020-05-21,NL_NH_0416,0,0,,,45,3,,
2020-05-21,NL_NH_0417,1,0,,,26,2,,
2020-05-21,NL_NH_0420,0,0,,,69,6,,
2020-05-21,NL_NH_0431,0,0,,,26,2,,
2020-05-21,NL_NH_0432,0,0,,,8,1,,
2020-05-21,NL_NH_0437,0,0,,,33,0,,
2020-05-21,NL_NH_0439,0,0,,,212,32,,
2020-05-21,NL_NH_0441,1,0,,,74,10,,
2020-05-21,NL_NH_0448,0,0,,,11,2,,
2020-05-21,NL_NH_0450,0,0,,,22,1,,
2020-05-21,NL_NH_0451,0,0,,,50,2,,
2020-05-21,NL_NH_0453,1,0,,,259,39,,
2020-05-21,NL_NH_0457,1,0,,,76,11,,
2020-05-21,NL_NH_0473,0,0,,,32,8,,
2020-05-21,NL_NH_0479,0,0,,,389,46,,
2020-05-21,NL_NH_0498,0,0,,,43,8,,
2020-05-21,NL_NH_0532,0,0,,,48,5,,
2020-05-21,NL_NH_0852,0,0,,,30,4,,
2020-05-21,NL_NH_0880,0,0,,,44,6,,
2020-05-21,NL_NH_1598,0,0,,,34,6,,
2020-05-21,NL_NH_1696,1,0,,,31,0,,
2020-05-21,NL_NH_1911,0,0,,,62,6,,
2020-05-21,NL_NH_1942,1,0,,,106,9,,
2020-05-21,NL_OV,8,1,,,2927,299,,
2020-05-21,NL_OV_0141,0,0,,,90,9,,
2020-05-21,NL_OV_0147,0,0,,,50,6,,
2020-05-21,NL_OV_0148,0,0,,,77,6,,
2020-05-21,NL_OV_0150,0,0,,,252,32,,
2020-05-21,NL_OV_0153,1,1,,,216,23,,
2020-05-21,NL_OV_0158,0,0,,,54,7,,
2020-05-21,NL_OV_0160,0,0,,,170,8,,
2020-05-21,NL_OV_0163,0,0,,,94,10,,
2020-05-21,NL_OV_0164,1,0,,,122,19,,
2020-05-21,NL_OV_0166,2,0,,,332,26,,
2020-05-21,NL_OV_0168,0,0,,,23,0,,
2020-05-21,NL_OV_0173,0,0,,,50,7,,
2020-05-21,NL_OV_0175,0,0,,,50,2,,
2020-05-21,NL_OV_0177,1,0,,,150,18,,
2020-05-21,NL_OV_0180,0,0,,,59,4,,
2020-05-21,NL_OV_0183,0,0,,,79,5,,
2020-05-21,NL_OV_0189,0,0,,,49,6,,
2020-05-21,NL_OV_0193,0,0,,,347,46,,
2020-05-21,NL_OV_1700,1,0,,,60,2,,
2020-05-21,NL_OV_1708,0,0,,,87,5,,
2020-05-21,NL_OV_1735,1,0,,,63,4,,
2020-05-21,NL_OV_1742,1,0,,,192,19,,
2020-05-21,NL_OV_1773,0,0,,,50,8,,
2020-05-21,NL_OV_1774,0,0,,,71,9,,
2020-05-21,NL_OV_1896,0,0,,,140,18,,
2020-05-21,NL_UT,25,1,,,3397,396,,
2020-05-21,NL_UT_0307,0,0,,,205,23,,
2020-05-21,NL_UT_0308,0,0,,,56,8,,
2020-05-21,NL_UT_0310,4,1,,,163,20,,
2020-05-21,NL_UT_0312,0,0,,,42,1,,
2020-05-21,NL_UT_0313,1,0,,,62,7,,
2020-05-21,NL_UT_0317,0,0,,,17,1,,
2020-05-21,NL_UT_0321,0,0,,,125,13,,
2020-05-21,NL_UT_0327,0,0,,,48,4,,
2020-05-21,NL_UT_0331,0,0,,,63,8,,
2020-05-21,NL_UT_0335,0,0,,,39,5,,
2020-05-21,NL_UT_0339,0,0,,,19,5,,
2020-05-21,NL_UT_0340,1,0,,,40,6,,
2020-05-21,NL_UT_0342,2,0,,,83,11,,
2020-05-21,NL_UT_0344,10,0,,,991,104,,
2020-05-21,NL_UT_0345,0,0,,,166,10,,
2020-05-21,NL_UT_0351,0,0,,,31,2,,
2020-05-21,NL_UT_0352,0,0,,,32,1,,
2020-05-21,NL_UT_0353,0,0,,,134,33,,
2020-05-21,NL_UT_0355,0,0,,,168,21,,
2020-05-21,NL_UT_0356,1,0,,,134,14,,
2020-05-21,NL_UT_0589,0,0,,,54,8,,
2020-05-21,NL_UT_0632,1,0,,,166,19,,
2020-05-21,NL_UT_0736,1,0,,,92,11,,
2020-05-21,NL_UT_1581,1,0,,,107,14,,
2020-05-21,NL_UT_1904,2,0,,,110,10,,
2020-05-21,NL_UT_1961,1,0,,,250,37,,
2020-05-21,NL_ZE,8,0,,,651,63,,
2020-05-21,NL_ZE_0654,1,0,,,26,0,,
2020-05-21,NL_ZE_0664,0,0,,,69,11,,
2020-05-21,NL_ZE_0677,0,0,,,29,5,,
2020-05-21,NL_ZE_0678,1,0,,,23,1,,
2020-05-21,NL_ZE_0687,1,0,,,59,10,,
2020-05-21,NL_ZE_0703,0,0,,,29,2,,
2020-05-21,NL_ZE_0715,2,0,,,110,4,,
2020-05-21,NL_ZE_0716,0,0,,,143,15,,
2020-05-21,NL_ZE_0717,0,0,,,26,2,,
2020-05-21,NL_ZE_0718,0,0,,,50,5,,
2020-05-21,NL_ZE_1676,2,0,,,61,4,,
2020-05-21,NL_ZE_1695,1,0,,,9,0,,
2020-05-21,NL_ZE_1714,0,0,,,17,4,,
2020-05-21,NL_ZH,87,15,,,9554,1171,,
2020-05-21,NL_ZH_0482,0,0,,,42,3,,
2020-05-21,NL_ZH_0484,1,0,,,195,24,,
2020-05-21,NL_ZH_0489,1,0,,,123,12,,
2020-05-21,NL_ZH_0501,0,0,,,32,0,,
2020-05-21,NL_ZH_0502,2,0,,,278,51,,
2020-05-21,NL_ZH_0503,1,0,,,138,12,,
2020-05-21,NL_ZH_0505,14,2,,,421,34,,
2020-05-21,NL_ZH_0512,1,0,,,148,15,,
2020-05-21,NL_ZH_0513,0,0,,,238,40,,
2020-05-21,NL_ZH_0518,14,2,,,1357,210,,
2020-05-21,NL_ZH_0523,0,0,,,33,2,,
2020-05-21,NL_ZH_0530,0,0,,,64,2,,
2020-05-21,NL_ZH_0531,1,0,,,51,5,,
2020-05-21,NL_ZH_0534,0,0,,,33,2,,
2020-05-21,NL_ZH_0537,0,0,,,191,13,,
2020-05-21,NL_ZH_0542,1,0,,,74,7,,
2020-05-21,NL_ZH_0546,0,0,,,151,18,,
2020-05-21,NL_ZH_0547,0,0,,,32,6,,
2020-05-21,NL_ZH_0553,0,0,,,26,2,,
2020-05-21,NL_ZH_0556,1,0,,,62,3,,
2020-05-21,NL_ZH_0569,0,0,,,47,4,,
2020-05-21,NL_ZH_0575,0,0,,,46,2,,
2020-05-21,NL_ZH_0579,1,0,,,41,3,,
2020-05-21,NL_ZH_0590,2,0,,,69,6,,
2020-05-21,NL_ZH_0597,0,1,,,130,15,,
2020-05-21,NL_ZH_0599,26,8,,,2299,323,,
2020-05-21,NL_ZH_0603,2,0,,,120,22,,
2020-05-21,NL_ZH_0606,4,1,,,221,23,,
2020-05-21,NL_ZH_0610,0,0,,,56,5,,
2020-05-21,NL_ZH_0613,0,0,,,95,8,,
2020-05-21,NL_ZH_0614,0,0,,,25,0,,
2020-05-21,NL_ZH_0622,3,1,,,261,28,,
2020-05-21,NL_ZH_0626,1,0,,,61,10,,
2020-05-21,NL_ZH_0627,1,0,,,67,7,,
2020-05-21,NL_ZH_0629,0,0,,,49,12,,
2020-05-21,NL_ZH_0637,0,0,,,186,12,,
2020-05-21,NL_ZH_0638,1,0,,,12,1,,
2020-05-21,NL_ZH_0642,0,0,,,149,18,,
2020-05-21,NL_ZH_1525,1,0,,,53,2,,
2020-05-21,NL_ZH_1621,2,0,,,177,24,,
2020-05-21,NL_ZH_1783,0,0,,,256,29,,
2020-05-21,NL_ZH_1842,0,0,,,18,0,,
2020-05-21,NL_ZH_1884,0,0,,,27,2,,
2020-05-21,NL_ZH_1892,0,0,,,126,20,,
2020-05-21,NL_ZH_1901,0,0,,,55,1,,
2020-05-21,NL_ZH_1916,1,0,,,110,14,,
2020-05-21,NL_ZH_1924,0,0,,,256,33,,
