key,wikidata,datacommons,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall,latitude,longitude,elevation,area,gdp,gdp_per_capita,population,life_expectancy,human_development_index,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,debt_relief,fiscal_measures,international_support,public_information_campaigns,testing_policy,contact_tracing,emergency_investment_in_healthcare,investment_in_vaccines,stringency_index
SE_123,Q104940,nuts/SE123,SE,Sweden,123,Östergötland,,,SE,SWE,1,2020-05-21,37,3,,,1863,165,,,,,,,,,58.410556,15.613611,,10602,,,439586,,,,,,,,,,,,,,,,,,,,
SE_124,Q104257,nuts/SE124,SE,Sweden,124,Örebro,,,SE,SWE,1,2020-05-21,34,0,,,1591,112,,,,,,,,,59.266667,15.216667,,8546,,,291617,,,,,,,,,,,,,,,,,,,,
SE_125,Q105075,nuts/SE125,SE,Sweden,125,Västmanland,,,SE,SWE,1,2020-05-21,15,0,,,1083,125,,,,,,,,,59.75,16.33333,,5146,,,269555,,,,,,,,,,,,,,,,,,,,
SE_211,Q103672,nuts/SE211,SE,Sweden,211,Jönköping,,,SE,SWE,1,2020-05-21,32,0,,,1252,121,,,,,,,,,57.75,14.2,,10495,,,342529,,,,,,,,,,,,,,,,,,,,
SE_212,Q104746,nuts/SE212,SE,Sweden,212,Kronoberg,,,SE,SWE,1,2020-05-21,11,6,,,676,50,,,,,,,,,56.79,14.44,,8466,,,187759,,,,,,,,,,,,,,,,,,,,
SE_213,Q103707,nuts/SE213,SE,Sweden,213,Kalmar,,,SE,SWE,1,2020-05-21,4,0,,,268,26,,,,,,,,,56.733333,15.9,,11218,,,234700,,,,,,,,,,,,,,,,,,,,
SE_214,Q103738,nuts/SE214,SE,Sweden,214,Gotland,,,SE,SWE,1,2020-05-21,1,2,,,68,5,,,,,,,,,57.5,18.5,30,3151,,,58218,,,,,,,,,,,,,,,,,,,,
SE_221,Q102377,nuts/SE221,SE,Sweden,221,Blekinge,,,SE,SWE,1,2020-05-21,23,0,,,132,4,,,,,,,,,56.283333,15.116667,95,3039,,,158977,,,,,,,,,,,,,,,,,,,,
SE_224,Q103659,nuts/SE224,SE,Sweden,224,Skåne,,,SE,SWE,1,2020-05-21,46,9,,,1396,139,,,,,,,,,55.995309,13.441772,,11034,,,1306951,,,,,,,,,,,,,,,,,,,,
SE_231,Q103691,nuts/SE231,SE,Sweden,231,Halland,,,SE,SWE,1,2020-05-21,45,0,,,632,48,,,,,,,,,56.75,13,76,5454,,,322343,,,,,,,,,,,,,,,,,,,,
SE_232,Q103093,nuts/SE232,SE,Sweden,232,Västra Götaland,,,SE,SWE,1,2020-05-21,86,2,,,4705,428,,,,,,,,,58.217025,11.733398,,23499,,,1681082,,,,,,,,,,,,,,,,,,,,
SE_311,Q106789,nuts/SE311,SE,Sweden,311,Värmland,,,SE,SWE,1,2020-05-21,15,0,,,371,26,,,,,,,,,59.75,13.25,,17591,,,279535,,,,,,,,,,,,,,,,,,,,
SE_312,Q103732,nuts/SE312,SE,Sweden,312,Dalarna,,,SE,SWE,1,2020-05-21,14,0,,,1095,128,,,,,,,,,60.678559,15.600586,179,28189,,,285571,,,,,,,,,,,,,,,,,,,,
SE_313,Q103699,nuts/SE313,SE,Sweden,313,Gävleborg,,,SE,SWE,1,2020-05-21,28,2,,,1055,94,,,,,,,,,60.780619,16.655273,,18199,,,285265,,,,,,,,,,,,,,,,,,,,
SE_321,Q104891,nuts/SE321,SE,Sweden,321,Västernorrland,,,SE,SWE,1,2020-05-21,24,1,,,521,67,,,,,,,,,62.739722,16.93,,21684,,,246023,,,,,,,,,,,,,,,,,,,,
SE_322,Q103679,nuts/SE322,SE,Sweden,322,Jämtland Härjedalen,,,SE,SWE,1,2020-05-21,23,7,,,593,25,,,,,,,,,63,14.66667,402,49341,,,129076,,,,,,,,,,,,,,,,,,,,
SE_331,Q104877,nuts/SE331,SE,Sweden,331,Västerbotten,,,SE,SWE,1,2020-05-21,5,0,,,442,21,,,,,,,,,64.344665,18.314209,,55186,,,266548,,,,,,,,,,,,,,,,,,,,
SE_332,Q103686,nuts/SE332,SE,Sweden,332,Norrbotten,,,SE,SWE,1,2020-05-21,5,0,,,350,40,,,,,,,,,67,20,412,98245,,,250525,,,,,,,,,,,,,,,,,,,,
XK,Q1246,country/XKS,XK,Kosovo,,,,,XK,RKS,0,2020-05-21,0,0,,,989,29,,,,,,,,,42.55,20.833333,,10909,1.8491961E+09,1087,1883018,,,,,,,,,,,,,,,,,,,,
