date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-25,US_KY_21207,,,,,,,,-66,
2020-05-25,US_KY_21209,43.17,,,-7,-15,,-8,-77,
2020-05-25,US_KY_21211,13.5,,,-12,2,,-23,-74,
2020-05-25,US_KY_21213,52.62,,,-2,,,-27,-64,
2020-05-25,US_KY_21215,61.07,,,,,,,-76,
2020-05-25,US_KY_21217,36.43,,,10,,,,-62,
2020-05-25,US_KY_21219,,,,,,,,-65,
2020-05-25,US_KY_21221,228,,,,,,,-65,
2020-05-25,US_KY_21223,,,,,,,,-64,
2020-05-25,US_KY_21225,,,,,,,,-68,
2020-05-25,US_KY_21227,14.64,,,-20,-1,21,-27,-68,18
2020-05-25,US_KY_21229,,,,,,,,-67,
2020-05-25,US_KY_21231,,,,,,,,-66,
2020-05-25,US_KY_21233,,,,,,,,-63,
2020-05-25,US_KY_21235,147.43,,,-4,,,60,-61,
2020-05-25,US_KY_21239,20.89,,,,,,,-68,
2020-05-25,US_LA,-18.13,,,-26,-9,-8,-40,-60,18
2020-05-25,US_LA_22001,28.49,,,-4,18,,-18,-54,
2020-05-25,US_LA_22003,33.23,,,,,,,-56,
2020-05-25,US_LA_22005,-18.86,,,-20,-12,,,-66,21
2020-05-25,US_LA_22007,22.97,,,,,,,-54,
2020-05-25,US_LA_22009,21.89,,,,0,,,-48,
2020-05-25,US_LA_22011,37.26,,,-19,,,,-62,
2020-05-25,US_LA_22013,30.75,,,,,,,-52,
2020-05-25,US_LA_22015,19.04,,,-20,-1,,0,-67,21
2020-05-25,US_LA_22017,6.3,,,-26,-13,-5,-42,-62,19
2020-05-25,US_LA_22019,23.51,,,-28,-11,-20,-24,-60,19
2020-05-25,US_LA_22021,,,,,,,,-51,
2020-05-25,US_LA_22023,,,,,,,,-59,
2020-05-25,US_LA_22025,,,,,,,,-51,
2020-05-25,US_LA_22027,,,,,,,,-54,
2020-05-25,US_LA_22029,,,,,,,,-53,
2020-05-25,US_LA_22031,27.29,,,,,,-26,-59,
2020-05-25,US_LA_22033,-15.87,,,-30,-12,-11,-45,-60,20
2020-05-25,US_LA_22037,35.95,,,,,,,-59,
2020-05-25,US_LA_22039,37.44,,,,,,,-51,
2020-05-25,US_LA_22041,18.97,,,,,,,-57,
2020-05-25,US_LA_22043,29.69,,,,,,,-58,
2020-05-25,US_LA_22045,17.12,,,-8,-2,,,-56,14
2020-05-25,US_LA_22047,-11.57,,,,,,-47,-61,
2020-05-25,US_LA_22049,,,,,,,,-57,
2020-05-25,US_LA_22051,-31.35,,,-30,-11,14,-79,-60,20
2020-05-25,US_LA_22053,51.13,,,-18,2,,,-58,
2020-05-25,US_LA_22055,-2.57,,,-20,-5,-3,-33,-61,17
2020-05-25,US_LA_22057,31.14,,,-14,-7,,-30,-52,15
2020-05-25,US_LA_22059,,,,,,,,-52,
2020-05-25,US_LA_22061,0.17,,,-32,-14,,,-65,
2020-05-25,US_LA_22063,30.97,,,-2,5,,-6,-64,18
2020-05-25,US_LA_22065,75.35,,,,,,-16,-52,
2020-05-25,US_LA_22067,16.87,,,,,,,-55,
2020-05-25,US_LA_22069,4.59,,,-25,-19,,,-59,
2020-05-25,US_LA_22071,-65.72,,,-56,-26,-44,-54,-64,21
2020-05-25,US_LA_22073,7.23,,,-26,-4,-8,-31,-62,17
2020-05-25,US_LA_22075,-34.11,,,,,,,-62,
2020-05-25,US_LA_22077,44.25,,,,,,,-57,
2020-05-25,US_LA_22079,9.22,,,-24,-6,-13,-46,-58,16
2020-05-25,US_LA_22081,,,,,,,,-56,
2020-05-25,US_LA_22083,43.4,,,,,,-13,-57,
2020-05-25,US_LA_22085,126.59,,,,,,,-55,
2020-05-25,US_LA_22087,-2.42,,,-18,-7,,,-59,
2020-05-25,US_LA_22089,-34.93,,,-41,-6,,-46,-66,
2020-05-25,US_LA_22091,,,,,,,,-56,
2020-05-25,US_LA_22093,-45.4,,,,,,,-60,
2020-05-25,US_LA_22095,-33.77,,,-23,-11,-71,-41,-59,
2020-05-25,US_LA_22097,30.91,,,-14,3,,-13,-52,14
2020-05-25,US_LA_22099,28.77,,,-18,-5,,-12,-57,
2020-05-25,US_LA_22101,13.95,,,-19,-5,,,-56,
2020-05-25,US_LA_22103,23.37,,,-15,0,19,-18,-62,18
2020-05-25,US_LA_22105,26.07,,,-10,-4,,-17,-58,17
2020-05-25,US_LA_22109,8.67,,,-20,-6,,-30,-51,15
2020-05-25,US_LA_22111,48.59,,,,,,,-67,
2020-05-25,US_LA_22113,7.67,,,-10,-2,,,-54,
2020-05-25,US_LA_22115,14.32,,,-36,-30,,,-60,
2020-05-25,US_LA_22117,29.49,,,-19,1,,,-48,
2020-05-25,US_LA_22119,17.67,,,-22,-17,,-3,-58,
2020-05-25,US_LA_22121,-6.32,,,-28,,,-32,-63,
2020-05-25,US_LA_22123,,,,,,,,-53,
2020-05-25,US_LA_22125,,,,,,,,-73,
2020-05-25,US_LA_22127,,,,,,,,-57,
2020-05-25,US_MA,-22.98,,,-36,-21,75,-70,-76,24
2020-05-25,US_MA_25001,80.31,,,-14,-8,232,-16,-63,19
2020-05-25,US_MA_25003,14.4,,,-24,-9,,5,-70,17
2020-05-25,US_MA_25005,-5.84,,,-20,-11,111,-54,-74,22
2020-05-25,US_MA_25007,152.09,,,,,,,-50,
2020-05-25,US_MA_25009,-19.08,,,-30,-23,135,-58,-74,24
2020-05-25,US_MA_25011,8.59,,,-18,-20,,-18,-74,
2020-05-25,US_MA_25013,-2.44,,,-31,-15,111,-48,-72,19
2020-05-25,US_MA_25015,-5.95,,,-33,-17,,-56,-76,22
2020-05-25,US_MA_25017,-36.3,,,-45,-25,45,-75,-81,27
2020-05-25,US_MA_25019,,,,,,,,-42,
2020-05-25,US_MA_25021,-31.95,,,-39,-20,103,-73,-78,27
2020-05-25,US_MA_25023,-3.45,,,-23,-15,219,-36,-73,23
2020-05-25,US_MA_25025,-46.77,,,-57,-30,0,-81,-75,27
2020-05-25,US_MA_25027,-14.44,,,-28,-17,101,-47,-76,23
2020-05-25,US_MD,-8.22,,,-31,-14,163,-54,-75,25
2020-05-25,US_MD_24001,35.02,,,-30,-7,,-17,-64,14
2020-05-25,US_MD_24003,-14.23,,,-35,-17,221,-73,-79,25
2020-05-25,US_MD_24005,-11.12,,,-31,-11,250,-57,-74,24
2020-05-25,US_MD_24009,48.19,,,-15,13,,,-79,25
2020-05-25,US_MD_24011,52.03,,,,,,,-70,
2020-05-25,US_MD_24013,-3.97,,,-20,-21,,-69,-79,24
2020-05-25,US_MD_24015,21.52,,,-3,1,,-33,-72,20
2020-05-25,US_MD_24017,14.56,,,-22,-11,,,-77,27
2020-05-25,US_MD_24019,84.58,,,0,,,,-65,
2020-05-25,US_MD_24021,-3.43,,,-30,-15,189,-31,-78,25
2020-05-25,US_MD_24023,190.4,,,0,,,2,-62,
2020-05-25,US_MD_24025,12.28,,,-23,-15,,-3,-77,23
2020-05-25,US_MD_24027,-26.7,,,-44,-19,274,-38,-81,28
2020-05-25,US_MD_24029,39.61,,,,,,,-68,
2020-05-25,US_MD_24031,-27.84,,,-43,-19,144,-67,-79,28
2020-05-25,US_MD_24033,-9.33,,,-26,-11,129,-65,-73,27
2020-05-25,US_MD_24035,71.69,,,-6,-7,,,-77,
2020-05-25,US_MD_24037,29.93,,,-18,0,,,-79,25
2020-05-25,US_MD_24039,41.97,,,,,,,-60,
2020-05-25,US_MD_24041,64.39,,,-20,2,,,-65,
2020-05-25,US_MD_24043,23.27,,,-21,-9,198,,-72,19
2020-05-25,US_MD_24045,24.31,,,-26,-6,,-19,-69,21
2020-05-25,US_MD_24047,288.32,,,55,68,,,-52,15
2020-05-25,US_MD_24510,,,,-37,-21,65,-46,-69,21
2020-05-25,US_ME,9.51,,,-23,-5,141,-39,-70,17
2020-05-25,US_ME_23001,10.85,,,-26,-2,,,-73,18
2020-05-25,US_ME_23003,-6.26,,,-12,6,,,-57,11
2020-05-25,US_ME_23005,-12.1,,,-40,-20,117,-61,-74,21
2020-05-25,US_ME_23007,47.26,,,-7,,,,-64,
2020-05-25,US_ME_23009,53.47,,,-1,2,,,-64,
2020-05-25,US_ME_23011,12.89,,,-16,-6,,-27,-73,16
2020-05-25,US_ME_23013,26.61,,,-22,,,,-65,
2020-05-25,US_ME_23015,42.62,,,-11,,,,-66,
2020-05-25,US_ME_23017,47.95,,,-5,9,,,-69,
2020-05-25,US_ME_23019,17.3,,,-28,-5,116,-34,-70,15
2020-05-25,US_ME_23021,,,,,,,,-62,
2020-05-25,US_ME_23023,15.1,,,-15,-20,,,-73,
2020-05-25,US_ME_23025,30.8,,,0,5,,,-67,
2020-05-25,US_ME_23027,48.5,,,2,-11,,,-72,
2020-05-25,US_ME_23029,,,,-16,,,,-57,
2020-05-25,US_ME_23031,22.53,,,-15,0,142,-17,-71,20
2020-05-25,US_MI,2.81,,,-31,-6,228,-42,-76,20
2020-05-25,US_MI_26001,,,,,,,,-59,
2020-05-25,US_MI_26003,,,,,,,,-68,
2020-05-25,US_MI_26005,37.57,,,-10,22,,-34,-78,20
2020-05-25,US_MI_26007,50.77,,,-17,,,,-67,
2020-05-25,US_MI_26009,218.43,,,,,,,-68,
2020-05-25,US_MI_26011,,,,,,,,-71,
2020-05-25,US_MI_26015,56.94,,,-5,20,,,-77,20
2020-05-25,US_MI_26017,87.5,,,-18,5,,,-71,17
2020-05-25,US_MI_26019,198.58,,,,,,,-65,
2020-05-25,US_MI_26021,77.48,,,-9,7,,-20,-74,18
2020-05-25,US_MI_26023,76.87,,,-4,4,,,-73,
2020-05-25,US_MI_26025,2.75,,,-31,11,,-39,-71,18
2020-05-25,US_MI_26027,64.26,,,,,,,-77,
2020-05-25,US_MI_26029,96.72,,,,,,,-69,
2020-05-25,US_MI_26031,271.17,,,,,,,-61,
2020-05-25,US_MI_26033,59.87,,,-33,,,,-65,
2020-05-25,US_MI_26035,345.02,,,,47,,,-61,
2020-05-25,US_MI_26037,24.39,,,-26,-9,,-45,-78,20
2020-05-25,US_MI_26039,261.74,,,,,,,-59,
2020-05-25,US_MI_26041,86.44,,,-11,,,,-68,
2020-05-25,US_MI_26043,42.73,,,-7,,,,-71,
2020-05-25,US_MI_26045,4.7,,,-28,-5,,,-77,20
2020-05-25,US_MI_26047,75.47,,,-12,-11,,,-66,
2020-05-25,US_MI_26049,15.56,,,-29,-9,183,-25,-72,17
2020-05-25,US_MI_26051,,,,,,,,-66,
2020-05-25,US_MI_26053,,,,,,,,-64,
2020-05-25,US_MI_26055,54.36,,,-24,-9,,-71,-73,17
2020-05-25,US_MI_26057,68.46,,,-19,21,,,-67,
2020-05-25,US_MI_26059,45.08,,,-12,23,,,-71,
2020-05-25,US_MI_26061,21.64,,,-36,,-5,,-70,
2020-05-25,US_MI_26063,173.02,,,,,,,-67,
2020-05-25,US_MI_26065,-31.76,,,-51,-14,91,-63,-77,21
2020-05-25,US_MI_26067,21.49,,,0,11,,-18,-75,18
2020-05-25,US_MI_26069,,,,18,29,,,-63,
2020-05-25,US_MI_26071,,,,,,,,-64,
2020-05-25,US_MI_26073,42.13,,,-26,0,,,-68,15
2020-05-25,US_MI_26075,21.9,,,-26,-5,,-41,-75,19
2020-05-25,US_MI_26077,-6.15,,,-39,-9,193,-62,-76,20
2020-05-25,US_MI_26079,173.34,,,,,,,-73,
2020-05-25,US_MI_26081,-15.42,,,-40,-11,164,-53,-79,21
2020-05-25,US_MI_26085,,,,,,,,-65,
2020-05-25,US_MI_26087,28.77,,,-18,0,,,-77,19
2020-05-25,US_MI_26089,201.56,,,,,,,-68,
2020-05-25,US_MI_26091,28.04,,,-23,-5,,,-75,19
2020-05-25,US_MI_26093,-1.46,,,-37,-9,106,,-81,23
2020-05-25,US_MI_26097,,,,,,,,-65,
2020-05-25,US_MI_26099,-5.19,,,-34,-8,404,-46,-80,22
2020-05-25,US_MI_26101,,,,,,,,-61,
2020-05-25,US_MI_26103,38.71,,,-21,-1,,,-68,
2020-05-25,US_MI_26105,164.56,,,13,39,,,-68,
2020-05-25,US_MI_26107,63.18,,,-4,,,,-70,
2020-05-25,US_MI_26109,,,,,,,,-71,
2020-05-25,US_MI_26111,92.51,,,-32,0,7,,-75,16
2020-05-25,US_MI_26113,,,,,,,,-68,
2020-05-25,US_MI_26115,17.42,,,-27,-4,170,-20,-73,19
2020-05-25,US_MI_26117,77.41,,,-5,21,,,-73,17
2020-05-25,US_MI_26119,,,,,,,,-60,
2020-05-25,US_MI_26121,34.38,,,-17,9,,,-74,16
2020-05-25,US_MI_26123,93.14,,,2,43,,,-74,
2020-05-25,US_MI_26125,-25.39,,,-47,-21,188,-55,-83,24
2020-05-25,US_MI_26127,241.42,,,,,70,,-67,
2020-05-25,US_MI_26129,,,,23,26,,,-62,
2020-05-25,US_MI_26133,346.28,,,,,,,-70,
2020-05-25,US_MI_26135,,,,,,,,-59,
2020-05-25,US_MI_26137,134.47,,,15,,,,-66,
2020-05-25,US_MI_26139,25.25,,,-27,2,397,-41,-80,21
2020-05-25,US_MI_26141,,,,,,,,-64,
2020-05-25,US_MI_26143,468.1,,,,,,,-56,
2020-05-25,US_MI_26145,26.7,,,-34,-9,,-34,-71,17
2020-05-25,US_MI_26147,48.45,,,-14,-3,232,-20,-75,18
2020-05-25,US_MI_26149,53.67,,,-1,8,,,-76,19
2020-05-25,US_MI_26151,73.11,,,,33,,,-72,
2020-05-25,US_MI_26155,13.59,,,-12,2,,,-74,18
2020-05-25,US_MI_26157,24.75,,,-24,-6,,,-70,
2020-05-25,US_MI_26159,119.68,,,25,24,,,-73,19
2020-05-25,US_MI_26161,-33.33,,,-52,-26,176,-65,-82,26
2020-05-25,US_MI_26163,0.51,,,-36,-11,128,-47,-74,20
2020-05-25,US_MI_26165,129.77,,,15,30,,,-70,
2020-05-25,US_MN,-3.48,,,-26,-4,189,-56,-78,20
2020-05-25,US_MN_27001,,,,,,,,-67,
2020-05-25,US_MN_27003,-11.86,,,-21,-2,,-61,-80,21
2020-05-25,US_MN_27005,136.21,,,16,21,,,-75,
2020-05-25,US_MN_27007,35.64,,,-14,16,,,-69,
2020-05-25,US_MN_27009,69.17,,,-18,2,,,-77,
2020-05-25,US_MN_27011,,,,,,,,-66,
2020-05-25,US_MN_27013,2.34,,,-28,-6,,,-76,19
2020-05-25,US_MN_27015,26.95,,,-11,,,,-75,
2020-05-25,US_MN_27017,92.28,,,20,22,,,-71,
2020-05-25,US_MN_27019,1.2,,,-22,-13,,,-84,22
2020-05-25,US_MN_27021,233.63,,,,,,,-68,
2020-05-25,US_MN_27023,,,,,,,,-73,
2020-05-25,US_MN_27025,91.95,,,-7,35,,,-79,
2020-05-25,US_MN_27027,18.58,,,-10,4,,,-77,16
2020-05-25,US_MN_27029,,,,,,,,-75,
2020-05-25,US_MN_27031,,,,,,,,-55,
2020-05-25,US_MN_27033,,,,,,,,-74,
2020-05-25,US_MN_27035,186.97,,,-1,26,,,-71,15
2020-05-25,US_MN_27037,-13.55,,,-21,-6,160,-51,-80,22
2020-05-25,US_MN_27039,24.98,,,,,,,-80,
2020-05-25,US_MN_27041,85.84,,,-5,20,,,-74,
2020-05-25,US_MN_27043,,,,,,,,-70,
2020-05-25,US_MN_27045,51.1,,,,,,,-73,
2020-05-25,US_MN_27047,40.08,,,-10,-2,,-14,-75,
2020-05-25,US_MN_27049,57.77,,,-13,-5,,,-77,
2020-05-25,US_MN_27051,,,,,,,,-75,
2020-05-25,US_MN_27053,-28.91,,,-43,-19,125,-70,-81,23
2020-05-25,US_MN_27055,,,,,,,,-75,
2020-05-25,US_MN_27057,191.65,,,,,,,-68,
2020-05-25,US_MN_27059,86.65,,,-9,7,,,-77,
2020-05-25,US_MN_27061,126.56,,,-16,,,,-69,
2020-05-25,US_MN_27063,,,,,,,,-77,
2020-05-25,US_MN_27065,,,,,,,,-74,
2020-05-25,US_MN_27067,45.07,,,-13,,,,-72,
2020-05-25,US_MN_27071,,,,,,,,-54,
2020-05-25,US_MN_27073,,,,,,,,-70,
2020-05-25,US_MN_27075,,,,,,,,-67,
2020-05-25,US_MN_27079,55.33,,,,,,,-79,
2020-05-25,US_MN_27083,35.65,,,-22,,,,-76,
2020-05-25,US_MN_27085,26.78,,,-16,,,,-78,
2020-05-25,US_MN_27089,,,,,,,,-74,
2020-05-25,US_MN_27091,49.57,,,,,,,-73,
2020-05-25,US_MN_27093,84.22,,,,,,,-76,
2020-05-25,US_MN_27095,239.93,,,,,,,-72,
2020-05-25,US_MN_27097,233.66,,,,,,,-74,
2020-05-25,US_MN_27099,23.75,,,-19,-1,,,-74,
2020-05-25,US_MN_27101,,,,,,,,-70,
2020-05-25,US_MN_27103,13.79,,,-32,,,,-79,
2020-05-25,US_MN_27105,50.58,,,,,,-10,-77,
2020-05-25,US_MN_27107,,,,,,,,-67,
2020-05-25,US_MN_27109,5.37,,,-33,2,,-52,-76,21
2020-05-25,US_MN_27111,133.45,,,2,50,,,-73,
2020-05-25,US_MN_27113,,,,,,,,-76,
2020-05-25,US_MN_27115,345.41,,,9,,,,-72,
2020-05-25,US_MN_27117,,,,,,,,-70,
2020-05-25,US_MN_27119,32.12,,,,,,,-73,
2020-05-25,US_MN_27121,,,,,,,,-77,
2020-05-25,US_MN_27123,-23.94,,,-38,-7,117,-32,-77,21
2020-05-25,US_MN_27127,27.98,,,,,,,-77,
2020-05-25,US_MN_27129,,,,,,,,-70,
2020-05-25,US_MN_27131,12.65,,,-32,-10,,,-75,20
2020-05-25,US_MN_27133,,,,,,,,-77,
2020-05-25,US_MN_27135,,,,,,,,-83,
2020-05-25,US_MN_27137,33.4,,,-26,-5,,-53,-71,16
2020-05-25,US_MN_27139,-6.15,,,-20,-4,,,-82,23
2020-05-25,US_MN_27141,62.76,,,5,20,,,-81,18
2020-05-25,US_MN_27143,,,,,,,,-74,
2020-05-25,US_MN_27145,25.02,,,-22,-2,,-24,-77,18
2020-05-25,US_MN_27147,31.6,,,-9,6,,-75,-79,
2020-05-25,US_MN_27149,,,,,,,,-72,
2020-05-25,US_MN_27151,,,,,,,,-73,
2020-05-25,US_MN_27153,124.81,,,,,,,-76,
2020-05-25,US_MN_27157,110.32,,,,,,,-76,
2020-05-25,US_MN_27159,,,,,,,,-71,
2020-05-25,US_MN_27161,27.3,,,,,,,-77,
2020-05-25,US_MN_27163,-3.63,,,-18,-7,,-17,-79,21
2020-05-25,US_MN_27165,,,,,,,,-78,
2020-05-25,US_MN_27167,,,,,,,,-75,
2020-05-25,US_MN_27169,23.69,,,-9,26,,-46,-79,
2020-05-25,US_MN_27171,36.82,,,-7,8,,,-81,20
2020-05-25,US_MN_27173,,,,,,,,-70,
2020-05-25,US_MO,7.3,,,-16,1,90,-31,-72,19
2020-05-25,US_MO_29001,12.06,,,-21,,,,-71,
2020-05-25,US_MO_29003,62.03,,,,,,,-72,
2020-05-25,US_MO_29007,48.07,,,,13,,,-67,
2020-05-25,US_MO_29009,102.43,,,-1,4,,,-59,
2020-05-25,US_MO_29011,,,,,,,,-63,
2020-05-25,US_MO_29013,80.46,,,,,,,-65,
2020-05-25,US_MO_29015,,,,,,,,-55,
2020-05-25,US_MO_29017,,,,,,,,-66,
2020-05-25,US_MO_29019,12.93,,,-26,-10,90,-46,-73,19
2020-05-25,US_MO_29021,16.13,,,-13,17,,-3,-67,17
2020-05-25,US_MO_29023,9.31,,,1,5,,24,-62,
2020-05-25,US_MO_29025,,,,,,,,-73,
2020-05-25,US_MO_29027,71.3,,,-4,,,,-70,
2020-05-25,US_MO_29029,589.34,,,51,,,,-57,
2020-05-25,US_MO_29031,27.58,,,-16,2,,,-67,16
2020-05-25,US_MO_29033,,,,,,,,-70,
2020-05-25,US_MO_29037,34.06,,,3,7,13,6,-74,19
2020-05-25,US_MO_29039,,,,,,,,-60,
2020-05-25,US_MO_29041,,,,,,,,-64,
2020-05-25,US_MO_29043,54.07,,,-5,1,,,-72,19
2020-05-25,US_MO_29045,,,,,,,,-70,
2020-05-25,US_MO_29047,-6.11,,,-16,-2,,-45,-76,21
2020-05-25,US_MO_29049,33.01,,,,,,,-69,
2020-05-25,US_MO_29051,26.83,,,-8,-6,,,-76,18
2020-05-25,US_MO_29053,44.42,,,,,,2,-68,
2020-05-25,US_MO_29055,309.55,,,,,,,-64,
2020-05-25,US_MO_29057,,,,,,,,-63,
2020-05-25,US_MO_29059,,,,,,,,-64,
2020-05-25,US_MO_29061,,,,,,,,-65,
2020-05-25,US_MO_29063,,,,,,,,-64,
2020-05-25,US_MO_29065,,,,,,,,-52,
2020-05-25,US_MO_29067,,,,,,,,-60,
2020-05-25,US_MO_29069,-1.98,,,-3,-5,,,-58,
2020-05-25,US_MO_29071,59.21,,,-1,2,,-2,-73,18
2020-05-25,US_MO_29073,,,,,,,,-74,
2020-05-25,US_MO_29075,,,,,,,,-66,
2020-05-25,US_MO_29077,3.61,,,-13,-9,18,-32,-70,18
2020-05-25,US_MO_29079,,,,,,,,-69,
2020-05-25,US_MO_29081,,,,,,,-13,-64,
2020-05-25,US_MO_29083,213.75,,,12,20,,,-64,
2020-05-25,US_MO_29085,,,,,,,,-48,
2020-05-25,US_MO_29089,,,,,,,,-74,
2020-05-25,US_MO_29091,51.61,,,-18,-13,,31,-67,
2020-05-25,US_MO_29093,,,,,,,,-58,
2020-05-25,US_MO_29095,-9.84,,,-23,-5,38,-33,-72,19
2020-05-25,US_MO_29097,22.38,,,0,2,10,7,-67,17
2020-05-25,US_MO_29099,8,,,-4,6,,-32,-76,19
2020-05-25,US_MO_29101,27.34,,,-12,-9,,,-71,
2020-05-25,US_MO_29105,74.3,,,14,26,,,-74,
2020-05-25,US_MO_29107,41.92,,,,,,3,-69,
2020-05-25,US_MO_29109,54.49,,,7,,,-14,-64,
2020-05-25,US_MO_29111,,,,,,,,-70,
2020-05-25,US_MO_29113,18.39,,,-20,-2,,,-76,19
2020-05-25,US_MO_29115,,,,,,,,-59,
2020-05-25,US_MO_29117,,,,,,,,-60,
2020-05-25,US_MO_29119,103.37,,,,,,,-65,
2020-05-25,US_MO_29121,,,,,,,-20,-65,
2020-05-25,US_MO_29123,,,,,,,,-61,
2020-05-25,US_MO_29125,,,,,,,,-72,
2020-05-25,US_MO_29127,64.32,,,22,,,,-66,
2020-05-25,US_MO_29131,356.78,,,,,,,-60,
2020-05-25,US_MO_29133,,,,,,,-4,-54,
2020-05-25,US_MO_29135,,,,,,,,-73,
2020-05-25,US_MO_29137,,,,,,,,-66,
2020-05-25,US_MO_29139,95.93,,,,,,,-64,
2020-05-25,US_MO_29141,,,,,,,,-57,
2020-05-25,US_MO_29143,36.64,,,9,,,-10,-55,
2020-05-25,US_MO_29145,27.13,,,-1,15,,0,-67,16
2020-05-25,US_MO_29147,-16.82,,,,,,,-68,
2020-05-25,US_MO_29149,,,,,,,,-54,
2020-05-25,US_MO_29151,,,,,,,,-82,
2020-05-25,US_MO_29153,,,,,,,,-63,
2020-05-25,US_MO_29155,44.43,,,,,,-14,-49,
2020-05-25,US_MO_29157,7.26,,,,,,,-71,
2020-05-25,US_MO_29159,102.81,,,5,3,,,-67,
2020-05-25,US_MO_29161,80.9,,,-3,8,,-2,-62,
2020-05-25,US_MO_29163,,,,,,,,-68,
2020-05-25,US_MO_29165,-15.85,,,-26,14,,-74,-78,22
2020-05-25,US_MO_29167,45.7,,,-11,,-62,,-63,
2020-05-25,US_MO_29169,31.52,,,-8,4,,,-66,
2020-05-25,US_MO_29171,,,,,,,,-64,
2020-05-25,US_MO_29173,,,,,,,-4,-68,
2020-05-25,US_MO_29175,16.06,,,-4,,,,-64,
2020-05-25,US_MO_29177,6.78,,,,,,,-69,
2020-05-25,US_MO_29181,,,,,,,,-64,
2020-05-25,US_MO_29183,1.74,,,-17,-6,92,-22,-80,22
2020-05-25,US_MO_29185,34.46,,,,,,,-61,
2020-05-25,US_MO_29186,47.51,,,,,,-4,-71,
2020-05-25,US_MO_29187,41.89,,,3,21,,,-61,13
2020-05-25,US_MO_29189,-20.16,,,-34,-11,107,-58,-76,22
2020-05-25,US_MO_29195,43.52,,,,,,,-70,
2020-05-25,US_MO_29201,30.89,,,,7,,-41,-64,
2020-05-25,US_MO_29203,,,,,,,,-55,
2020-05-25,US_MO_29205,,,,,,,,-63,
2020-05-25,US_MO_29207,31.3,,,,,,,-60,
2020-05-25,US_MO_29209,291.68,,,9,,,,-57,
2020-05-25,US_MO_29213,173.71,,,31,31,21,,-54,12
2020-05-25,US_MO_29215,,,,,,,,-59,
2020-05-25,US_MO_29217,60.58,,,,,,11,-63,
2020-05-25,US_MO_29219,58.74,,,-8,2,,0,-72,
2020-05-25,US_MO_29221,,,,,,,,-65,
2020-05-25,US_MO_29223,,,,,,,,-61,
2020-05-25,US_MO_29225,59.18,,,8,7,,,-69,
2020-05-25,US_MO_29229,,,,,,,,-57,
2020-05-25,US_MO_29510,,,,-41,-8,30,-45,-72,19
2020-05-25,US_MS,24.62,,,-16,-2,48,-18,-63,17
2020-05-25,US_MS_28001,21.45,,,-24,-22,,,-54,
2020-05-25,US_MS_28003,37.7,,,-6,-10,,,-70,
2020-05-25,US_MS_28005,,,,,,,,-55,
2020-05-25,US_MS_28007,21.81,,,,,,,-57,
2020-05-25,US_MS_28009,,,,,,,,-63,
2020-05-25,US_MS_28011,-17.25,,,-32,,,,-59,
2020-05-25,US_MS_28013,,,,,,,,-67,
2020-05-25,US_MS_28015,,,,,,,,-62,
2020-05-25,US_MS_28017,30.27,,,,,,,-68,
2020-05-25,US_MS_28021,,,,,,,,-57,
2020-05-25,US_MS_28023,101.22,,,,,,,-62,
2020-05-25,US_MS_28025,46.63,,,,,,-8,-59,
2020-05-25,US_MS_28027,8.32,,,,,,,-51,
2020-05-25,US_MS_28029,21.19,,,,,,,-56,
2020-05-25,US_MS_28031,92.25,,,,,,,-61,
2020-05-25,US_MS_28033,12.8,,,-14,1,,-28,-72,21
2020-05-25,US_MS_28035,27.99,,,-24,0,,-11,-61,15
2020-05-25,US_MS_28039,73.35,,,,,,,-49,
2020-05-25,US_MS_28041,,,,,,,,-51,
2020-05-25,US_MS_28043,30.8,,,-15,-10,,,-64,
2020-05-25,US_MS_28045,95.25,,,-1,10,,,-60,
2020-05-25,US_MS_28047,60.86,,,-3,2,91,-21,-58,15
2020-05-25,US_MS_28049,-3,,,-22,-4,-1,-7,-64,18
2020-05-25,US_MS_28051,13.53,,,,,,,-64,
2020-05-25,US_MS_28053,,,,,,,,-60,
2020-05-25,US_MS_28057,42.73,,,,,,,-71,
2020-05-25,US_MS_28059,59.92,,,-10,1,36,22,-57,15
2020-05-25,US_MS_28061,16.71,,,,,,,-63,
2020-05-25,US_MS_28063,,,,,,,,-59,
2020-05-25,US_MS_28065,,,,,,,,-64,
2020-05-25,US_MS_28067,27.89,,,-19,-6,,,-63,
2020-05-25,US_MS_28071,9.76,,,-38,-15,,,-63,
2020-05-25,US_MS_28073,27.66,,,-21,-10,,-38,-63,
2020-05-25,US_MS_28075,29.72,,,-26,-16,4,-14,-62,17
2020-05-25,US_MS_28077,,,,,,,,-60,
2020-05-25,US_MS_28079,-5.88,,,,,,,-61,
2020-05-25,US_MS_28081,14.55,,,-22,-3,,-20,-70,18
2020-05-25,US_MS_28083,3.26,,,-33,,,,-56,
2020-05-25,US_MS_28085,15.49,,,-21,,,,-57,
2020-05-25,US_MS_28087,11.22,,,-28,9,,-47,-62,
2020-05-25,US_MS_28089,11.51,,,-20,-4,,-40,-73,
2020-05-25,US_MS_28091,53.45,,,,,,,-53,
2020-05-25,US_MS_28093,35.34,,,,,,,-70,
2020-05-25,US_MS_28095,21.72,,,,20,,,-68,
