date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-05-22,AE,-42.63,,-42.68,-59,-27,-81,-69,-33,21
2020-05-22,AF,,,,-9,40,-12,-22,9,8
2020-05-22,AG,,,,-35,-20,-18,-48,-37,22
2020-05-22,AL,-34.66,,-31.51,,,,,,
2020-05-22,AO,,,,-37,-19,-22,-49,-24,22
2020-05-22,AR,-52.48,,-68.01,-70,-22,-88,-55,-33,22
2020-05-22,AR_A,,,,-58,-19,-80,-22,-14,15
2020-05-22,AR_C,,,,-72,-23,-91,-53,-38,23
2020-05-22,AR_D,,,,-69,-24,-91,-74,-18,18
2020-05-22,AR_E,,,,-73,-29,-93,-71,-22,20
2020-05-22,AR_F,,,,-65,-9,-93,-54,-18,17
2020-05-22,AR_G,,,,-69,-20,-78,-68,-20,17
2020-05-22,AR_H,,,,-74,-27,-91,-75,-32,21
2020-05-22,AR_J,,,,-61,-5,-87,-69,-9,17
2020-05-22,AR_K,,,,-57,-2,-89,-34,-5,16
2020-05-22,AR_L,,,,-65,-11,-85,-36,-12,16
2020-05-22,AR_M,,,,-64,-19,-88,-37,-21,21
2020-05-22,AR_N,,,,-65,-31,-84,-79,-18,17
2020-05-22,AR_P,,,,-78,-25,-85,,-17,16
2020-05-22,AR_Q,,,,-65,-23,-85,-45,-27,24
2020-05-22,AR_R,,,,-73,-33,-86,-87,-28,23
2020-05-22,AR_S,,,,-68,-20,-93,-31,-24,20
2020-05-22,AR_T,,,,-63,-10,-72,-79,-19,16
2020-05-22,AR_U,,,,-62,-18,-84,-72,-21,19
2020-05-22,AR_V,,,,-68,-30,-80,-78,-27,23
2020-05-22,AR_W,,,,-72,-37,-88,-76,-23,19
2020-05-22,AR_X,,,,-71,-28,-89,-76,-31,22
2020-05-22,AR_Y,,,,-58,-18,-77,-64,-10,15
2020-05-22,AR_Z,,,,-62,-13,-79,-80,-17,19
2020-05-22,AT,-4.65,,-23.96,-20,2,28,-38,-44,10
2020-05-22,AT_11,22.38,,,-4,6,109,,-40,11
2020-05-22,AT_12,10.82,,,1,10,90,-45,-42,11
2020-05-22,AT_13,,,,-24,-2,31,-37,-46,11
2020-05-22,AT_21,17.22,,,-9,6,48,-32,-41,9
2020-05-22,AT_22,2.66,,,-12,4,46,-38,-43,10
2020-05-22,AT_31,7.41,,,-14,7,99,-32,-46,10
2020-05-22,AT_32,-29.53,,,-41,-10,-23,-50,-45,9
2020-05-22,AT_33,-43.1,,,-44,-13,-20,-48,-45,9
2020-05-22,AT_34,-15.35,,,-19,3,-19,-46,-47,11
2020-05-22,AU,-17.49,-63.44,-37.71,-25,5,-33,-49,-23,14
2020-05-22,AU_ACT,-9.06,,,-29,-2,-2,-46,-28,18
2020-05-22,AU_NSW,-10.64,,,-29,2,-41,-50,-27,16
2020-05-22,AU_NT,0.09,,,-1,30,5,-26,11,4
2020-05-22,AU_QLD,-18.17,,,-21,3,-23,-48,-17,11
2020-05-22,AU_SA,-18.92,,,-22,7,-43,-40,-11,10
2020-05-22,AU_TAS,-56.63,,,-32,-11,-49,-51,-17,13
2020-05-22,AU_VIC,-26.42,,,-30,1,-38,-60,-35,18
2020-05-22,AU_WA,-0.94,,,-15,9,-16,-42,-9,9
2020-05-22,AW,,,,-36,8,-19,-50,-47,21
2020-05-22,BA,,,,-13,11,28,-18,-15,5
2020-05-22,BB,,,,-47,-30,-33,-59,-45,24
2020-05-22,BD,,,,-52,-24,-35,-48,-10,12
2020-05-22,BE,-9.37,-52.54,-14.7,-38,5,-5,-49,-62,23
2020-05-22,BF,,,,-6,8,-2,-14,-2,5
2020-05-22,BG,-9.03,,-18.84,-19,-1,14,-27,-26,6
2020-05-22,BH,,,,-41,-14,-51,-40,-20,18
2020-05-22,BJ,,,,-12,-1,-4,-19,-5,6
2020-05-22,BO,,,,-69,-50,-61,-70,-55,32
2020-05-22,BR,-27.13,-74.03,-45.49,-52,-6,-49,-47,-28,17
2020-05-22,BR_AC,,,,-60,-13,-48,-68,-29,17
2020-05-22,BR_AL,-38.74,,,-60,-18,-61,-57,-33,17
2020-05-22,BR_AM,30.62,,,-47,0,-44,-31,-29,15
2020-05-22,BR_AP,,,,-78,-21,-59,-69,-54,22
2020-05-22,BR_BA,-41.49,,,-56,-13,-57,-57,-29,18
2020-05-22,BR_CE,-39.38,,,-69,-18,-80,-61,-44,21
2020-05-22,BR_DF,6.15,,,-51,8,-55,-35,-32,20
2020-05-22,BR_ES,-25.91,,,-51,-3,-72,-48,-20,15
2020-05-22,BR_GO,14.66,,,-46,7,-20,-22,-15,14
2020-05-22,BR_MA,-14.86,,,-55,-5,-41,-59,-32,18
2020-05-22,BR_MG,-14.23,,,-40,7,-26,-33,-17,13
2020-05-22,BR_MS,-3.29,,,-33,-3,-37,-35,-7,11
2020-05-22,BR_MT,30.6,,,-30,3,-26,-33,-7,10
2020-05-22,BR_PA,-18.62,,,-59,-15,-52,-59,-36,20
2020-05-22,BR_PB,-32,,,-66,-13,-62,-58,-35,18
2020-05-22,BR_PE,-41.71,,,-65,-16,-55,-50,-39,19
2020-05-22,BR_PI,-23.12,,,-71,-29,-39,-75,-44,23
2020-05-22,BR_PR,-21.06,,,-45,-10,-53,-41,-15,15
2020-05-22,BR_RJ,-46.58,,,-56,-8,-62,-51,-37,20
2020-05-22,BR_RN,-25.86,,,-59,-20,-66,-50,-28,17
2020-05-22,BR_RO,13.52,,,-34,3,-22,-55,-9,12
2020-05-22,BR_RR,36.52,,,-48,-4,-47,-55,-21,16
2020-05-22,BR_RS,-24.5,,,-43,-6,-54,-42,-21,16
2020-05-22,BR_SC,-36.57,,,-40,-16,-72,-63,-15,14
2020-05-22,BR_SE,-38.75,,,-69,-38,-59,-74,-54,21
2020-05-22,BR_SP,-33.53,,,-56,-5,-39,-51,-35,19
2020-05-22,BR_TO,10.61,,,-44,-9,-29,-56,-18,15
2020-05-22,BS,,,,-33,12,-19,-73,-41,19
2020-05-22,BW,,,,-12,1,-2,-35,-24,21
2020-05-22,BY,,,,-13,3,12,-16,-19,6
2020-05-22,BZ,,,,-37,-14,-25,-50,-35,17
2020-05-22,CA,9.68,-68.34,5.96,-34,-5,63,-54,-46,18
2020-05-22,CA_AB,12.13,,,-33,-1,-24,-62,-43,19
2020-05-22,CA_BC,5.22,,,-32,-2,66,-50,-42,15
2020-05-22,CA_MB,44.05,,,-18,6,78,-47,-38,13
2020-05-22,CA_NB,55.15,,,-16,-4,138,-24,-38,12
2020-05-22,CA_NL,34.84,,,-28,-7,62,-57,-26,15
2020-05-22,CA_NS,35.61,,,-28,-7,168,-49,-47,15
2020-05-22,CA_NT,-6.22,,,-37,,,-46,-38,
2020-05-22,CA_NU,,,,,,,,-21,
2020-05-22,CA_ON,3.08,,,-38,-8,68,-56,-52,20
2020-05-22,CA_PE,59.36,,,-23,-3,,,-37,12
2020-05-22,CA_QC,10.44,,,-37,-7,94,-54,-44,17
2020-05-22,CA_SK,44.65,,,-21,8,83,-36,-37,12
2020-05-22,CA_YT,32.82,,,-36,,,,-30,
2020-05-22,CH,13.01,-39.64,18.13,-18,18,54,-29,-53,15
2020-05-22,CH_AG,13.47,,,-4,24,50,-25,-52,16
2020-05-22,CH_AI,,,,,,,,-49,
2020-05-22,CH_AR,24.79,,,,,,-9,-50,
2020-05-22,CH_BE,36.51,,,-15,23,86,-24,-53,14
2020-05-22,CH_BL,0.45,,,-11,27,,-33,-57,16
2020-05-22,CH_BS,-20.19,,,,,,,,
2020-05-22,CH_FR,26.82,,,-15,22,141,-29,-52,16
2020-05-22,CH_GE,-27.58,,,-36,5,-8,-55,-48,17
2020-05-22,CH_GL,61.4,,,,,,26,-49,
2020-05-22,CH_GR,47.79,,,-31,26,81,-29,-51,10
2020-05-22,CH_JU,34.89,,,-18,28,,-8,-61,
2020-05-22,CH_LU,23.43,,,-6,21,-3,-19,-45,14
2020-05-22,CH_NE,31.67,,,-13,13,,-14,-64,16
2020-05-22,CH_NW,64.13,,,,,,-9,-50,
2020-05-22,CH_OW,89.64,,,,,,6,-48,
2020-05-22,CH_SG,20.84,,,0,31,143,-14,-53,14
2020-05-22,CH_SH,25.72,,,10,,,-21,-54,
2020-05-22,CH_SO,14.41,,,-5,31,,-30,-50,15
2020-05-22,CH_SZ,38.23,,,5,34,,6,-49,14
2020-05-22,CH_TG,20.63,,,-5,36,89,-8,-50,14
2020-05-22,CH_TI,35.76,,,-14,21,60,-14,-40,13
2020-05-22,CH_UR,,,,,,,-12,-47,
2020-05-22,CH_VD,4.98,,,-17,8,76,-34,-58,17
2020-05-22,CH_VS,33.82,,,-21,18,46,-26,-49,12
2020-05-22,CH_ZG,0.47,,,-20,17,,-33,-55,16
2020-05-22,CH_ZH,6,,,-25,16,-4,-43,-57,18
2020-05-22,CI,,,,-15,1,-9,-17,-12,10
2020-05-22,CL,-59.19,,-70.35,-64,-40,-64,-66,-51,31
2020-05-22,CL_AI,,,,-50,-24,-54,-70,-22,17
2020-05-22,CL_AN,-20.39,,,-62,-49,-71,-64,-42,26
2020-05-22,CL_AP,,,,-46,-31,-64,-53,-29,21
2020-05-22,CL_AR,-66.22,,,-59,-42,-60,-63,-37,27
2020-05-22,CL_AT,,,,-46,-29,-52,-66,-27,24
2020-05-22,CL_BI,-50.19,,,-57,-34,-59,-56,-36,26
2020-05-22,CL_CO,-53.76,,,-60,-40,-70,-66,-35,23
2020-05-22,CL_LI,-60.72,,,-48,-32,-53,-50,-31,24
2020-05-22,CL_LL,-60.06,,,-53,-39,-58,-55,-30,24
2020-05-22,CL_LR,-69.17,,,-60,-38,-67,-64,-35,26
2020-05-22,CL_MA,-52.07,,,-57,-39,-54,-76,-32,16
2020-05-22,CL_ML,-54.41,,,-48,-32,-51,-49,-28,24
2020-05-22,CL_NB,,,,-48,-39,-46,-76,-52,19
2020-05-22,CL_RM,-61.03,,,-73,-42,-69,-71,-64,38
2020-05-22,CL_TA,-59.07,,,-81,-59,-83,-64,-54,34
2020-05-22,CL_VS,-70.7,,,-60,-43,-66,-57,-38,25
2020-05-22,CM,,,,-15,-11,-18,-15,-14,11
2020-05-22,CO,-45.22,,-38.62,-61,-34,-51,-58,-42,26
2020-05-22,CO_05,,,,-60,-37,-49,-59,-40,24
2020-05-22,CO_08,,,,-66,-39,-57,-73,-47,25
2020-05-22,CO_11,,,,-63,-30,-46,-59,-52,33
2020-05-22,CO_13,,,,-72,-48,-70,-82,-51,24
2020-05-22,CO_15,,,,-62,-36,-58,-58,-33,24
2020-05-22,CO_17,,,,-62,-35,-50,-81,-38,23
2020-05-22,CO_18,,,,-55,-35,-46,,-27,21
2020-05-22,CO_19,,,,-59,-33,-46,-53,-32,20
2020-05-22,CO_20,,,,-60,-38,-45,-73,-30,19
2020-05-22,CO_23,,,,-63,-40,-41,-49,-34,20
2020-05-22,CO_25,,,,-60,-36,-51,-51,-37,28
2020-05-22,CO_27,,,,-53,-26,-26,-59,-24,15
2020-05-22,CO_41,,,,-55,-32,-49,,-30,19
2020-05-22,CO_44,,,,-59,-31,-54,-59,-29,18
2020-05-22,CO_47,,,,-66,-44,-68,-80,-37,19
2020-05-22,CO_50,,,,-63,-43,-44,-46,-33,23
2020-05-22,CO_52,,,,-66,-44,-52,-57,-39,23
2020-05-22,CO_54,,,,-61,-33,-52,-70,-33,21
2020-05-22,CO_63,,,,-64,-38,-61,-81,-37,21
2020-05-22,CO_66,,,,-61,-32,-57,-76,-40,23
2020-05-22,CO_68,,,,-59,-30,-49,-54,-39,22
2020-05-22,CO_70,,,,-64,-33,-51,-88,-21,19
2020-05-22,CO_73,,,,-63,-42,-48,-80,-37,23
2020-05-22,CO_76,,,,-58,-35,-50,-52,-39,22
2020-05-22,CO_81,,,,-51,-11,-41,-43,-21,
2020-05-22,CO_85,,,,-61,-39,-46,-57,-25,23
2020-05-22,CO_86,,,,-47,-28,-29,-58,-13,17
2020-05-22,CO_88,,,,-74,-51,-75,-76,-44,
2020-05-22,CO_91,,,,,,-68,,-41,
2020-05-22,CO_95,,,,,-30,-45,,-19,
2020-05-22,CO_99,,,,,,-22,,,
2020-05-22,CR,,,,-35,-19,-45,-43,-28,16
2020-05-22,CV,,,,-49,-29,-47,-67,-40,19
2020-05-22,CZ,8.29,-49.38,-39.58,-24,3,-6,-17,-23,7
2020-05-22,CZ_10,,,,-39,-3,-29,-29,-33,8
2020-05-22,CZ_20,34.25,,,-7,6,21,8,-22,8
2020-05-22,CZ_31,56.47,,,-16,3,-3,-16,-21,6
2020-05-22,CZ_32,37.73,,,-22,-2,4,-6,-23,8
2020-05-22,CZ_41,-3.96,,,-33,2,-32,-26,-23,7
2020-05-22,CZ_42,41.9,,,-25,9,-4,-6,-18,6
2020-05-22,CZ_51,41.19,,,-16,12,-22,-14,-20,7
2020-05-22,CZ_52,35.01,,,-19,0,20,-27,-18,6
2020-05-22,CZ_53,47.86,,,-25,4,-8,-31,-18,7
2020-05-22,CZ_63,51.78,,,-16,4,13,-4,-21,7
2020-05-22,CZ_64,11.73,,,-20,5,5,-4,-24,7
2020-05-22,CZ_71,38.24,,,-13,7,49,-26,-18,6
2020-05-22,CZ_72,29.59,,,-11,-1,45,-24,-20,7
2020-05-22,CZ_80,27.75,,,-16,3,-3,-18,-19,5
2020-05-22,DE,2.01,-31.45,-0.01,-19,1,68,-40,-51,14
2020-05-22,DE_BB,16.14,,,-10,3,121,-31,-52,13
2020-05-22,DE_BE,,,,-35,-4,14,-46,-53,14
2020-05-22,DE_BW,-0.13,,,-19,3,80,-38,-54,15
2020-05-22,DE_BY,2.22,,,-22,2,53,-40,-47,13
2020-05-22,DE_HB,-7.44,,,-28,-3,15,-48,-52,15
2020-05-22,DE_HE,-0.11,,,-19,0,68,-50,-50,14
2020-05-22,DE_HH,,,,-34,-3,17,-49,-54,15
2020-05-22,DE_MV,30.12,,,-18,-2,100,-31,-49,11
2020-05-22,DE_NI,14.19,,,-17,0,101,-38,-54,15
2020-05-22,DE_NW,-3.66,,,-19,3,50,-42,-49,14
2020-05-22,DE_RP,17.68,,,-11,7,108,-42,-50,14
2020-05-22,DE_SH,33.8,,,-9,7,222,-33,-51,14
2020-05-22,DE_SL,15.67,,,-18,1,58,-44,-46,13
2020-05-22,DE_SN,5.77,,,-14,-4,87,-32,-53,12
2020-05-22,DE_ST,9.05,,,-18,-6,71,-38,-51,12
2020-05-22,DE_TH,20.38,,,-18,-8,90,-30,-56,13
2020-05-22,DK,18.69,-41.24,9.97,-7,2,144,-44,-60,14
2020-05-22,DO,,,,-49,-31,-45,-65,-47,23
2020-05-22,EC,,,,-60,-39,-56,-64,-58,32
2020-05-22,EE,44.69,-21.48,21.94,-16,0,76,-15,-32,7
2020-05-22,EG,-44.27,,-48.86,-42,18,-25,-32,-9,11
2020-05-22,ES,-46.24,-77.44,-61.81,-60,-19,-14,-53,-46,20
2020-05-22,ES_AN,-40.15,,,-55,-21,-21,-54,-41,16
2020-05-22,ES_AR,-27.19,,,-54,-14,16,-46,-41,17
2020-05-22,ES_AS,-9.03,,,-51,-12,23,-48,-40,14
2020-05-22,ES_CB,-15.65,,,-55,-15,13,-45,-40,17
2020-05-22,ES_CE,,,,-61,-30,-43,,-38,
2020-05-22,ES_CL,-45.16,,,-71,-27,-17,-57,-45,21
2020-05-22,ES_CM,-32.9,,,-57,-21,-20,-56,-41,18
2020-05-22,ES_CN,-61.3,,,-63,-26,-48,-59,-47,19
2020-05-22,ES_CT,-55.29,,,-62,-17,-15,-51,-51,24
2020-05-22,ES_EX,-30.31,,,-56,-19,-12,-43,-37,13
2020-05-22,ES_GA,-22.44,,,-57,-13,-10,-51,-41,18
2020-05-22,ES_IB,-21.56,,,-44,-12,0,-53,-36,14
2020-05-22,ES_MC,-14.78,,,-52,-13,-11,-37,-35,14
2020-05-22,ES_MD,-59.32,,,-76,-26,-28,-64,-61,30
2020-05-22,ES_ML,,,,-51,-21,-17,-70,-42,18
2020-05-22,ES_NC,-25.35,,,-52,-5,8,-57,-39,16
2020-05-22,ES_PV,-31.92,,,-55,-10,21,-37,-44,19
2020-05-22,ES_RI,-26.25,,,-52,-17,-4,-51,-37,14
2020-05-22,ES_VC,-29.44,,,-53,-18,-14,-51,-42,16
2020-05-22,FI,34.41,-37.74,7.93,-29,-1,157,-41,-45,9
2020-05-22,FJ,,,,-19,-8,-14,-22,-11,15
2020-05-22,FR,-8.88,-48.68,-39.71,-39,1,12,-54,-57,20
2020-05-22,FR_ARA,,,,-41,0,28,-56,-58,19
2020-05-22,FR_BFC,,,,-35,0,36,-56,-54,18
2020-05-22,FR_BRE,21.15,,,-35,7,43,-50,-53,19
2020-05-22,FR_COR,-10.04,,,-31,-3,14,-47,-41,13
2020-05-22,FR_CVL,,,,-34,3,13,-60,-57,20
2020-05-22,FR_GES,,,,-37,1,10,-56,-54,19
2020-05-22,FR_HDF,,,,-34,-2,13,-57,-55,20
2020-05-22,FR_IDF,-37.22,,,-51,0,-46,-57,-65,26
2020-05-22,FR_NAQ,,,,-34,2,33,-52,-51,18
2020-05-22,FR_NOR,,,,-32,3,28,-60,-54,20
2020-05-22,FR_OCC,,,,-34,3,25,-51,-55,17
2020-05-22,FR_PAC,13.01,,,-32,3,39,-46,-51,16
2020-05-22,FR_PDL,8.98,,,-35,5,38,-58,-58,20
2020-05-22,GA,,,,-29,-19,-16,-36,-21,21
2020-05-22,GB,-28.09,-74.13,-35.3,-66,-18,14,-59,-58,24
2020-05-22,GB_ENG,-27.75,,,,,,,,
2020-05-22,GB_ENG_E06000001,,,,-60,-17,,-38,-47,20
2020-05-22,GB_ENG_E06000002,,,,-63,-14,,-61,-48,19
2020-05-22,GB_ENG_E06000003,,,,-63,-14,,-26,-50,20
2020-05-22,GB_ENG_E06000004,,,,-62,-19,4,-22,-51,21
2020-05-22,GB_ENG_E06000005,,,,-63,-19,,-58,-53,22
2020-05-22,GB_ENG_E06000006,,,,-58,-18,,-44,-53,22
2020-05-22,GB_ENG_E06000007,,,,-63,-19,,-57,-58,23
2020-05-22,GB_ENG_E06000008,,,,-62,-15,,-49,-53,21
2020-05-22,GB_ENG_E06000009,,,,-70,-13,,-44,-51,19
2020-05-22,GB_ENG_E06000010,,,,-58,-16,7,-51,-50,19
2020-05-22,GB_ENG_E06000011,,,,-61,-14,9,-30,-52,21
2020-05-22,GB_ENG_E06000012,,,,-58,-15,14,-35,-42,17
2020-05-22,GB_ENG_E06000013,,,,-54,-14,10,-29,-45,18
2020-05-22,GB_ENG_E06000014,,,,-73,-26,-23,-69,-67,26
2020-05-22,GB_ENG_E06000015,,,,-64,-12,48,-70,-56,22
2020-05-22,GB_ENG_E06000016,,,,-64,-15,23,-66,-54,21
2020-05-22,GB_ENG_E06000017,,,,,,,,-56,
2020-05-22,GB_ENG_E06000018,,,,-77,-21,11,-69,-59,22
2020-05-22,GB_ENG_E06000019,,,,-64,-21,17,-32,-46,20
2020-05-22,GB_ENG_E06000021,,,,-62,-14,41,-59,-51,20
2020-05-22,GB_ENG_E06000022,,,,-81,-29,15,-58,-67,26
2020-05-22,GB_ENG_E06000023,,,,-76,-23,62,-74,-66,28
2020-05-22,GB_ENG_E06000024,,,,-62,-21,44,-69,-57,23
2020-05-22,GB_ENG_E06000025,,,,-64,-20,67,-52,-60,25
2020-05-22,GB_ENG_E06000026,,,,-67,-22,27,-52,-56,21
2020-05-22,GB_ENG_E06000027,,,,-67,-15,26,-37,-51,19
2020-05-22,GB_ENG_E06000030,,,,-64,-24,,-60,-59,24
2020-05-22,GB_ENG_E06000031,,,,-54,-15,,-59,-50,20
2020-05-22,GB_ENG_E06000032,,,,-56,-3,,-80,-51,22
2020-05-22,GB_ENG_E06000033,,,,-65,-6,107,-57,-58,23
2020-05-22,GB_ENG_E06000034,,,,-67,-18,6,-50,-53,23
2020-05-22,GB_ENG_E06000035,,,,-59,-8,68,-50,-54,23
2020-05-22,GB_ENG_E06000036,,,,-64,-20,,-56,-63,26
2020-05-22,GB_ENG_E06000037,,,,-71,-21,13,-58,-63,25
2020-05-22,GB_ENG_E06000038,,,,-75,-20,,-77,-66,28
2020-05-22,GB_ENG_E06000039,,,,-51,-14,27,-67,-56,25
2020-05-22,GB_ENG_E06000040,,,,-69,-14,8,-58,-65,27
2020-05-22,GB_ENG_E06000041,,,,-61,-24,,-59,-68,28
2020-05-22,GB_ENG_E06000042,,,,-65,-21,39,-61,-60,25
2020-05-22,GB_ENG_E06000043,,,,-74,-25,11,-64,-67,26
2020-05-22,GB_ENG_E06000044,,,,-69,-20,22,-54,-58,23
2020-05-22,GB_ENG_E06000045,,,,-73,-13,18,-57,-58,23
2020-05-22,GB_ENG_E06000046,,,,-64,-18,4,-52,-51,19
2020-05-22,GB_ENG_E06000047,,,,-59,-17,11,-45,-55,22
2020-05-22,GB_ENG_E06000049,,,,-64,-19,33,-55,-58,24
2020-05-22,GB_ENG_E06000050,,,,-72,-20,14,-57,-60,24
2020-05-22,GB_ENG_E06000051,,,,-63,-17,12,-41,-53,21
2020-05-22,GB_ENG_E06000052,,,,-60,-23,-2,-32,-53,19
2020-05-22,GB_ENG_E06000054,,,,-62,-18,11,-44,-58,23
2020-05-22,GB_ENG_E06000055,,,,-63,-14,,-53,-55,23
2020-05-22,GB_ENG_E06000056,,,,-56,-10,67,-41,-59,25
2020-05-22,GB_ENG_E06000057,,,,-63,-11,-10,-37,-53,21
2020-05-22,GB_ENG_E06000059,,,,-66,-16,30,-42,-57,21
2020-05-22,GB_ENG_E08000003,,,,-65,-19,7,-67,-58,24
2020-05-22,GB_ENG_E09000001,,,,-73,-19,25,-69,-66,29
2020-05-22,GB_ENG_E10000002,,,,-62,-18,36,-54,-61,26
2020-05-22,GB_ENG_E10000003,,,,-70,-18,31,-65,-62,26
2020-05-22,GB_ENG_E10000006,,,,-64,-21,-28,-54,-57,22
2020-05-22,GB_ENG_E10000007,,,,-65,-14,33,-36,-54,22
2020-05-22,GB_ENG_E10000008,,,,-66,-18,17,-44,-54,21
2020-05-22,GB_ENG_E10000011,,,,-63,-17,25,-44,-55,21
2020-05-22,GB_ENG_E10000012,,,,-61,-15,51,-67,-57,23
2020-05-22,GB_ENG_E10000013,,,,-68,-22,18,-46,-56,23
2020-05-22,GB_ENG_E10000014,,,,-66,-17,40,-52,-58,24
2020-05-22,GB_ENG_E10000015,,,,-63,-19,60,-62,-61,26
2020-05-22,GB_ENG_E10000016,,,,-64,-18,40,-48,-56,23
2020-05-22,GB_ENG_E10000017,,,,-62,-15,30,-51,-53,22
2020-05-22,GB_ENG_E10000018,,,,-63,-16,35,-48,-57,23
2020-05-22,GB_ENG_E10000019,,,,-60,-14,3,-44,-50,19
2020-05-22,GB_ENG_E10000020,,,,-64,-16,25,-53,-51,20
2020-05-22,GB_ENG_E10000021,,,,-62,-14,19,-46,-52,22
2020-05-22,GB_ENG_E10000023,,,,-68,-18,-4,-46,-54,22
2020-05-22,GB_ENG_E10000024,,,,-62,-15,20,-40,-55,22
2020-05-22,GB_ENG_E10000025,,,,-69,-20,25,-60,-62,27
2020-05-22,GB_ENG_E10000027,,,,-63,-17,9,-42,-51,20
2020-05-22,GB_ENG_E10000028,,,,-62,-15,28,-46,-54,22
2020-05-22,GB_ENG_E10000029,,,,-63,-16,42,-37,-53,21
2020-05-22,GB_ENG_E10000030,,,,-67,-19,40,-60,-65,26
2020-05-22,GB_ENG_E10000031,,,,-65,-13,32,-50,-59,24
2020-05-22,GB_ENG_E10000032,,,,-62,-16,26,-76,-57,23
2020-05-22,GB_ENG_E10000034,,,,-64,-18,53,-47,-55,22
2020-05-22,GB_NIR,-17.68,,,,,,,,
2020-05-22,GB_NIR_N09000001,,,,-56,-16,,-79,-57,25
2020-05-22,GB_NIR_N09000002,,,,-57,-16,-27,,-49,22
2020-05-22,GB_NIR_N09000003,,,,-66,-21,-37,-64,-63,25
2020-05-22,GB_NIR_N09000004,,,,-64,-8,-36,-54,-50,22
2020-05-22,GB_NIR_N09000005,,,,-57,-6,-59,-51,-51,21
2020-05-22,GB_NIR_N09000006,,,,-62,-12,-38,-53,-45,23
2020-05-22,GB_NIR_N09000007,,,,-61,-20,,-52,-61,26
2020-05-22,GB_NIR_N09000008,,,,-57,-9,,-59,-54,23
2020-05-22,GB_NIR_N09000009,,,,-58,-15,,-45,-45,23
2020-05-22,GB_NIR_N09000010,,,,-58,-8,-22,-40,-51,24
2020-05-22,GB_NIR_N09000011,,,,-56,-14,-35,-67,-59,24
2020-05-22,GB_SCT,-33.65,,,,,,,,
2020-05-22,GB_SCT_S08000016,,,,-67,-26,-37,-45,-55,22
2020-05-22,GB_SCT_S08000017,,,,-62,-20,-40,-58,-50,21
2020-05-22,GB_SCT_S08000022,,,,-67,-29,-40,-59,-58,23
2020-05-22,GB_SCT_S08000025,,,,,,,,-53,
2020-05-22,GB_SCT_S08000026,,,,,,,-45,-51,
2020-05-22,GB_SCT_S08000029,,,,-65,-17,-25,-52,-59,23
2020-05-22,GB_WLS,-32.42,,,,,,,,
2020-05-22,GB_WLS_W11000024,,,,-64,-21,-26,-39,-51,20
2020-05-22,GB_WLS_W11000029,,,,-75,-22,-37,-71,-66,27
2020-05-22,GB_WLS_W11000031,,,,-66,-27,-4,-54,-57,23
2020-05-22,GE,,,,-53,-29,-22,-49,-44,13
2020-05-22,GH,,,,-22,-11,-19,-23,-13,15
2020-05-22,GR,-16.09,,-28.66,-34,11,42,-26,-23,9
2020-05-22,GT,,,,-49,-20,-41,-64,-40,23
2020-05-22,GW,,,,,,-13,,-23,
2020-05-22,HK,-27.22,,-35.8,-17,0,-26,-24,-12,13
2020-05-22,HN,,,,-63,-39,-47,-65,-47,22
2020-05-22,HR,-0.46,,-7.53,-11,1,43,-33,-26,6
2020-05-22,HT,,,,-31,-24,-20,-44,-29,11
2020-05-22,HU,-0.5,,-42.5,-17,-6,45,-33,-34,11
2020-05-22,ID,-39.99,,-49.65,-27,7,-26,-49,-46,19
2020-05-22,ID_AC,,,,-4,33,-10,-33,-31,9
2020-05-22,ID_BA,,,,-42,-28,-62,-79,-41,20
2020-05-22,ID_BB,,,,-14,27,-36,-65,-31,15
2020-05-22,ID_BE,,,,1,20,-17,-47,-36,12
2020-05-22,ID_BT,,,,-21,13,-15,-62,-55,24
2020-05-22,ID_GO,,,,-25,-4,-9,-51,-43,19
2020-05-22,ID_JA,,,,-12,16,3,-49,-35,13
2020-05-22,ID_JB,,,,-37,21,-2,-38,-52,22
2020-05-22,ID_JI,,,,-21,5,-28,-53,-43,18
2020-05-22,ID_JK,,,,-46,-4,-90,-63,-60,27
2020-05-22,ID_JT,,,,-9,17,-21,-45,-41,16
2020-05-22,ID_KB,,,,-30,8,-20,-42,-36,14
2020-05-22,ID_KI,,,,-22,9,-21,-57,-39,17
2020-05-22,ID_KR,,,,-27,-4,-35,-68,-37,20
2020-05-22,ID_KS,,,,-23,6,-23,-47,-37,15
2020-05-22,ID_KT,,,,-19,9,-20,-37,-29,11
2020-05-22,ID_KU,,,,-17,24,-21,-44,-30,13
2020-05-22,ID_LA,,,,-16,14,-23,-40,-40,14
2020-05-22,ID_MA,,,,-19,7,-17,-56,-38,14
2020-05-22,ID_MU,,,,-10,44,-16,-49,-30,13
2020-05-22,ID_NB,,,,-17,10,-32,-56,-34,14
2020-05-22,ID_NT,,,,-31,-7,-22,-59,-29,16
2020-05-22,ID_PA,,,,-35,-13,-26,-54,-35,17
2020-05-22,ID_PB,,,,-17,6,-33,-64,-34,15
2020-05-22,ID_RI,,,,-12,11,-7,-50,-34,13
2020-05-22,ID_SA,,,,-37,-8,-27,-61,-34,17
2020-05-22,ID_SB,,,,-19,22,-24,-38,-40,16
