date,key,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall
2020-05-19,US_AR_05115,USW00053920,19.598,10.6,23.9,0,
2020-05-19,US_AR_05117,USC00031968,16.964,15.6,25,0,0
2020-05-19,US_AR_05119,USW00013963,4.604,13.3,23.3,0,0
2020-05-19,US_AR_05121,USC00035820,9.804,12.2,20,0,
2020-05-19,US_AR_05125,USC00030582,11.898,12.8,27.8,0,0
2020-05-19,US_AR_05127,USC00037488,5.195,10,25.6,0,
2020-05-19,US_AR_05129,USC00034666,4.219,12.8,20,0,0
2020-05-19,US_AR_05131,USC00035018,11.221,8.3,23.9,0,
2020-05-19,US_AR_05133,USC00031948,10.413,12.8,28.3,5,0
2020-05-19,US_AR_05137,USC00035046,5.92,13.9,21.7,0,0
2020-05-19,US_AR_05139,USC00031140,16.638,13.9,28.3,0,0
2020-05-19,US_AR_05143,USW00093993,5.264,8.9,21.7,0,0
2020-05-19,US_AR_05147,USC00030536,32.909,15,21.7,0,
2020-05-19,US_AR_05149,USC00035200,23.548,,,0,
2020-05-19,US_AZ,USC00025825,19.117,7.2,26.7,0,
2020-05-19,US_AZ_04005,USW00053155,25.384,4.6,21,0,
2020-05-19,US_AZ_04007,USS0010S01S,8.009,11,21,,
2020-05-19,US_AZ_04011,USR0000ATRA,20.569,12.2,27.2,,
2020-05-19,US_AZ_04015,USR0000AMUS,9.748,8.3,16.7,,
2020-05-19,US_AZ_04017,USR0000AHPI,35.559,8.3,26.7,,
2020-05-19,US_AZ_04019,USR0000ASES,18.725,16.1,31.7,,
2020-05-19,US_AZ_04025,USR0000AIRO,4.387,3.9,20,,
2020-05-19,US_CA_06001,USW00023285,9.67,10.6,20.6,0,
2020-05-19,US_CA_06003,USS0019L19S,3.337,-4.1,3.7,25,
2020-05-19,US_CA_06005,USR0000CMTZ,5.681,6.1,12.2,,
2020-05-19,US_CA_06007,USC00046685,10.648,7.8,16.1,107,0
2020-05-19,US_CA_06009,USR0000CMTZ,21.819,6.1,12.2,,
2020-05-19,US_CA_06015,USR0000CSHI,13.977,1.7,5.6,,
2020-05-19,US_CA_06019,USC00043256,5.612,12.8,28.9,13,
2020-05-19,US_CA_06021,USC00049699,10.435,11.1,23.9,0,0
2020-05-19,US_CA_06025,USR0000CCAA,18.036,16.7,28.9,,
2020-05-19,US_CA_06027,USR0000CHNM,5.589,0.6,9.4,,
2020-05-19,US_CA_06031,USC00044534,15.218,10.6,23.3,0,
2020-05-19,US_CA_06033,USR0000CHGL,13.802,1.7,10,,
2020-05-19,US_CA_06035,USR0000CHOL,6.864,-1.1,12.8,,
2020-05-19,US_CA_06037,USW00093134,1.36,13.9,22.8,0,0
2020-05-19,US_CA_06039,USR0000CMET,21.068,4.4,14.4,,
2020-05-19,US_CA_06041,USR0000CBAR,3.566,9.4,17.2,,
2020-05-19,US_CA_06043,USR0000CJER,7.485,2.2,11.7,,
2020-05-19,US_CA_06045,USR0000CMCG,17.031,8.3,17.2,,
2020-05-19,US_CA_06047,USR0000CSNL,7.485,7.2,22.8,,
2020-05-19,US_CA_06049,USR0000CDGR,8.774,1.1,11.1,,
2020-05-19,US_CA_06051,USR0000CCRE,21.67,-4.4,4.4,,
2020-05-19,US_CA_06061,USR0000CFOR,3.496,2.8,8.3,,
2020-05-19,US_CA_06063,USR0000CCSH,7.301,2.8,13.9,,
2020-05-19,US_CA_06065,USW00003104,20.193,17.8,29.4,0,0
2020-05-19,US_CA_06069,USR0000CPNN,16.607,5.6,20.6,,
2020-05-19,US_CA_06071,USC00040176,50.69,,,0,0
2020-05-19,US_CA_06073,USR0000CGOO,9.246,10,18.3,,
2020-05-19,US_CA_06077,USW00023237,5.97,10,23.9,0,0
2020-05-19,US_CA_06081,USR0000CPUL,6.71,9.4,17.8,,
2020-05-19,US_CA_06083,USC00041253,6.45,7.2,22.8,0,
2020-05-19,US_CA_06085,USW00023293,4.077,10,21.7,0,
2020-05-19,US_CA_06089,USR0000CWHT,19.626,4.4,19.4,,
2020-05-19,US_CA_06093,USR0000CWEE,12.234,7.2,16.1,,
2020-05-19,US_CA_06097,USW00023213,10.441,6.1,22.2,0,
2020-05-19,US_CA_06099,USW00023258,7.941,10,23.3,0,0
2020-05-19,US_CA_06101,USW00093205,12.6,8.9,23.3,0,0
2020-05-19,US_CA_06103,USW00024216,3.156,8.3,24.4,0,
2020-05-19,US_CA_06105,USR0000CBBR,12.561,7.2,20,,
2020-05-19,US_CA_06107,USR0000CMIO,6.184,8.9,18.3,,
2020-05-19,US_CA_06113,USC00042294,3.92,9.4,20,46,
2020-05-19,US_CA_06115,USR0000CBGR,14.518,8.3,20,,
2020-05-19,US_CO,USC00054742,10.598,3.3,25.6,0,0
2020-05-19,US_CO_08001,USW00003017,26.582,12.2,33.3,0,0
2020-05-19,US_CO_08003,USC00050128,13,2.8,28.3,0,
2020-05-19,US_CO_08005,USW00003017,35.279,12.2,33.3,0,0
2020-05-19,US_CO_08007,USR0000CDEV,22.934,10.6,23.9,,
2020-05-19,US_CO_08009,USW00003028,6.278,11.7,31.1,0,
2020-05-19,US_CO_08011,USC00054834,17.328,12.2,32.8,0,
2020-05-19,US_CO_08013,USR0000CBDR,7.998,11.7,28.9,,
2020-05-19,US_CO_08014,USC00055984,4.947,11.1,32.2,0,
2020-05-19,US_CO_08015,USR0000CRED,10.067,7.2,23.9,,
2020-05-19,US_CO_08019,USC00053261,5.385,5,25.6,0,0
2020-05-19,US_CO_08021,USR0000CBIG,21.121,7.2,22.8,,
2020-05-19,US_CO_08023,USS0005M08S,19.33,7.2,19.6,0,
2020-05-19,US_CO_08025,USC00056131,13.122,10,33.3,0,
2020-05-19,US_CO_08029,USC00051443,5.638,12.2,28.3,0,0
2020-05-19,US_CO_08031,USC00052223,2.291,12.8,33.3,0,0
2020-05-19,US_CO_08033,USR0000CSAL,11.095,7.2,22.2,,
2020-05-19,US_CO_08037,USS0006K44S,13.89,8.2,20.8,0,
2020-05-19,US_CO_08039,USW00093010,37.081,6.7,30,0,
2020-05-19,US_CO_08041,USW00093037,14.961,9.4,31.7,3,0
2020-05-19,US_CO_08043,USC00051294,18.803,7.8,30.6,0,0
2020-05-19,US_CO_08045,USC00057033,15.65,8.3,30,0,0
2020-05-19,US_CO_08047,USR0000CPCG,1.631,8.9,22.2,,
2020-05-19,US_CO_08049,USC00059096,9.967,2.2,26.7,0,0
2020-05-19,US_CO_08051,USC00053662,16.519,0.6,26.7,0,0
2020-05-19,US_CO_08053,USS0007M16S,11.261,0.2,18.8,0,
2020-05-19,US_CO_08055,USC00058781,15.927,10.6,33.9,0,0
2020-05-19,US_CO_08057,USC00058756,10.677,-2.2,23.3,0,0
2020-05-19,US_CO_08059,USC00052790,7.723,4.4,26.7,0,0
2020-05-19,US_CO_08065,USW00093009,5.728,-1.1,20,0,0
2020-05-19,US_CO_08067,USR0000CLOG,8.953,11.1,22.2,,
2020-05-19,US_CO_08071,USW00023070,27.125,8.9,35.6,0,0
2020-05-19,US_CO_08073,USC00054444,26.646,8.3,28.3,0,
2020-05-19,US_CO_08077,USC00053489,2.489,13.9,32.2,0,0
2020-05-19,US_CO_08079,USS0007M21S,11.755,5.4,13.2,0,
2020-05-19,US_CO_08083,USC00051886,0.66,7.2,30,0,
2020-05-19,US_CO_08085,USS0008L02S,9.651,1.1,18.6,0,
2020-05-19,US_CO_08089,USW00003063,10.662,9.7,35,43,
2020-05-19,US_CO_08093,USC00050263,21.106,-1.1,24.4,0,0
2020-05-19,US_CO_08095,USC00054082,5.029,7.8,23.9,0,0
2020-05-19,US_CO_08097,USW00093073,4.468,3.9,26.1,0,
2020-05-19,US_CO_08099,USC00054770,25.081,,,0,0
2020-05-19,US_CO_08101,USC00058992,14.461,11.7,32.8,0,0
2020-05-19,US_CO_08103,USR0000CPIN,22.375,12.2,26.7,,
2020-05-19,US_CO_08105,USC00052184,11.566,,,0,0
2020-05-19,US_CO_08109,USS0006L13S,24.147,-2.9,16,0,
2020-05-19,US_CO_08111,USS0007M12S,2.836,5.6,15.2,0,
2020-05-19,US_CO_08117,USC00052281,5.84,-1.1,22.8,0,0
2020-05-19,US_CO_08119,USS0005L11S,6.927,7,16,0,
2020-05-19,US_CO_08121,USC00050109,20.088,8.3,25.6,0,0
2020-05-19,US_CO_08123,USC00050945,12.109,10.6,28.9,0,0
2020-05-19,US_CT_09005,USC00060227,20.026,6.1,18.3,0,0
2020-05-19,US_CT_09011,USC00065910,6.996,9.4,22.2,0,0
2020-05-19,US_CT_09013,USC00068138,10.396,7.8,17.8,0,0
2020-05-19,US_DC,USW00013743,5.199,13.3,20.6,0,0
2020-05-19,US_DC_11001,USW00013743,5.199,13.3,20.6,0,0
2020-05-19,US_DE_10003,USW00013781,10.855,11.1,20.6,0,0
2020-05-19,US_DE_10005,USW00013764,1.956,11.7,18.3,0,
2020-05-19,US_FL,USW00012876,14.393,21.1,32.2,0,0
2020-05-19,US_FL_12001,USW00012816,8.851,19.4,30.6,5,0
2020-05-19,US_FL_12003,USC00083470,9.724,19.4,29.4,0,
2020-05-19,US_FL_12007,USW00012816,30.463,19.4,30.6,5,0
2020-05-19,US_FL_12009,USC00085612,21.22,20.6,29.4,0,
2020-05-19,US_FL_12011,USC00083163,5.441,20.6,31.1,615,
2020-05-19,US_FL_12013,USR0000FBLO,28.266,19.4,33.3,,
2020-05-19,US_FL_12015,USW00012812,4.53,20,31.1,30,0
2020-05-19,US_FL_12017,USC00084289,20.862,18.9,29.4,25,
2020-05-19,US_FL_12021,USR0000FMIL,21.373,19.4,30,,
2020-05-19,US_FL_12023,USC00084731,6.047,19.4,30,20,
2020-05-19,US_FL_12029,USC00082008,9.502,21.1,28.9,0,
2020-05-19,US_FL_12033,USW00013899,20.079,18.3,30,0,0
2020-05-19,US_FL_12035,USC00086767,20.17,21.7,32.2,0,0
2020-05-19,US_FL_12037,USW00012832,21.89,22.2,30.6,15,0
2020-05-19,US_FL_12039,USC00087429,4.384,19.4,27.8,56,0
2020-05-19,US_FL_12041,USC00082008,31.402,21.1,28.9,0,
2020-05-19,US_FL_12043,USC00085895,15.928,20,25,254,
2020-05-19,US_FL_12045,USC00089566,24.624,20.6,28.9,38,
2020-05-19,US_FL_12047,USC00084394,3.684,18.3,28.9,0,
2020-05-19,US_FL_12051,USC00086657,29.826,19.4,33.9,157,
2020-05-19,US_FL_12053,USW00012818,8.634,20,31.7,0,0
2020-05-19,US_FL_12055,USC00080236,17.618,20,27.8,140,0
2020-05-19,US_FL_12057,USW00012842,19.571,21.7,29.4,0,0
2020-05-19,US_FL_12059,USC00013251,19.598,16.7,25.6,64,
2020-05-19,US_FL_12063,USW00003818,4.679,18.9,30.6,23,0
2020-05-19,US_FL_12065,USC00085880,8.542,21.1,27.8,13,
2020-05-19,US_FL_12069,USW00012819,10.41,21.7,32.8,0,0
2020-05-19,US_FL_12071,USW00012835,5.856,21.1,31.7,13,0
2020-05-19,US_FL_12073,USW00093805,8.386,21.1,32.2,8,0
2020-05-19,US_FL_12075,USC00089120,14.521,19.4,30,0,
2020-05-19,US_FL_12077,USR0000FWIL,7.978,20.6,31.1,,
2020-05-19,US_FL_12079,USC00087025,40.347,20.6,29.4,20,
2020-05-19,US_FL_12081,USC00080945,14.439,21.1,30.6,0,
2020-05-19,US_FL_12083,USC00086414,5.411,20,31.7,15,
2020-05-19,US_FL_12085,USC00087304,13.762,20,30,330,
2020-05-19,US_FL_12089,USW00013889,15.418,20.6,32.2,0,0
2020-05-19,US_FL_12095,USW00012841,4.13,22.2,34.4,0,0
2020-05-19,US_FL_12099,USW00012844,5.658,21.7,32.8,15,0
2020-05-19,US_FL_12103,USW00012873,5.294,21.7,30,0,0
2020-05-19,US_FL_12107,USC00081978,29.885,20.6,30,0,
2020-05-19,US_FL_12109,USC00083874,17.095,19.4,31.7,0,0
2020-05-19,US_FL_12111,USC00083207,11.18,20.6,30.6,84,
2020-05-19,US_FL_12117,USW00012854,7.865,22.2,34.4,0,0
2020-05-19,US_FL_12123,USC00087025,9.792,20.6,29.4,20,
2020-05-19,US_FL_12125,USR0000FOLU,18.029,20,31.7,,
2020-05-19,US_FL_12127,USW00012834,15.389,20,33.9,0,0
2020-05-19,US_FL_12129,USR0000FSTM,23.803,18.9,30,,
2020-05-19,US_FL_12131,USC00086240,32.118,17.8,25,206,
2020-05-19,US_FL_12133,USC00081544,22.162,19.4,28.3,94,
2020-05-19,US_GA,USR0000GBRE,22.385,17.8,27.8,,
2020-05-19,US_GA_13001,USR0000GBAX,10.099,17.2,30.6,,
2020-05-19,US_GA_13003,USW00013870,44.01,17.2,31.1,0,0
2020-05-19,US_GA_13005,USW00013870,6.011,17.2,31.1,0,0
2020-05-19,US_GA_13007,USW00063828,2.737,19.3,29.1,24,
2020-05-19,US_GA_13009,USR0000GMCI,32.29,16.1,27.8,,
2020-05-19,US_GA_13013,USW00053838,33.254,13.3,22.8,66,0
2020-05-19,US_GA_13015,USW00053873,13.027,16.1,23.9,38,0
2020-05-19,US_GA_13017,USC00097171,28.923,20.6,30,0,0
2020-05-19,US_GA_13019,USR0000GCOO,25.864,18.9,30.6,,
2020-05-19,US_GA_13021,USW00003813,13.564,17.8,28.9,8,0
2020-05-19,US_GA_13023,USC00094170,21.649,15.6,32.2,216,
2020-05-19,US_GA_13025,USR0000GWAY,28.47,18.9,31.1,,
2020-05-19,US_GA_13027,USC00085880,41.239,21.1,27.8,13,
2020-05-19,US_GA_13031,USC00091266,6.511,19.4,28.9,234,
2020-05-19,US_GA_13033,USC00099194,1.435,19.4,30,254,
2020-05-19,US_GA_13035,USR0000GOCO,24.656,17.8,26.7,,
2020-05-19,US_GA_13037,USW00063828,28.014,19.3,29.1,24,
2020-05-19,US_GA_13039,USC00099502,7.753,19.4,30,0,
2020-05-19,US_GA_13043,USR0000GMET,3.236,17.8,30,,
2020-05-19,US_GA_13045,USC00091640,1.914,16.7,26.1,46,
2020-05-19,US_GA_13047,USW00013882,15.619,16.1,23.9,33,0
2020-05-19,US_GA_13051,USR0000SSAV,14.474,20,30,,
2020-05-19,US_GA_13057,USC00090181,25.331,16.1,31.1,28,0
2020-05-19,US_GA_13059,USW00013873,5.208,15,26.1,104,0
2020-05-19,US_GA_13063,USC00094700,1.118,16.7,26.7,132,
2020-05-19,US_GA_13065,USR0000GJON,34.004,20.6,31.7,,
2020-05-19,US_GA_13067,USC00092485,17.064,15.6,27.8,58,
2020-05-19,US_GA_13069,USC00097171,17.612,20.6,30,0,0
2020-05-19,US_GA_13071,USC00096087,2.458,19.4,28.9,,
2020-05-19,US_GA_13075,USR0000GCOO,6.366,18.9,30.6,,
2020-05-19,US_GA_13077,USR0000GNEW,9.39,16.1,25.6,,
2020-05-19,US_GA_13079,USW00003813,30.756,17.8,28.9,8,0
2020-05-19,US_GA_13085,USR0000GDAW,12.368,13.3,23.3,,
2020-05-19,US_GA_13087,USC00092738,33.968,19.4,27.8,51,
2020-05-19,US_GA_13089,USW00053863,13.45,15.6,23.3,51,0
2020-05-19,US_GA_13093,USR0000GBYR,13.319,20.6,28.9,,
2020-05-19,US_GA_13095,USW00013869,2.476,20.6,30,18,0
2020-05-19,US_GA_13099,USC00092738,33.573,19.4,27.8,51,
2020-05-19,US_GA_13101,USC00084394,22.348,18.3,28.9,0,
2020-05-19,US_GA_13103,USW00003822,29.363,21.1,30.6,0,0
2020-05-19,US_GA_13105,USC00093060,3.694,17.8,23.9,244,
2020-05-19,US_GA_13107,USC00094862,26.413,20,30.6,10,0
2020-05-19,US_GA_13111,USR0000GTOC,24.793,13.3,20,,
2020-05-19,US_GA_13113,USW00053819,8.749,18.3,25.6,43,0
2020-05-19,US_GA_13115,USC00097600,6.038,15.6,27.8,46,
2020-05-19,US_GA_13117,USC00092408,0.972,16.7,25.6,254,
2020-05-19,US_GA_13119,USC00098740,25.013,17.2,22.2,480,
2020-05-19,US_GA_13121,USW00003888,4.901,17.2,23.3,38,0
2020-05-19,US_GA_13123,USR0000GCHS,14.36,15,23.3,,
2020-05-19,US_GA_13125,USC00098677,27.26,18.3,26.7,218,
2020-05-19,US_GA_13127,USC00091340,5.888,21.7,30,0,
2020-05-19,US_GA_13129,USC00091863,30.319,15.6,29.4,508,
2020-05-19,US_GA_13133,USW00063850,30.436,14.7,24.8,122,
2020-05-19,US_GA_13135,USW00053863,26.845,15.6,23.3,51,0
2020-05-19,US_GA_13137,USR0000GCHA,1.365,13.3,23.9,,
2020-05-19,US_GA_13139,USC00093621,4.262,16.7,22.2,183,
2020-05-19,US_GA_13141,USC00097777,37.586,19.4,28.9,76,
2020-05-19,US_GA_13143,USC00091640,24.562,16.7,26.1,46,
2020-05-19,US_GA_13147,USC00094133,2.761,17.8,25.6,470,
2020-05-19,US_GA_13149,USC00017025,21.767,15.6,23.9,13,
2020-05-19,US_GA_13151,USC00094700,19.69,16.7,26.7,132,
2020-05-19,US_GA_13161,USR0000GBAX,25.716,17.2,30.6,,
2020-05-19,US_GA_13165,USC00097528,24.568,19.4,27.2,127,
2020-05-19,US_GA_13167,USC00094862,11.191,20,30.6,10,0
2020-05-19,US_GA_13169,USR0000GBRE,15.987,17.8,27.8,,
2020-05-19,US_GA_13173,USW00093845,35.327,20,31.7,0,0
2020-05-19,US_GA_13175,USC00092844,11.204,20.6,29.4,99,
2020-05-19,US_GA_13177,USC00092361,20.181,19.4,29.4,86,
2020-05-19,US_GA_13179,USR0000GMID,2.68,20,30.6,,
2020-05-19,US_GA_13185,USW00093845,5.322,20,31.7,0,0
2020-05-19,US_GA_13187,USR0000GCAM,11.146,12.8,25,,
2020-05-19,US_GA_13189,USC00098677,3.277,18.3,26.7,218,
2020-05-19,US_GA_13193,USR0000GBYR,19.225,20.6,28.9,,
2020-05-19,US_GA_13195,USC00092517,8.812,17.2,24.4,300,0
2020-05-19,US_GA_13199,USW00053819,37.773,18.3,25.6,43,0
2020-05-19,US_GA_13201,USC00092738,21.191,19.4,27.8,51,
2020-05-19,US_GA_13205,USC00091500,3.548,20.6,29.4,10,
2020-05-19,US_GA_13207,USR0000GBRE,15.885,17.8,27.8,,
