key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
CO_54_54553,2020-05-05,0,0,1,,1,0,1,
CO_54_54810,2020-05-22,1,0,0,,4,0,1,
CO_54_54820,2020-05-05,0,0,1,,1,0,1,
CO_54_54874,2020-05-15,0,0,1,,5,0,4,
CO_63_63001,2020-05-27,7,0,0,,68,2,48,
CO_63_63130,2020-05-27,3,0,0,,16,0,8,
CO_63_63190,2020-05-27,1,0,0,,4,0,3,
CO_63_63212,2020-05-15,0,0,1,,1,0,1,
CO_63_63272,2020-05-11,1,0,0,,2,0,1,
CO_63_63401,2020-05-15,1,0,0,,4,0,3,
CO_63_63470,2020-05-27,2,0,0,,9,1,3,
CO_63_63594,2020-05-20,2,0,0,,3,0,0,
CO_66_66001,2020-05-27,2,0,0,,173,7,140,
CO_66_66170,2020-05-22,0,0,1,,68,1,59,
CO_66_66400,2020-05-27,1,0,0,,3,0,2,
CO_66_66682,2020-05-27,1,0,0,,5,0,3,
CO_68_68001,2020-05-23,1,0,0,,22,1,19,
CO_68_68081,2020-05-23,4,0,0,,18,1,5,
CO_68_68190,2020-04-12,0,0,1,,2,0,2,
CO_68_68207,2020-04-10,0,0,1,,1,0,1,
CO_68_68229,2020-04-13,0,0,1,,1,0,1,
CO_68_68276,2020-05-14,0,0,1,,9,1,8,
CO_68_68547,2020-05-23,1,0,0,,3,0,1,
CO_68_68755,2020-05-18,1,0,0,,1,0,0,
CO_68_68872,2020-05-18,0,0,1,,1,0,1,
CO_70_70001,2020-05-27,1,0,0,,6,0,3,
CO_70_70215,2020-05-27,1,0,0,,1,0,0,
CO_70_70418,2020-05-08,1,0,0,,1,0,0,
CO_70_70473,2020-05-20,1,0,0,,1,0,0,
CO_70_70713,2020-05-27,1,0,0,,1,0,0,
CO_73_73001,2020-05-26,9,0,0,,159,3,92,
CO_73_73268,2020-05-26,3,0,0,,14,1,2,
CO_73_73275,2020-05-19,1,0,0,,2,0,0,
CO_73_73319,2020-05-24,1,0,0,,2,1,0,
CO_73_73349,2020-05-23,1,0,0,,2,0,0,
CO_73_73411,2020-05-19,4,0,0,,4,0,0,
CO_73_73449,2020-05-26,1,0,0,,10,2,3,
CO_73_73547,2020-05-20,1,0,0,,1,0,0,
CO_73_73555,2020-05-12,1,0,0,,1,0,0,
CO_73_73624,2020-05-16,1,0,0,,2,0,0,
CO_73_73678,2020-05-25,35,0,0,,40,0,0,
CO_76_76001,2020-05-27,111,0,0,,2200,100,655,
CO_76_76020,2020-04-27,1,0,0,,1,1,0,
CO_76_76036,2020-05-09,1,0,0,,2,0,0,
CO_76_76054,2020-05-26,2,0,0,,2,0,0,
CO_76_76109,2020-05-27,36,0,0,,319,20,24,
CO_76_76111,2020-05-27,1,0,0,,14,0,8,
CO_76_76113,2020-05-25,0,0,1,,1,0,1,
CO_76_76126,2020-04-05,0,0,1,,1,0,1,
CO_76_76130,2020-05-27,1,0,0,,18,0,3,
CO_76_76147,2020-05-26,1,0,0,,16,0,9,
CO_76_76233,2020-05-25,1,0,0,,9,1,0,
CO_76_76248,2020-05-26,1,0,0,,19,1,9,
CO_76_76250,2020-04-20,0,0,2,,4,1,3,
CO_76_76275,2020-05-26,3,0,0,,14,1,5,
CO_76_76306,2020-04-12,0,1,0,,1,1,0,
CO_76_76318,2020-05-25,0,0,1,,2,0,2,
CO_76_76364,2020-05-26,1,0,0,,40,1,15,
CO_76_76400,2020-05-26,1,0,0,,4,0,1,
CO_76_76520,2020-05-27,2,0,0,,64,4,36,
CO_76_76563,2020-05-27,2,0,0,,8,2,0,
CO_76_76606,2020-05-13,0,0,1,,1,0,1,
CO_76_76622,2020-05-01,1,0,0,,1,1,0,
CO_76_76670,2020-05-25,0,0,1,,3,0,3,
CO_76_76828,2020-05-13,0,0,1,,3,0,3,
CO_76_76834,2020-05-24,1,0,0,,28,3,14,
CO_76_76845,2020-04-14,0,0,1,,1,0,1,
CO_76_76869,2020-05-23,0,0,1,,6,0,6,
CO_76_76890,2020-04-26,2,0,0,,3,0,1,
CO_76_76892,2020-05-27,2,0,0,,43,1,20,
CO_81_81001,2020-05-12,1,0,0,,1,0,0,
CO_85_85001,2020-05-26,0,0,1,,27,0,16,
CO_85_85250,2020-05-10,0,0,1,,1,0,1,
CO_85_85410,2020-05-25,2,0,0,,2,0,0,
CO_85_85440,2020-05-27,1,0,0,,3,0,1,
CO_86_86001,2020-05-25,1,0,0,,1,0,0,
CO_86_86320,2020-05-25,1,0,0,,1,0,0,
CO_86_86568,2020-05-25,1,0,0,,2,0,0,
CO_86_86571,2020-05-12,1,0,0,,1,0,0,
CO_86_86573,2020-05-10,1,0,0,,1,0,0,
CO_86_86865,2020-05-25,1,0,0,,1,0,0,
CO_88_88001,2020-05-27,2,0,0,,14,0,11,
CO_88_88564,2020-05-12,3,0,0,,3,0,0,
CO_91_91001,2020-05-27,189,0,0,,1683,56,120,
CO_91_91540,2020-05-18,39,0,0,,40,1,0,
CO_97_97001,2020-05-13,9,0,0,,11,0,0,
CR,2020-05-27,28,0,,649,984,10,,17280
CU,2020-05-27,11,0,,1378,1974,82,,98381
CV,2020-05-27,0,0,,,390,4,,
CW,2020-05-27,0,0,,,18,1,,
CY,2020-05-27,0,0,,,939,17,,
CZ,2020-05-27,36,0,,6302,9086,317,,417422
CZ_10,2020-05-28,19,,,,2076,,,
CZ_20,2020-05-28,5,,,,1059,,,
CZ_31,2020-05-28,3,,,,185,,,
CZ_32,2020-05-28,2,,,,664,,,
CZ_41,2020-05-28,0,,,,453,,,
CZ_42,2020-05-28,4,,,,541,,,
CZ_51,2020-05-28,0,,,,200,,,
CZ_52,2020-05-28,1,,,,197,,,
CZ_53,2020-05-28,0,,,,288,,,
CZ_63,2020-05-28,0,,,,185,,,
CZ_64,2020-05-28,4,,,,540,,,
CZ_71,2020-05-28,2,,,,741,,,
CZ_72,2020-05-28,4,,,,371,,,
CZ_80,2020-05-28,18,,,,1558,,,
DE,2020-05-27,353,62,,,179717,8411,,3952971
DE_BB,2020-05-27,24,2,,,3277,172,,
DE_BE,2020-05-27,61,2,,,6672,193,,
DE_BW,2020-05-27,171,29,,,35478,1785,,
DE_BY,2020-05-27,402,41,,,47502,2497,,
DE_HB,2020-05-27,24,0,,,1325,39,,
DE_HE,2020-05-27,196,7,,,9914,478,,
DE_HH,2020-05-27,11,2,,,5066,242,,
DE_MV,2020-05-27,1,0,,,767,21,,
DE_NI,2020-05-27,106,16,,,11861,604,,
DE_NW,2020-05-27,432,20,,,37721,1592,,
DE_RP,2020-05-27,26,2,,,6822,235,,
DE_SH,2020-05-27,7,4,,,3084,144,,
DE_SL,2020-05-27,15,2,,,2745,168,,
DE_SN,2020-05-27,31,4,,,5257,208,,
DE_ST,2020-05-27,7,1,,,1707,55,,
DE_TH,2020-05-27,71,5,,,2934,159,,
DJ,2020-05-27,229,4,,,2697,18,,
DK,2020-05-27,52,2,,13230,11480,565,,480239
DM,2020-05-27,0,0,,,16,0,,
DO,2020-05-27,459,6,,,15723,474,,
DZ,2020-05-27,160,6,,,8857,623,,
EC,2020-05-27,748,72,,,38103,3275,,66360
EE,2020-05-27,6,1,,1527,1840,66,,79606
EG,2020-05-27,910,19,,,19666,816,,
EH,2020-05-27,0,0,,,6,0,,
ER,2020-05-27,0,0,,,39,0,,
ES,2020-05-27,510,1,,,236769,27118,,2221497
ES_AN,2020-05-21,45,4,,,16546,1375,,
ES_AR,2020-05-21,37,1,,,7339,848,,
ES_AS,2020-05-21,0,3,,,3359,307,,
ES_CB,2020-05-21,11,0,,,2798,209,,
ES_CE,2020-05-21,0,0,,,178,4,,
ES_CL,2020-05-21,42,0,,,24918,1960,,
ES_CM,2020-05-21,138,6,,,25423,2919,,
ES_CN,2020-05-21,7,0,,,2307,155,,
ES_CT,2020-05-21,0,0,,,57531,6021,,
ES_EX,2020-05-21,2,1,,,4043,505,,
ES_GA,2020-05-21,22,1,,,11103,608,,
ES_IB,2020-05-21,9,0,,,2131,221,,
ES_MC,2020-05-21,10,1,,,2609,149,,
ES_MD,2020-05-21,82,19,,,72342,8931,,
ES_ML,2020-05-21,0,0,,,134,2,,
ES_NC,2020-05-21,3,3,,,8352,506,,
ES_PV,2020-05-21,9,3,,,18779,1483,,
ES_RI,2020-05-21,0,1,,,5428,354,,
ES_VC,2020-05-21,38,5,,,14797,1383,,
ET,2020-05-27,30,0,,4352,731,6,,91616
FI,2020-05-27,64,1,,840,6692,313,,173255
FJ,2020-05-28,0,0,,,18,0,,
FK,2020-05-27,0,0,,,13,0,,
FO,2020-05-27,0,0,,,187,0,,
FR,2020-05-27,191,66,,2351,145746,28596,,831174
FR_ARA,2020-05-06,208,1437,,,15748,36793,,
FR_BFC,2020-05-06,114,896,,,11715,23813,,
FR_BL,2020-03-15,2,,,,2,,,
FR_BRE,2020-05-06,71,223,,,5607,6197,,
FR_COR,2020-05-06,-7,52,,,2540,1700,,
FR_CVL,2020-05-06,103,429,,,5534,9963,,
FR_GES,2020-05-06,332,3037,,,38493,90221,,
FR_GF,2020-05-06,2,1,,,335,16,,
FR_GUA,2020-05-06,4,18,,,755,445,,
FR_HDF,2020-05-06,256,1480,,,14669,38876,,
FR_IDF,2020-05-06,1260,6347,,,49879,163632,,
FR_LRE,2020-05-06,5,0,,,790,0,,
FR_MAY,2020-05-06,7,13,,,228,173,,
FR_MF,2020-03-21,1,,,,5,,,
FR_MQ,2020-05-06,2,14,,,583,343,,
FR_NAQ,2020-05-06,4707,342,,,132889,8821,,
FR_NOR,2020-05-06,46,365,,,5964,9292,,
FR_OCC,2020-05-06,63,441,,,8384,11164,,
FR_PAC,2020-05-06,184,756,,,11800,17324,,
FR_PDL,2020-05-06,68,368,,,3124,9087,,
GA,2020-05-27,81,0,,,2319,14,,
GB,2020-05-28,1887,377,,0,269127,37837,,2144626
GB_ENG,2020-05-28,0,348,,,151422,33710,,
GB_ENG_E06000001,2020-05-27,0,,,,323,,,
GB_ENG_E06000002,2020-05-27,0,,,,673,,,
GB_ENG_E06000003,2020-05-27,0,,,,415,,,
GB_ENG_E06000004,2020-05-27,0,,,,567,,,
GB_ENG_E06000005,2020-05-27,1,,,,376,,,
GB_ENG_E06000006,2020-05-27,0,,,,394,,,
GB_ENG_E06000007,2020-05-27,0,,,,764,,,
GB_ENG_E06000008,2020-05-27,0,,,,408,,,
GB_ENG_E06000009,2020-05-27,0,,,,623,,,
GB_ENG_E06000010,2020-05-27,0,,,,719,,,
GB_ENG_E06000011,2020-05-27,0,,,,897,,,
GB_ENG_E06000012,2020-05-27,0,,,,153,,,
GB_ENG_E06000013,2020-05-27,0,,,,510,,,
GB_ENG_E06000014,2020-05-27,0,,,,451,,,
GB_ENG_E06000015,2020-05-27,2,,,,585,,,
GB_ENG_E06000016,2020-05-27,0,,,,878,,,
GB_ENG_E06000017,2020-05-27,0,,,,34,,,
GB_ENG_E06000018,2020-05-27,0,,,,603,,,
GB_ENG_E06000019,2020-05-27,0,,,,439,,,
GB_ENG_E06000020,2020-05-27,0,,,,364,,,
GB_ENG_E06000021,2020-05-27,2,,,,756,,,
GB_ENG_E06000022,2020-05-27,0,,,,231,,,
GB_ENG_E06000023,2020-05-27,0,,,,698,,,
GB_ENG_E06000024,2020-05-27,0,,,,427,,,
GB_ENG_E06000025,2020-05-27,0,,,,400,,,
GB_ENG_E06000026,2020-05-27,0,,,,358,,,
GB_ENG_E06000027,2020-05-27,0,,,,221,,,
GB_ENG_E06000030,2020-05-27,0,,,,449,,,
GB_ENG_E06000031,2020-05-27,0,,,,424,,,
GB_ENG_E06000032,2020-05-27,0,,,,742,,,
GB_ENG_E06000033,2020-05-27,0,,,,380,,,
GB_ENG_E06000034,2020-05-27,0,,,,330,,,
GB_ENG_E06000035,2020-05-27,0,,,,764,,,
GB_ENG_E06000036,2020-05-27,0,,,,255,,,
GB_ENG_E06000037,2020-05-27,0,,,,377,,,
GB_ENG_E06000038,2020-05-27,0,,,,584,,,
GB_ENG_E06000039,2020-05-27,0,,,,451,,,
GB_ENG_E06000040,2020-05-27,0,,,,292,,,
GB_ENG_E06000041,2020-05-27,0,,,,443,,,
GB_ENG_E06000042,2020-05-27,0,,,,510,,,
GB_ENG_E06000043,2020-05-27,0,,,,434,,,
GB_ENG_E06000044,2020-05-27,0,,,,317,,,
GB_ENG_E06000045,2020-05-27,0,,,,583,,,
GB_ENG_E06000046,2020-05-27,0,,,,196,,,
GB_ENG_E06000047,2020-05-27,2,,,,1980,,,
GB_ENG_E06000049,2020-05-27,0,,,,1214,,,
GB_ENG_E06000050,2020-05-27,0,,,,1110,,,
GB_ENG_E06000051,2020-05-27,1,,,,800,,,
GB_ENG_E06000052,2020-05-27,0,,,,575,,,
GB_ENG_E06000054,2020-05-27,0,,,,523,,,
GB_ENG_E06000055,2020-05-27,0,,,,639,,,
GB_ENG_E06000056,2020-05-27,0,,,,636,,,
GB_ENG_E06000057,2020-05-27,0,,,,934,,,
GB_ENG_E06000058,2020-05-27,0,,,,479,,,
GB_ENG_E06000059,2020-05-27,0,,,,360,,,
GB_ENG_E08000001,2020-05-27,0,,,,1009,,,
GB_ENG_E08000002,2020-05-27,0,,,,745,,,
GB_ENG_E08000003,2020-05-27,0,,,,1558,,,
GB_ENG_E08000004,2020-05-27,0,,,,1067,,,
GB_ENG_E08000005,2020-05-27,0,,,,776,,,
GB_ENG_E08000006,2020-05-27,0,,,,929,,,
GB_ENG_E08000007,2020-05-27,1,,,,1048,,,
GB_ENG_E08000008,2020-05-27,0,,,,713,,,
GB_ENG_E08000009,2020-05-27,0,,,,807,,,
GB_ENG_E08000010,2020-05-27,0,,,,1199,,,
GB_ENG_E08000011,2020-05-27,0,,,,659,,,
GB_ENG_E08000012,2020-05-27,0,,,,1606,,,
GB_ENG_E08000013,2020-05-27,0,,,,752,,,
GB_ENG_E08000014,2020-05-27,0,,,,926,,,
GB_ENG_E08000015,2020-05-27,0,,,,1263,,,
GB_ENG_E08000016,2020-05-27,10,,,,948,,,
GB_ENG_E08000017,2020-05-27,1,,,,765,,,
GB_ENG_E08000018,2020-05-27,4,,,,957,,,
GB_ENG_E08000019,2020-05-27,2,,,,2528,,,
GB_ENG_E08000021,2020-05-27,0,,,,1049,,,
GB_ENG_E08000022,2020-05-27,0,,,,566,,,
GB_ENG_E08000023,2020-05-27,0,,,,739,,,
GB_ENG_E08000024,2020-05-27,0,,,,1376,,,
GB_ENG_E08000025,2020-05-27,0,,,,3459,,,
GB_ENG_E08000026,2020-05-27,0,,,,810,,,
GB_ENG_E08000027,2020-05-27,0,,,,945,,,
GB_ENG_E08000028,2020-05-27,0,,,,1324,,,
GB_ENG_E08000029,2020-05-27,0,,,,668,,,
GB_ENG_E08000030,2020-05-27,0,,,,1130,,,
GB_ENG_E08000031,2020-05-27,0,,,,1014,,,
GB_ENG_E08000032,2020-05-27,3,,,,1303,,,
GB_ENG_E08000033,2020-05-27,0,,,,292,,,
GB_ENG_E08000034,2020-05-27,1,,,,747,,,
GB_ENG_E08000035,2020-05-27,1,,,,1820,,,
GB_ENG_E08000036,2020-05-27,2,,,,740,,,
GB_ENG_E08000037,2020-05-27,0,,,,1003,,,
GB_ENG_E09000001,2020-05-27,0,,,,17,,,
GB_ENG_E09000002,2020-05-27,0,,,,496,,,
GB_ENG_E09000003,2020-05-27,0,,,,1288,,,
GB_ENG_E09000004,2020-05-27,0,,,,714,,,
GB_ENG_E09000005,2020-05-27,0,,,,1470,,,
GB_ENG_E09000006,2020-05-27,0,,,,1275,,,
GB_ENG_E09000007,2020-05-27,0,,,,628,,,
GB_ENG_E09000008,2020-05-27,0,,,,1501,,,
GB_ENG_E09000009,2020-05-27,0,,,,1192,,,
GB_ENG_E09000010,2020-05-27,0,,,,883,,,
GB_ENG_E09000011,2020-05-27,0,,,,696,,,
GB_ENG_E09000012,2020-05-27,0,,,,646,,,
GB_ENG_E09000013,2020-05-27,0,,,,663,,,
GB_ENG_E09000014,2020-05-27,0,,,,595,,,
GB_ENG_E09000015,2020-05-27,0,,,,1026,,,
GB_ENG_E09000016,2020-05-27,0,,,,707,,,
GB_ENG_E09000017,2020-05-27,0,,,,780,,,
GB_ENG_E09000018,2020-05-27,0,,,,729,,,
GB_ENG_E09000019,2020-05-27,0,,,,461,,,
GB_ENG_E09000020,2020-05-27,0,,,,495,,,
GB_ENG_E09000021,2020-05-27,0,,,,520,,,
GB_ENG_E09000022,2020-05-27,0,,,,1208,,,
GB_ENG_E09000023,2020-05-27,0,,,,983,,,
GB_ENG_E09000024,2020-05-27,0,,,,694,,,
GB_ENG_E09000025,2020-05-27,0,,,,1000,,,
GB_ENG_E09000026,2020-05-27,0,,,,756,,,
GB_ENG_E09000027,2020-05-27,0,,,,408,,,
GB_ENG_E09000028,2020-05-27,1,,,,1267,,,
GB_ENG_E09000029,2020-05-27,0,,,,739,,,
GB_ENG_E09000030,2020-05-27,0,,,,633,,,
GB_ENG_E09000031,2020-05-27,0,,,,764,,,
GB_ENG_E09000032,2020-05-27,0,,,,996,,,
GB_ENG_E09000033,2020-05-27,0,,,,653,,,
GB_ENG_E10000002,2020-05-27,0,,,,997,,,
GB_ENG_E10000003,2020-05-27,0,,,,1163,,,
GB_ENG_E10000006,2020-05-27,0,,,,2200,,,
GB_ENG_E10000007,2020-05-27,1,,,,1684,,,
GB_ENG_E10000008,2020-05-27,0,,,,812,,,
GB_ENG_E10000011,2020-05-27,0,,,,708,,,
GB_ENG_E10000012,2020-05-27,0,,,,3219,,,
GB_ENG_E10000013,2020-05-27,0,,,,1369,,,
GB_ENG_E10000014,2020-05-27,0,,,,3311,,,
GB_ENG_E10000015,2020-05-27,0,,,,2867,,,
GB_ENG_E10000016,2020-05-27,0,,,,4897,,,
GB_ENG_E10000017,2020-05-27,2,,,,3568,,,
GB_ENG_E10000018,2020-05-27,1,,,,1280,,,
GB_ENG_E10000019,2020-05-27,0,,,,1101,,,
GB_ENG_E10000020,2020-05-27,0,,,,2148,,,
GB_ENG_E10000021,2020-05-27,0,,,,1458,,,
GB_ENG_E10000023,2020-05-27,2,,,,1286,,,
GB_ENG_E10000024,2020-05-27,1,,,,1398,,,
GB_ENG_E10000025,2020-05-27,0,,,,2049,,,
GB_ENG_E10000027,2020-05-27,0,,,,679,,,
GB_ENG_E10000028,2020-05-27,5,,,,2229,,,
GB_ENG_E10000029,2020-05-27,0,,,,1481,,,
GB_ENG_E10000030,2020-05-27,0,,,,2917,,,
GB_ENG_E10000031,2020-05-27,0,,,,1447,,,
GB_ENG_E10000032,2020-05-27,0,,,,1320,,,
GB_ENG_E10000034,2020-05-27,0,,,,1384,,,
GB_NIR,2020-05-28,0,1,,1,4679,518,,49441
GB_NIR_N09000001,2020-05-28,1,,,,391,,,
GB_NIR_N09000002,2020-05-28,3,,,,521,,,
GB_NIR_N09000003,2020-05-28,-2,,,,1311,,,
GB_NIR_N09000004,2020-05-28,4,,,,224,,,
GB_NIR_N09000005,2020-05-28,-2,,,,164,,,
GB_NIR_N09000006,2020-05-28,-1,,,,79,,,
GB_NIR_N09000007,2020-05-28,3,,,,439,,,
GB_NIR_N09000008,2020-05-28,4,,,,316,,,
GB_NIR_N09000009,2020-05-28,6,,,,239,,,
GB_NIR_N09000010,2020-05-28,2,,,,287,,,
GB_NIR_N09000011,2020-05-28,-2,,,,345,,,
GB_SCT,2020-05-28,48,12,,2047,15288,2316,,109031
GB_SCT_S08000015,2020-05-28,6,,,,1035,,,
GB_SCT_S08000016,2020-05-28,0,,,,323,,,
GB_SCT_S08000017,2020-05-28,0,,,,260,,,
GB_SCT_S08000019,2020-05-28,0,,,,919,,,
GB_SCT_S08000020,2020-05-28,3,,,,1259,,,
GB_SCT_S08000022,2020-05-28,0,,,,337,,,
GB_SCT_S08000024,2020-05-28,6,,,,2691,,,
GB_SCT_S08000025,2020-05-28,0,,,,7,,,
GB_SCT_S08000026,2020-05-28,0,,,,54,,,
GB_SCT_S08000028,2020-05-28,0,,,,6,,,
GB_SCT_S08000029,2020-05-28,0,,,,830,,,
GB_SCT_S08000030,2020-05-28,4,,,,1665,,,
GB_SCT_S08000031,2020-05-28,18,,,,3934,,,
GB_SCT_S08000032,2020-05-28,11,,,,1968,,,
GB_WLS,2020-05-27,1,1,,9,13725,1307,,68388
GB_WLS_W11000023,2020-05-27,1,,,,2649,,,
GB_WLS_W11000024,2020-05-27,0,,,,281,,,
GB_WLS_W11000025,2020-05-27,0,,,,1044,,,
GB_WLS_W11000028,2020-05-27,0,,,,2527,,,
GB_WLS_W11000029,2020-05-27,0,,,,2669,,,
GB_WLS_W11000030,2020-05-27,0,,,,2474,,,
GB_WLS_W11000031,2020-05-27,0,,,,1861,,,
GD,2020-05-28,0,0,,,23,0,,
GE,2020-05-27,3,0,,,735,12,,
GG,2020-05-27,0,0,,,252,13,,
GH,2020-05-27,186,0,,3955,7303,34,,201149
GI,2020-05-27,2,0,,,157,0,,
GL,2020-05-27,0,0,,,12,0,,
GM,2020-05-27,0,0,,,25,1,,
GN,2020-05-27,88,1,,,3446,21,,
GQ,2020-05-27,0,0,,,1043,12,,
GR,2020-05-27,11,0,,5254,2903,173,,166245
GT,2020-05-27,191,5,,,4145,68,,
GU,2020-05-27,2,0,,,171,5,,
GW,2020-05-27,5,1,,,1178,7,,
GY,2020-05-27,0,0,,,139,11,,
HK,2020-05-18,0,0,,,0,0,,202930
HN,2020-05-27,239,6,,,4640,194,,
HR,2020-05-27,0,0,,1260,2244,101,,63682
HT,2020-05-27,146,1,,,1320,34,,
HU,2020-05-27,23,4,,3697,3816,509,,169960
ID,2020-05-27,686,55,,7216,23851,1473,,195518
ID_AC,2020-05-28,1,,,,20,,,
ID_BA,2020-05-28,5,,,,420,,,
ID_BB,2020-05-28,0,,,,42,,,
ID_BE,2020-05-28,2,,,,71,,,
ID_BT,2020-05-28,14,,,,831,,,
ID_GO,2020-05-28,5,,,,65,,,
ID_JA,2020-05-28,0,,,,97,,,
ID_JB,2020-05-28,25,,,,2181,,,
ID_JI,2020-05-28,171,,,,4313,,,
ID_JK,2020-05-28,105,,,,7001,,,
ID_JT,2020-05-28,10,,,,1336,,,
ID_KB,2020-05-28,1,,,,184,,,
ID_KI,2020-05-28,1,,,,281,,,
ID_KR,2020-05-28,13,,,,175,,,
ID_KS,2020-05-28,116,,,,819,,,
ID_KT,2020-05-28,7,,,,337,,,
ID_KU,2020-05-28,0,,,,165,,,
ID_LA,2020-05-28,0,,,,118,,,
ID_MA,2020-05-28,18,,,,188,,,
ID_MU,2020-05-28,9,,,,128,,,
ID_NB,2020-05-28,25,,,,562,,,
ID_NT,2020-05-28,0,,,,85,,,
ID_PA,2020-05-28,3,,,,584,,,
ID_PB,2020-05-28,20,,,,152,,,
ID_RI,2020-05-28,0,,,,111,,,
ID_SA,2020-05-28,16,,,,297,,,
ID_SB,2020-05-28,4,,,,541,,,
ID_SG,2020-05-28,14,,,,240,,,
ID_SN,2020-05-28,46,,,,1427,,,
ID_SR,2020-05-28,0,,,,88,,,
ID_SS,2020-05-28,21,,,,942,,,
ID_ST,2020-05-28,5,,,,126,,,
ID_SU,2020-05-28,30,,,,362,,,
ID_YO,2020-05-28,0,,,,228,,,
IE,2020-05-27,68,16,,,24803,1631,,325795
IL,2020-05-27,36,0,,4344,16793,281,,498969
IM,2020-05-27,0,0,,,336,24,,
IN,2020-05-27,6566,194,,92528,158333,4531,,3126119
IN_AN,2020-04-26,6,,,,33,,,
IN_AP,2020-05-27,61,1,,,3171,57,,
IN_AR,2020-05-26,1,,,,2,,,
IN_AS,2020-05-27,90,0,,,616,4,,
IN_BR,2020-05-27,253,0,,,2983,13,,
IN_CH,2020-05-27,28,1,,,266,4,,
IN_CT,2020-05-27,70,,,,361,,,
IN_DL,2020-05-27,412,12,,,14465,288,,
IN_DN,2020-05-24,1,,,,2,,,
IN_GA,2020-05-26,1,,,,67,,,
IN_GJ,2020-05-27,361,27,,,14821,915,,
IN_HP,2020-05-27,24,0,,,247,5,,
IN_HR,2020-05-27,121,1,,,1305,17,,
IN_JH,2020-05-27,49,0,,,426,4,,
IN_JK,2020-05-27,91,1,,,1759,24,,
IN_KA,2020-05-27,101,0,,,2283,44,,
IN_KL,2020-05-27,67,1,,,963,6,,
IN_LA,2020-05-27,1,,,,53,,,
IN_MH,2020-05-27,2091,97,,,54758,1792,,
IN_ML,2020-05-27,1,0,,,15,1,,
IN_MN,2020-05-26,7,,,,39,,,
IN_MP,2020-05-27,165,5,,,7024,305,,
IN_MZ,2020-03-25,1,,,,1,,,
IN_NL,2020-05-27,1,,,,4,,,
IN_OR,2020-05-27,79,0,,,1517,7,,
IN_PB,2020-05-27,46,0,,,2106,40,,
IN_PY,2020-05-27,5,0,,,46,1,,
IN_RJ,2020-05-27,236,3,,,7536,170,,
IN_SK,2020-05-24,1,,,,1,,,
IN_TG,2020-05-27,71,1,,,1991,57,,
IN_TN,2020-05-27,646,9,,,17728,127,,
IN_TR,2020-05-27,13,,,,207,,,
IN_UP,2020-05-27,16,5,,,6548,170,,
IN_UT,2020-05-27,52,1,,,401,4,,
IN_WB,2020-05-27,193,5,,,4009,283,,
IQ,2020-05-27,287,6,,,5135,175,,
IR,2020-05-27,2080,56,,19456,141591,7564,,856546
IS,2020-05-27,1,0,,526,1805,10,,59572
IT,2020-05-28,593,70,3503,75893,231732,33142,150604,3683144
IT_21,2020-05-28,58,10,440,5787,30445,3838,20535,304358
IT_23,2020-05-28,1,0,5,194,1182,143,1016,14653
IT_25,2020-05-28,382,20,1486,15507,88183,15974,49296,713068
IT_34,2020-05-28,12,3,271,15433,19125,1898,15202,632124
IT_36,2020-05-28,7,2,25,2952,3262,333,2593,126015
IT_42,2020-05-28,16,7,133,1790,9605,1445,7015,100625
IT_45,2020-05-28,74,11,311,9128,27701,4094,19857,310696
IT_52,2020-05-28,4,2,82,4020,10086,1029,7677,242687
IT_55,2020-05-28,0,0,-1,1239,1431,75,1323,67458
IT_57,2020-05-28,1,1,104,1575,6719,997,4376,100110
IT_62,2020-05-28,21,7,97,3706,7693,708,3580,245993
IT_65,2020-05-28,2,2,42,1315,3237,402,2011,71788
IT_67,2020-05-28,1,0,4,218,435,22,250,13847
IT_72,2020-05-28,4,4,134,3344,4777,410,3355,189068
IT_75,2020-05-28,2,1,119,2447,4481,496,2590,111946
IT_77,2020-05-28,0,0,2,608,399,27,338,28342
IT_78,2020-05-28,0,0,20,1325,1158,96,892,66956
IT_82,2020-05-28,3,0,176,2221,3438,272,2021,142516
IT_88,2020-05-28,0,0,15,1293,1355,130,1025,54587
IT_BZ,2020-05-28,2,0,16,1042,2595,291,2147,63289
IT_TN,2020-05-28,3,0,22,749,4425,462,3505,83018
JE,2020-05-27,1,0,,,308,29,,
JM,2020-05-27,5,0,,,569,9,,
JO,2020-05-27,2,0,,,720,9,,
JP,2020-05-27,0,0,,,16651,858,,278642
JP_01,2020-05-28,6,1,,,1063,86,,
JP_02,2020-05-15,1,1,,,27,1,,
JP_04,2020-05-09,2,1,,,88,1,,
JP_05,2020-04-14,1,,,,15,0,,
JP_06,2020-05-04,1,,,,69,0,,
JP_07,2020-05-08,1,,,,81,0,,
JP_08,2020-05-26,1,1,,,168,10,,
JP_09,2020-05-25,1,,,,65,0,,
JP_10,2020-05-22,1,1,,,149,19,,
JP_11,2020-05-28,2,1,,,998,48,,
JP_12,2020-05-28,1,1,,,900,45,,
JP_13,2020-05-28,15,3,,,5195,299,,
JP_14,2020-05-28,7,3,,,1345,82,,
JP_15,2020-05-15,1,,,,82,0,,
JP_16,2020-05-27,2,1,,,227,22,,
JP_17,2020-05-28,1,2,,,297,24,,
JP_18,2020-04-30,1,1,,,122,8,,
JP_19,2020-05-28,4,1,,,64,1,,
