date,key,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
2020-05-15,GB,3560,384,,69590,236711,33998,,1663492
2020-05-15,GB_ENG,922,336,,,144369,30364,,
2020-05-15,GB_ENG_E06000001,4,,,,305,,,
2020-05-15,GB_ENG_E06000002,1,,,,636,,,
2020-05-15,GB_ENG_E06000004,9,,,,517,,,
2020-05-15,GB_ENG_E06000005,1,,,,352,,,
2020-05-15,GB_ENG_E06000006,1,,,,363,,,
2020-05-15,GB_ENG_E06000007,4,,,,724,,,
2020-05-15,GB_ENG_E06000008,3,,,,388,,,
2020-05-15,GB_ENG_E06000009,4,,,,548,,,
2020-05-15,GB_ENG_E06000010,10,,,,653,,,
2020-05-15,GB_ENG_E06000011,10,,,,818,,,
2020-05-15,GB_ENG_E06000012,1,,,,147,,,
2020-05-15,GB_ENG_E06000013,8,,,,490,,,
2020-05-15,GB_ENG_E06000014,5,,,,435,,,
2020-05-15,GB_ENG_E06000015,3,,,,563,,,
2020-05-15,GB_ENG_E06000016,14,,,,814,,,
2020-05-15,GB_ENG_E06000018,1,,,,586,,,
2020-05-15,GB_ENG_E06000019,7,,,,420,,,
2020-05-15,GB_ENG_E06000020,3,,,,341,,,
2020-05-15,GB_ENG_E06000021,13,,,,688,,,
2020-05-15,GB_ENG_E06000024,6,,,,348,,,
2020-05-15,GB_ENG_E06000025,2,,,,398,,,
2020-05-15,GB_ENG_E06000026,2,,,,345,,,
2020-05-15,GB_ENG_E06000030,3,,,,434,,,
2020-05-15,GB_ENG_E06000031,6,,,,378,,,
2020-05-15,GB_ENG_E06000032,1,,,,672,,,
2020-05-15,GB_ENG_E06000033,2,,,,361,,,
2020-05-15,GB_ENG_E06000034,4,,,,317,,,
2020-05-15,GB_ENG_E06000036,1,,,,236,,,
2020-05-15,GB_ENG_E06000037,3,,,,359,,,
2020-05-15,GB_ENG_E06000038,3,,,,563,,,
2020-05-15,GB_ENG_E06000039,2,,,,446,,,
2020-05-15,GB_ENG_E06000040,1,,,,279,,,
2020-05-15,GB_ENG_E06000041,1,,,,431,,,
2020-05-15,GB_ENG_E06000043,2,,,,408,,,
2020-05-15,GB_ENG_E06000044,1,,,,312,,,
2020-05-15,GB_ENG_E06000046,5,,,,177,,,
2020-05-15,GB_ENG_E06000047,15,,,,1842,,,
2020-05-15,GB_ENG_E06000049,17,,,,1108,,,
2020-05-15,GB_ENG_E06000050,10,,,,1002,,,
2020-05-15,GB_ENG_E06000051,12,,,,718,,,
2020-05-15,GB_ENG_E06000052,1,,,,557,,,
2020-05-15,GB_ENG_E06000054,4,,,,506,,,
2020-05-15,GB_ENG_E06000055,8,,,,576,,,
2020-05-15,GB_ENG_E06000056,4,,,,590,,,
2020-05-15,GB_ENG_E06000057,4,,,,915,,,
2020-05-15,GB_ENG_E06000058,1,,,,463,,,
2020-05-15,GB_ENG_E08000001,11,,,,952,,,
2020-05-15,GB_ENG_E08000002,4,,,,670,,,
2020-05-15,GB_ENG_E08000003,12,,,,1420,,,
2020-05-15,GB_ENG_E08000004,10,,,,1004,,,
2020-05-15,GB_ENG_E08000005,7,,,,722,,,
2020-05-15,GB_ENG_E08000006,7,,,,896,,,
2020-05-15,GB_ENG_E08000007,3,,,,1009,,,
2020-05-15,GB_ENG_E08000008,11,,,,626,,,
2020-05-15,GB_ENG_E08000009,9,,,,744,,,
2020-05-15,GB_ENG_E08000010,21,,,,1111,,,
2020-05-15,GB_ENG_E08000012,12,,,,1556,,,
2020-05-15,GB_ENG_E08000013,3,,,,730,,,
2020-05-15,GB_ENG_E08000014,1,,,,889,,,
2020-05-15,GB_ENG_E08000015,4,,,,1181,,,
2020-05-15,GB_ENG_E08000016,30,,,,886,,,
2020-05-15,GB_ENG_E08000017,16,,,,715,,,
2020-05-15,GB_ENG_E08000018,9,,,,870,,,
2020-05-15,GB_ENG_E08000019,5,,,,2477,,,
2020-05-15,GB_ENG_E08000021,1,,,,1024,,,
2020-05-15,GB_ENG_E08000022,4,,,,555,,,
2020-05-15,GB_ENG_E08000023,5,,,,716,,,
2020-05-15,GB_ENG_E08000024,5,,,,1353,,,
2020-05-15,GB_ENG_E08000025,21,,,,3306,,,
2020-05-15,GB_ENG_E08000026,2,,,,784,,,
2020-05-15,GB_ENG_E08000027,4,,,,909,,,
2020-05-15,GB_ENG_E08000028,16,,,,1186,,,
2020-05-15,GB_ENG_E08000030,7,,,,1093,,,
2020-05-15,GB_ENG_E08000031,6,,,,969,,,
2020-05-15,GB_ENG_E08000032,13,,,,1204,,,
2020-05-15,GB_ENG_E08000033,1,,,,283,,,
2020-05-15,GB_ENG_E08000034,6,,,,686,,,
2020-05-15,GB_ENG_E08000035,12,,,,1734,,,
2020-05-15,GB_ENG_E08000036,10,,,,678,,,
2020-05-15,GB_ENG_E08000037,2,,,,982,,,
2020-05-15,GB_ENG_E09000002,1,,,,489,,,
2020-05-15,GB_ENG_E09000003,1,,,,1271,,,
2020-05-15,GB_ENG_E09000004,2,,,,693,,,
2020-05-15,GB_ENG_E09000006,5,,,,1257,,,
2020-05-15,GB_ENG_E09000007,1,,,,618,,,
2020-05-15,GB_ENG_E09000008,6,,,,1487,,,
2020-05-15,GB_ENG_E09000009,3,,,,1183,,,
2020-05-15,GB_ENG_E09000010,2,,,,869,,,
2020-05-15,GB_ENG_E09000011,3,,,,684,,,
2020-05-15,GB_ENG_E09000012,3,,,,640,,,
2020-05-15,GB_ENG_E09000013,2,,,,650,,,
2020-05-15,GB_ENG_E09000014,3,,,,591,,,
2020-05-15,GB_ENG_E09000015,3,,,,1017,,,
2020-05-15,GB_ENG_E09000016,5,,,,691,,,
2020-05-15,GB_ENG_E09000017,1,,,,770,,,
2020-05-15,GB_ENG_E09000019,4,,,,457,,,
2020-05-15,GB_ENG_E09000020,1,,,,486,,,
2020-05-15,GB_ENG_E09000022,1,,,,1192,,,
2020-05-15,GB_ENG_E09000023,1,,,,971,,,
2020-05-15,GB_ENG_E09000024,1,,,,684,,,
2020-05-15,GB_ENG_E09000025,2,,,,994,,,
2020-05-15,GB_ENG_E09000026,1,,,,745,,,
2020-05-15,GB_ENG_E09000027,1,,,,405,,,
2020-05-15,GB_ENG_E09000028,2,,,,1259,,,
2020-05-15,GB_ENG_E09000030,1,,,,626,,,
2020-05-15,GB_ENG_E09000031,1,,,,755,,,
2020-05-15,GB_ENG_E09000032,3,,,,987,,,
2020-05-15,GB_ENG_E10000002,7,,,,942,,,
2020-05-15,GB_ENG_E10000003,12,,,,1068,,,
2020-05-15,GB_ENG_E10000006,3,,,,2145,,,
2020-05-15,GB_ENG_E10000007,12,,,,1563,,,
2020-05-15,GB_ENG_E10000008,1,,,,795,,,
2020-05-15,GB_ENG_E10000011,2,,,,662,,,
2020-05-15,GB_ENG_E10000012,13,,,,3095,,,
2020-05-15,GB_ENG_E10000013,2,,,,1345,,,
2020-05-15,GB_ENG_E10000014,22,,,,3160,,,
2020-05-15,GB_ENG_E10000015,14,,,,2767,,,
2020-05-15,GB_ENG_E10000016,44,,,,4493,,,
2020-05-15,GB_ENG_E10000017,16,,,,3355,,,
2020-05-15,GB_ENG_E10000018,12,,,,1140,,,
2020-05-15,GB_ENG_E10000019,5,,,,1061,,,
2020-05-15,GB_ENG_E10000020,25,,,,2026,,,
2020-05-15,GB_ENG_E10000021,24,,,,1305,,,
2020-05-15,GB_ENG_E10000023,2,,,,1244,,,
2020-05-15,GB_ENG_E10000024,15,,,,1321,,,
2020-05-15,GB_ENG_E10000025,13,,,,1971,,,
2020-05-15,GB_ENG_E10000027,5,,,,621,,,
2020-05-15,GB_ENG_E10000028,20,,,,2084,,,
2020-05-15,GB_ENG_E10000029,7,,,,1374,,,
2020-05-15,GB_ENG_E10000030,6,,,,2822,,,
2020-05-15,GB_ENG_E10000031,9,,,,1377,,,
2020-05-15,GB_ENG_E10000032,5,,,,1289,,,
2020-05-15,GB_ENG_E10000034,12,,,,1342,,,
2020-05-15,GB_NIR,41,3,,1291,4381,472,,37647
2020-05-15,GB_NIR_N09000001,1,,,,360,,,
2020-05-15,GB_NIR_N09000002,5,,,,469,,,
2020-05-15,GB_NIR_N09000003,3,,,,1267,,,
2020-05-15,GB_NIR_N09000004,-1,,,,180,,,
2020-05-15,GB_NIR_N09000005,0,,,,162,,,
2020-05-15,GB_NIR_N09000006,0,,,,78,,,
2020-05-15,GB_NIR_N09000007,3,,,,405,,,
2020-05-15,GB_NIR_N09000008,2,,,,289,,,
2020-05-15,GB_NIR_N09000009,4,,,,200,,,
2020-05-15,GB_NIR_N09000010,0,,,,254,,,
2020-05-15,GB_NIR_N09000011,5,,,,307,,,
2020-05-15,GB_SCT,143,46,,1991,14260,2053,,82266
2020-05-15,GB_SCT_S08000015,12,,,,964,,,
2020-05-15,GB_SCT_S08000016,6,,,,304,,,
2020-05-15,GB_SCT_S08000017,0,,,,255,,,
2020-05-15,GB_SCT_S08000019,4,,,,867,,,
2020-05-15,GB_SCT_S08000020,10,,,,1152,,,
2020-05-15,GB_SCT_S08000022,3,,,,331,,,
2020-05-15,GB_SCT_S08000024,38,,,,2497,,,
2020-05-15,GB_SCT_S08000025,0,,,,7,,,
2020-05-15,GB_SCT_S08000026,0,,,,54,,,
2020-05-15,GB_SCT_S08000028,0,,,,6,,,
2020-05-15,GB_SCT_S08000029,1,,,,824,,,
2020-05-15,GB_SCT_S08000030,15,,,,1555,,,
2020-05-15,GB_SCT_S08000031,35,,,,3663,,,
2020-05-15,GB_SCT_S08000032,19,,,,1781,,,
2020-05-15,GB_WLS,175,16,,1960,12485,1208,,51285
2020-05-15,GB_WLS_W11000023,82,,,,2171,,,
2020-05-15,GB_WLS_W11000024,2,,,,245,,,
2020-05-15,GB_WLS_W11000025,15,,,,955,,,
2020-05-15,GB_WLS_W11000028,12,,,,2395,,,
2020-05-15,GB_WLS_W11000029,20,,,,2510,,,
2020-05-15,GB_WLS_W11000030,33,,,,2229,,,
2020-05-15,GB_WLS_W11000031,9,,,,1777,,,
2020-05-15,GD,0,0,,,21,0,,
2020-05-15,GE,4,0,,,671,12,,
2020-05-15,GG,0,0,,,252,13,,
2020-05-15,GH,108,4,,,5638,28,,
