date,key,noaa_station,noaa_distance,minimum_temperature,maximum_temperature,rainfall,snowfall
2020-05-12,US_WI_55069,USC00475364,17.669,-4.4,11.1,0,0
2020-05-12,US_WI_55071,USC00478672,1.615,-0.6,7.8,0,
2020-05-12,US_WI_55073,USW00014897,10.969,-1.7,12.8,0,0
2020-05-12,US_WI_55075,USC00478978,5.617,-3.9,13.3,0,0
2020-05-12,US_WI_55077,USC00475581,7.324,-2.8,12.8,0,0
2020-05-12,US_WI_55078,USC00478190,23.18,-2.8,12.2,0,0
2020-05-12,US_WI_55079,USW00014839,7.149,2.8,11.7,0,0
2020-05-12,US_WI_55081,USC00477997,15.802,-4.4,12.8,0,0
2020-05-12,US_WI_55083,USC00478376,11.707,-5,11.1,0,0
2020-05-12,US_WI_55085,USW00004803,8.793,-6.1,12.2,0,0
2020-05-12,US_WI_55087,USC00470265,14.91,-3.3,12.8,0,0
2020-05-12,US_WI_55089,USC00477581,4.592,-2.2,8.9,0,
2020-05-12,US_WI_55091,USC00472279,2.732,-1.7,12.8,0,
2020-05-12,US_WI_55093,USC00472556,3.259,-2.2,12.8,0,0
2020-05-12,US_WI_55095,USC00474894,13.088,-3.3,12.8,0,0
2020-05-12,US_WI_55097,USC00478171,7.616,-1.1,12.2,0,0
2020-05-12,US_WI_55099,USC00476398,29.069,-4.4,9.4,0,0
2020-05-12,US_WI_55101,USW00094818,4.855,2.8,12.2,0,0
2020-05-12,US_WI_55103,USW00014921,27.471,-2.2,16.1,0,0
2020-05-12,US_WI_55105,USC00470045,2.544,0.6,11.1,0,
2020-05-12,US_WI_55109,USC00470486,9.267,-5,11.1,0,0
2020-05-12,US_WI_55111,USC00477052,11.442,-2.2,13.3,0,0
2020-05-12,US_WI_55113,USC00479304,15.888,-5,9.4,0,0
2020-05-12,US_WI_55115,USC00477708,11.581,-3.9,12.2,0,0
2020-05-12,US_WI_55117,USC00471605,3.934,-3.3,5,0,0
2020-05-12,US_WI_55119,USC00475255,15.081,-3.9,10.6,0,0
2020-05-12,US_WI_55121,USC00478589,34.162,2.2,12.8,0,
2020-05-12,US_WI_55123,USC00478827,5.038,0.6,11.1,0,0
2020-05-12,US_WI_55125,USC00472314,24.563,-6.7,11.1,0,
2020-05-12,US_WI_55127,USC00472051,10.798,0,10.6,0,0
2020-05-12,US_WI_55133,USC00471062,11.342,-1.1,10.6,0,
2020-05-12,US_WI_55135,USC00478951,15.643,-3.3,13.3,0,0
2020-05-12,US_WI_55137,USC00473405,23.641,-4.4,13.3,0,0
2020-05-12,US_WI_55139,USC00476330,7.9,0.6,12.8,0,0
2020-05-12,US_WI_55141,USW00004826,19.039,-3.3,14.4,0,0
2020-05-12,US_WV,USC00468522,2.291,3.9,6.7,18,0
2020-05-12,US_WV_54001,USC00468986,20.548,3.3,5.6,15,0
2020-05-12,US_WV_54003,USC00465706,5.455,6.1,13.3,0,
2020-05-12,US_WV_54005,USC00465563,14.379,4.4,,0,
2020-05-12,US_WV_54007,USC00463361,5.059,3.9,7.2,3,
2020-05-12,US_WV_54009,USW00014894,11.873,2.8,12.8,0,
2020-05-12,US_WV_54015,USC00468614,30.771,2.2,4.4,0,0
2020-05-12,US_WV_54019,USC00460202,10.421,,,0,
2020-05-12,US_WV_54021,USC00463544,2.213,3.9,7.8,5,
2020-05-12,US_WV_54023,USC00462211,20.045,-2.2,0.6,66,28
2020-05-12,US_WV_54025,USC00465224,11.129,3.3,6.1,0,0
2020-05-12,US_WV_54027,USC00467730,14.23,4.4,11.1,0,
2020-05-12,US_WV_54029,USC00466442,4.073,3.9,6.1,15,0
2020-05-12,US_WV_54033,USC00461677,3.399,4.4,7.2,8,
2020-05-12,US_WV_54037,USW00013734,14.797,5.6,16.1,0,
2020-05-12,US_WV_54039,USW00013866,6.826,4.4,16.1,0,0
2020-05-12,US_WV_54041,USC00468522,3.138,3.9,6.7,18,0
2020-05-12,US_WV_54043,USC00465563,21.376,4.4,,0,
2020-05-12,US_WV_54045,USC00465353,5.621,5,9.4,0,0
2020-05-12,US_WV_54047,USC00467372,29.543,-0.6,12.2,0,
2020-05-12,US_WV_54049,USC00462920,10.67,2.8,13.3,0,0
2020-05-12,US_WV_54053,USC00333029,15.114,3.9,,0,
2020-05-12,US_WV_54055,USW00003859,15.366,0,11.7,0,0
2020-05-12,US_WV_54057,USC00464840,5.587,3.9,7.8,28,0
2020-05-12,US_WV_54059,USC00465353,20.426,5,9.4,0,0
2020-05-12,US_WV_54061,USC00466212,6.964,3.3,6.7,10,
2020-05-12,US_WV_54063,USC00460102,21.317,4.4,6.7,0,0
2020-05-12,US_WV_54065,USC00461324,6.483,3.3,10.6,0,0
2020-05-12,US_WV_54067,USC00468614,11.459,2.2,4.4,0,0
2020-05-12,US_WV_54069,USC00467018,8.729,5,6.7,13,0
2020-05-12,US_WV_54071,USW00003733,38.482,-1.5,7.7,0,
2020-05-12,US_WV_54073,USC00335939,5.711,2.2,7.2,5,0
2020-05-12,US_WV_54075,USC00468308,8.873,-5,-2.8,25,25
2020-05-12,US_WV_54081,USC00460580,4.843,,,0,0
2020-05-12,US_WV_54083,USW00013729,12.46,0,12.8,0,0
2020-05-12,US_WV_54085,USC00463940,4.685,2.2,6.7,0,0
2020-05-12,US_WV_54087,USC00468384,9.69,3.3,6.1,5,
2020-05-12,US_WV_54089,USC00460102,19.331,4.4,6.7,0,0
2020-05-12,US_WV_54091,USC00468986,2.895,3.3,5.6,15,0
2020-05-12,US_WV_54093,USC00466867,6.25,3.3,6.7,38,0
2020-05-12,US_WV_54095,USC00465963,1.983,2.2,6.1,15,0
2020-05-12,US_WV_54097,USC00467649,8.299,0.6,4.4,28,0
2020-05-12,US_WV_54099,USC00462622,4.216,3.9,8.9,3,
2020-05-12,US_WV_54101,USC00463798,14.982,1.1,4.4,23,
2020-05-12,US_WV_54103,USC00461290,20.399,3.3,7.2,0,
2020-05-12,US_WV_54107,USW00013867,8.892,4.4,7.8,0,
2020-05-12,US_WY,USC00487375,41.71,0,12.2,0,0
2020-05-12,US_WY_56001,USC00488808,32.872,-0.6,10,28,0
2020-05-12,US_WY_56003,USW00024048,7.455,2.8,16.1,13,
2020-05-12,US_WY_56005,USC00483855,8.585,0.6,9.4,18,0
2020-05-12,US_WY_56007,USC00487995,23.718,0,15.6,114,0
2020-05-12,US_WY_56009,USW00094057,21.363,1.7,19.4,0,
2020-05-12,US_WY_56011,USR0000WBEA,10.525,-1.1,10,,
2020-05-12,US_WY_56013,USW00024061,13.092,1.7,18.3,0,0
2020-05-12,US_WY_56019,USC00481165,36.042,1.7,7.2,3,0
2020-05-12,US_WY_56021,USW00024018,21.069,1.1,15,5,0
2020-05-12,US_WY_56023,USS0010G22S,4.744,0,12,0,
2020-05-12,US_WY_56025,USC00487375,17.033,0,12.2,0,0
2020-05-12,US_WY_56027,USC00485374,18.326,0,5,0,0
2020-05-12,US_WY_56029,USS0009E13S,21.986,-0.4,6,25,
2020-05-12,US_WY_56037,USW00024027,15.377,5.6,22.2,0,
2020-05-12,US_WY_56039,USC00486440,7.202,-1.1,15,38,0
2020-05-12,US_WY_56041,USC00486555,17.966,-6.7,19.4,0,
2020-05-12,US_WY_56043,USW00024062,22.56,1.7,18.3,0,
2020-05-12,UY,UY000086490,144.147,4.9,23,0,
2020-05-12,UZ,UZM00038565,56.73,,23.5,,
2020-05-12,VA,IT000016239,17.235,16.5,24.7,0,
2020-05-12,VC,TDM00078970,287.661,22.4,33.3,112,
2020-05-12,VE,VE000005484,211.221,26,,0,
2020-05-12,VE_A,VE000005484,482.167,26,,0,
2020-05-12,VE_B,TDM00078970,367.315,22.4,33.3,112,
2020-05-12,VE_C,VE000005484,192.796,26,,0,
2020-05-12,VE_D,VE000005484,454.285,26,,0,
2020-05-12,VE_E,COM00080099,183.785,,,,
2020-05-12,VE_F,VE000005484,442.66,26,,0,
2020-05-12,VE_G,VE000005484,450.917,26,,0,
2020-05-12,VE_H,VE000005484,366.471,26,,0,
2020-05-12,VE_I,COM00080035,336.685,,,,
2020-05-12,VE_J,VE000005484,298.353,26,,0,
2020-05-12,VE_K,COM00080099,347.455,,,,
2020-05-12,VE_L,COM00080097,157.961,,,0,
2020-05-12,VE_M,VE000005484,469.303,26,,0,
2020-05-12,VE_N,TDM00078970,228.816,22.4,33.3,112,
2020-05-12,VE_O,TDM00078970,293.514,22.4,33.3,112,
2020-05-12,VE_P,COM00080099,277.991,,,,
2020-05-12,VE_R,TDM00078970,184.771,22.4,33.3,112,
2020-05-12,VE_S,COM00080097,43.205,,,0,
2020-05-12,VE_T,COM00080099,262.467,,,,
2020-05-12,VE_U,COM00080099,425.062,,,,
2020-05-12,VE_V,COM00080036,127.94,,,,
2020-05-12,VE_X,VE000005484,494.693,26,,0,
2020-05-12,VE_Y,TDM00078970,218.478,22.4,33.3,112,
2020-05-12,VE_Z,VE000005484,340.052,26,,0,
2020-05-12,VG,VQW00011640,52.635,27.2,30.6,0,0
2020-05-12,VI,VQW00011640,14.081,27.2,30.6,0,0
2020-05-12,VN,VMM00048855,21.831,,,,
2020-05-12,VU,NHM00091557,122.839,,28.9,5,
2020-05-12,WS,AQW00061705,143.526,,,,
2020-05-12,XK,MKM00013588,75.427,13,28.5,0,
2020-05-12,YE,SAM00041136,238.028,27.8,40,,
2020-05-12,YT,MFM00067005,16.042,,31,,
2020-05-12,ZA,SF000068438,77.931,4.1,25.6,,
2020-05-13,AD,FRE00106205,61.747,10.1,16.7,23,
2020-05-13,AE,AEM00041217,35.739,,33.6,,
2020-05-13,AF,AFM00040990,278.428,20.4,36.6,,
2020-05-13,AL,ALM00013615,51.729,11.3,29.3,,
2020-05-13,AM,AM000037801,15.954,1,17.5,0,
2020-05-13,AN,VQW00011624,326.538,25,31.7,8,0
2020-05-13,AO,AO000066390,499.718,16.4,,,
2020-05-13,AQ,AYW00090001,0,-52.6,-50.2,,
2020-05-13,AR,AR000087534,60.172,4.5,20.8,,
2020-05-13,AR_A,AR000870470,9.992,11.6,21.6,,
2020-05-13,AR_B,ARM00087640,44.9,2.5,19,,
2020-05-13,AR_C,ARM00087582,5.499,10.8,,,
2020-05-13,AR_D,ARM00087436,3.055,10.2,22.5,,
2020-05-13,AR_E,AR000087374,35.08,,22.6,,
2020-05-13,AR_F,AR000087217,6.447,6.7,24.5,,
2020-05-13,AR_G,AR000087129,3.75,11.4,25.5,,
2020-05-13,AR_H,AR000087155,6.253,,27.3,0,
2020-05-13,AR_J,ARM00087311,94.538,4.7,20,,
2020-05-13,AR_K,ARM00087222,14.708,7,25.2,,
2020-05-13,AR_L,AR000087623,5.737,3.5,20,,
2020-05-13,AR_M,AR000087418,8.752,,19.6,,
2020-05-13,AR_N,PAM00086285,67.452,17,,61,
2020-05-13,AR_P,ARM00087162,6.234,,,89,
2020-05-13,AR_Q,AR000087715,5.069,2,16.3,,
2020-05-13,AR_R,ARM00087791,7.675,3.1,17.8,,
2020-05-13,AR_S,AR000087534,113.064,4.5,20.8,,
2020-05-13,AR_T,ARM00087121,42.982,9.7,,,
2020-05-13,AR_U,AR000087828,17.452,0.1,14.5,,
2020-05-13,AR_V,ARM00087934,65.361,1.1,,,
2020-05-13,AR_W,ARM00087289,123.511,,,5,
2020-05-13,AR_X,ARM00087349,38.654,5.3,22.1,,
2020-05-13,AR_Y,ARM00087046,82.353,10.3,23.1,,
2020-05-13,AR_Z,ARM00087909,156.16,-2.6,,,
2020-05-13,AS,AQW00061705,3.923,,,,
2020-05-13,AT,AU000005010,11.356,4.5,13.2,,
2020-05-13,AT_11,AU000005901,81.694,6.4,16.9,,
2020-05-13,AT_12,AUM00011389,19.407,6.1,15.7,,
2020-05-13,AT_13,AU000005901,3.242,6.4,16.9,,
2020-05-13,AT_22,AU000016402,28.35,5.9,,,
2020-05-13,AT_31,AU000005010,19.391,4.5,13.2,,
2020-05-13,AT_32,AUM00011155,26.948,-0.5,10.7,,
2020-05-13,AT_33,AU000011801,0.004,5.5,,,
2020-05-13,AU,ASN00017043,160.768,,,,
2020-05-13,AU_NT,ASN00015135,130.055,,,,
2020-05-13,AU_SA,ASN00016098,88.244,,,,
2020-05-13,AU_TAS,ASN00096033,29.537,,,,
2020-05-13,AW,COM00080035,339.301,,,,
2020-05-13,AZ,AJ000037749,39.16,11.6,25.6,0,
2020-05-13,BA,BKM00014652,22.581,,,36,
2020-05-13,BB,TDM00078970,347.958,22.4,32.8,5,
2020-05-13,BD,BGM00041923,58.787,,35.4,191,
2020-05-13,BE,BE000006447,28.53,3.1,13.4,0,
2020-05-13,BF,UVM00065503,61.037,30.9,38,,
2020-05-13,BG,BUM00015730,122.732,12,25.6,0,
2020-05-13,BH,BA000041150,24.287,,,,
2020-05-13,BI,RWM00064387,192.196,17.1,28.1,30,
2020-05-13,BJ,BNM00065330,74.641,24,34.8,,
2020-05-13,BM,BDM00078016,7.284,,,33,
2020-05-13,BN,BXM00096315,72.567,23.3,32.5,20,
2020-05-13,BO,BL000085223,132.589,4.6,28,,
2020-05-13,BO_C,BL000085223,72.825,4.6,28,,
2020-05-13,BO_N,BL000085043,118.165,23,34.2,,
2020-05-13,BQ,COM00080035,516.029,,,,
2020-05-13,BR_AC,BL000085041,291.882,21.9,34,,
2020-05-13,BR_AL,BR038983570,84.339,,,51,
2020-05-13,BR_AM,BRM00082533,210.945,,32.8,61,
2020-05-13,BR_AP,BRM00082098,172.75,,33,30,
2020-05-13,BR_BA,BR057324290,522.305,,28.1,,
2020-05-13,BR_CE,BR037041370,350.905,,,0,
2020-05-13,BR_DF,BR057324290,427.927,,28.1,,
2020-05-13,BR_ES,BRM00083698,237.086,,,,
2020-05-13,BR_GO,BR057324290,675.212,,28.1,,
2020-05-13,BR_MA,BR037041370,334.428,,,0,
2020-05-13,BR_MG,BRM00083566,3.902,14,,0,
2020-05-13,BR_MS,PAM00086097,269.559,19.4,,391,
2020-05-13,BR_PA,BR000352000,189.464,,33.7,,
2020-05-13,BR_PB,BR038484280,104.129,,,20,
2020-05-13,BR_PE,BR038484280,246.376,,,20,
2020-05-13,BR_PI,BR037041370,355.459,,,0,
2020-05-13,BR_PR,PAM00086210,285.565,16,,239,
2020-05-13,BR_RJ,BRM00083746,73.208,16.8,,0,
2020-05-13,BR_RN,BR038484280,180.066,,,20,
2020-05-13,BR_RR,GYW00010502,595.759,23.6,,259,
2020-05-13,BR_RS,UYM00086350,260.115,13,,43,
2020-05-13,BR_SE,BR038983570,211.744,,,51,
2020-05-13,BR_SP,BR00E3-0520,329.179,,26,0,
2020-05-13,BR_TO,BR000082861,309.704,,35.3,,
2020-05-13,BS,BF000078073,185.023,,,0,
2020-05-13,BT,IN024041000,161.05,23.1,,,
2020-05-13,BW,BC008948490,407.618,4.7,28.5,0,
2020-05-13,BY,BOM00026855,10.419,-0.7,11.7,,
2020-05-13,BZ,BHM00078583,67.031,,,107,
2020-05-13,CA,CA004060983,40.814,0.3,18,0,
2020-05-13,CA_AB,CA003065995,36.1,,,0,
2020-05-13,CA_BC,CA001098D90,60.666,-0.5,25.5,0,0
2020-05-13,CA_MB,CA005062922,104.472,,,0,
2020-05-13,CA_NB,CA008100989,61.617,1.3,9.1,,
2020-05-13,CA_NL,CA008501900,44.869,0.1,1.5,142,120
2020-05-13,CA_NS,CA008204193,26.245,-3.4,7.3,24,
2020-05-13,CA_NT,CA002201022,221.436,-11.2,-4.1,9,
2020-05-13,CA_NU,CA002303094,163.331,-4.6,-1.4,10,
2020-05-13,CA_ON,CA006075543,65.888,-6.1,14.8,0,
2020-05-13,CA_PE,CA008300301,9.708,2.3,9.9,0,0
2020-05-13,CA_QC,CA00706I001,79.948,-7.2,3.7,0,
2020-05-13,CA_SK,CA004064149,49.587,-0.1,17.1,0,
2020-05-13,CA_YT,CA002101300,0.867,,,,
2020-05-13,CC,CK000096996,10.369,26.5,,,
2020-05-13,CD,RWM00064387,727.54,17.1,28.1,30,
2020-05-13,CF,CTM00064650,367.472,,,0,
2020-05-13,CG,GBM00064570,242.997,20.7,33,,
2020-05-13,CH,SZ000003700,69.785,6.7,11.3,0,
2020-05-13,CH_AI,SZ000002220,6.721,0.7,3.8,,
2020-05-13,CH_AR,SZ000002220,14.555,0.7,3.8,,
2020-05-13,CH_BE,SZE00116090,50.771,5.9,,0,
2020-05-13,CH_BS,SZ000001940,3.943,6.8,10.3,15,
2020-05-13,CH_FR,SZE00116090,15.066,5.9,,0,
2020-05-13,CH_GE,SZ000008440,4.368,8.8,12.5,0,
2020-05-13,CH_GL,SZ000002220,36.602,0.7,3.8,,
2020-05-13,CH_GR,SZ000002220,56.767,0.7,3.8,,
2020-05-13,CH_JU,SZ000001940,37.469,6.8,10.3,15,
2020-05-13,CH_LU,SZ000003700,47.613,6.7,11.3,0,
2020-05-13,CH_NE,SZE00116090,22.449,5.9,,0,
2020-05-13,CH_NW,SZ000003700,49.796,6.7,11.3,0,
2020-05-13,CH_OW,SZ000003700,70.207,6.7,11.3,0,
2020-05-13,CH_SG,SZ000002220,16.65,0.7,3.8,,
2020-05-13,CH_SO,SZ000001940,42.78,6.8,10.3,15,
2020-05-13,CH_SZ,SZ000003700,37.822,6.7,11.3,0,
2020-05-13,CH_TI,SZ000009480,37.071,,,5,
2020-05-13,CH_UR,SZ000003700,66.819,6.7,11.3,0,
2020-05-13,CH_VD,SZE00116090,37.756,5.9,,0,
2020-05-13,CH_ZG,SZ000003700,24.322,6.7,11.3,0,
2020-05-13,CH_ZH,SZ000003700,7.53,6.7,11.3,0,
2020-05-13,CI,IV000005555,112.655,23,32.5,0,
2020-05-13,CK,FP000091929,1003.305,25.5,30.9,104,
2020-05-13,CL,CIM00085574,48.037,2.5,,0,
2020-05-13,CL_AI,CIM00085864,4.095,0.5,11.1,15,
2020-05-13,CL_AN,CI000085442,23.825,11.5,19.2,0,
2020-05-13,CL_AP,CI000085406,14.041,,21.4,0,
2020-05-13,CL_AR,CI000085743,16.938,5.7,14.6,0,
2020-05-13,CL_AT,CI000085488,296.048,,,3,
2020-05-13,CL_BI,CIM00085682,0.025,4.1,16.6,3,
2020-05-13,CL_CO,CI000085488,5.322,,,3,
2020-05-13,CL_LI,CI000085629,66.928,,16.4,3,
2020-05-13,CL_LL,CI000085799,14.28,,,28,
2020-05-13,CL_LR,CIM00085766,22.079,7.2,12.7,5,
2020-05-13,CL_MA,CI000085934,18.318,3.5,,,
2020-05-13,CL_ML,CI000085629,64.838,,16.4,3,
2020-05-13,CL_NB,CIM00085672,8.197,3,,0,
2020-05-13,CL_RM,CIM00085577,3.083,3.9,,0,
2020-05-13,CL_TA,CIM00085418,92.695,15.5,21.2,20,
2020-05-13,CL_VS,CIM00085574,87.477,2.5,,0,
2020-05-13,CM,CM000064870,177.26,19.5,,,
2020-05-13,CN,CHM00056080,9.111,-1.4,18,0,
2020-05-13,CN_AH,CHM00058321,22.331,12.4,,0,
2020-05-13,CN_BJ,CHM00054511,9.757,11.9,,0,
2020-05-13,CN_CQ,CHM00057516,5.33,,26.9,69,
2020-05-13,CN_FJ,CHM00058834,86.849,21.2,31.9,0,
2020-05-13,CN_GD,CHM00059287,20.429,23.4,,122,
2020-05-13,CN_GS,CHM00052787,117.284,1.3,12.1,23,
2020-05-13,CN_GX,CHM00059431,107.894,22.5,32.2,48,
2020-05-13,CN_GZ,CHM00057816,29.575,15,,0,
2020-05-13,CN_HA,CHM00057083,91.914,15.4,30.7,0,
2020-05-13,CN_HB,CHM00057461,110.42,16.8,29.9,0,
2020-05-13,CN_HE,CHM00053698,8.091,14.3,28,0,
2020-05-13,CN_HK,MCM00045011,60.067,,29.4,10,
2020-05-13,CN_HL,RSM00031707,149.723,0.9,18.1,0,
2020-05-13,CN_HN,CHM00057866,131.07,18.7,31.7,0,
2020-05-13,CN_JL,CHM00054161,7.53,3.6,22.6,0,
2020-05-13,CN_JS,CHM00058251,31.249,15,29.2,0,
2020-05-13,CN_JX,CHM00058715,71.47,16.4,31.5,0,
2020-05-13,CN_LN,CHM00054342,10.926,10.2,28,0,
2020-05-13,CN_MO,MCM00045011,4.707,,29.4,10,
2020-05-13,CN_NM,CHM00053068,89.191,8.6,30.4,0,
2020-05-13,CN_NX,CHM00053614,6.145,10.8,26.6,0,
2020-05-13,CN_QH,CHM00056021,98.463,-7.4,9.3,0,
2020-05-13,CN_SC,CHM00056187,117.818,15.7,25.1,8,
2020-05-13,CN_SD,CHM00054843,80.976,15.6,29.3,0,
2020-05-13,CN_SH,CHM00058362,25.954,17,29.7,0,
2020-05-13,CN_SN,CHM00057131,19.497,14.5,28.6,0,
2020-05-13,CN_SX,CHM00053772,10.127,10.7,28.9,0,
2020-05-13,CN_TJ,CHM00054527,6.166,13.8,29.4,0,
2020-05-13,CN_TW,CHM00059134,308.726,21.3,,0,
2020-05-13,CN_XJ,CHM00051463,4.046,16.9,26.9,3,
2020-05-13,CN_XZ,CHM00055472,181.461,-2.8,5.1,33,
2020-05-13,CN_YN,CHM00056768,57.531,16.7,28.8,0,
2020-05-13,CN_ZJ,CHM00058457,4.086,18.7,31,0,
2020-05-13,CO,COM00080234,46.725,20.9,,439,
2020-05-13,CO_05,COM00080112,16.894,13.5,23.8,41,
2020-05-13,CO_05_05001,COM00080112,18.988,13.5,23.8,41,
2020-05-13,CO_05_05002,COM00080112,41.652,13.5,23.8,41,
2020-05-13,CO_05_05004,COM00080112,87.823,13.5,23.8,41,
2020-05-13,CO_05_05021,COM00080112,39.097,13.5,23.8,41,
2020-05-13,CO_05_05030,COM00080112,34,13.5,23.8,41,
2020-05-13,CO_05_05031,COM00080112,91.193,13.5,23.8,41,
2020-05-13,CO_05_05034,COM00080112,75.964,13.5,23.8,41,
2020-05-13,CO_05_05036,COM00080112,32.29,13.5,23.8,41,
2020-05-13,CO_05_05038,COM00080112,80.701,13.5,23.8,41,
2020-05-13,CO_05_05040,COM00080112,105.567,13.5,23.8,41,
2020-05-13,CO_05_05042,COM00080112,62.407,13.5,23.8,41,
2020-05-13,CO_05_05044,COM00080112,50.106,13.5,23.8,41,
2020-05-13,CO_05_05045,COM00080084,12.045,,,3,
2020-05-13,CO_05_05051,COM00080063,66.149,,,0,
2020-05-13,CO_05_05055,COM00080112,57.333,13.5,23.8,41,
2020-05-13,CO_05_05059,COM00080112,40.136,13.5,23.8,41,
2020-05-13,CO_05_05079,COM00080112,31.987,13.5,23.8,41,
2020-05-13,CO_05_05086,COM00080112,55.819,13.5,23.8,41,
2020-05-13,CO_05_05088,COM00080112,23.829,13.5,23.8,41,
2020-05-13,CO_05_05091,COM00080144,73.411,22.4,,180,
2020-05-13,CO_05_05093,COM00080112,62.307,13.5,23.8,41,
2020-05-13,CO_05_05101,COM00080144,70.918,22.4,,180,
2020-05-13,CO_05_05107,COM00080112,106.122,13.5,23.8,41,
2020-05-13,CO_05_05113,COM00080112,81.722,13.5,23.8,41,
2020-05-13,CO_05_05120,COM00080063,148.007,,,0,
2020-05-13,CO_05_05125,COM00080112,67.741,13.5,23.8,41,
2020-05-13,CO_05_05129,COM00080112,25.054,13.5,23.8,41,
2020-05-13,CO_05_05134,COM00080112,91.643,13.5,23.8,41,
2020-05-13,CO_05_05138,COM00080112,93.109,13.5,23.8,41,
2020-05-13,CO_05_05142,COM00080112,78.442,13.5,23.8,41,
2020-05-13,CO_05_05145,COM00080112,73.001,13.5,23.8,41,
2020-05-13,CO_05_05147,COM00080084,8.988,,,3,
2020-05-13,CO_05_05148,COM00080112,13.486,13.5,23.8,41,
2020-05-13,CO_05_05150,COM00080112,63.955,13.5,23.8,41,
2020-05-13,CO_05_05154,COM00080063,116.142,,,0,
2020-05-13,CO_05_05172,COM00080084,16.279,,,3,
2020-05-13,CO_05_05190,COM00080112,55.595,13.5,23.8,41,
2020-05-13,CO_05_05197,COM00080112,28.87,13.5,23.8,41,
2020-05-13,CO_05_05206,COM00080112,31.4,13.5,23.8,41,
2020-05-13,CO_05_05209,COM00080112,55.208,13.5,23.8,41,
2020-05-13,CO_05_05212,COM00080112,22.588,13.5,23.8,41,
2020-05-13,CO_05_05234,COM00080084,103.185,,,3,
2020-05-13,CO_05_05237,COM00080112,35.818,13.5,23.8,41,
2020-05-13,CO_05_05240,COM00080112,41.97,13.5,23.8,41,
2020-05-13,CO_05_05250,COM00080091,127.996,,,0,
2020-05-13,CO_05_05264,COM00080112,45.649,13.5,23.8,41,
2020-05-13,CO_05_05266,COM00080112,17.41,13.5,23.8,41,
2020-05-13,CO_05_05282,COM00080112,38.378,13.5,23.8,41,
2020-05-13,CO_05_05284,COM00080112,103.865,13.5,23.8,41,
2020-05-13,CO_05_05306,COM00080112,81.96,13.5,23.8,41,
2020-05-13,CO_05_05308,COM00080112,23.713,13.5,23.8,41,
2020-05-13,CO_05_05310,COM00080112,61.772,13.5,23.8,41,
2020-05-13,CO_05_05313,COM00080112,26.391,13.5,23.8,41,
2020-05-13,CO_05_05315,COM00080112,74.931,13.5,23.8,41,
2020-05-13,CO_05_05318,COM00080112,12.87,13.5,23.8,41,
2020-05-13,CO_05_05321,COM00080112,30.185,13.5,23.8,41,
2020-05-13,CO_05_05347,COM00080112,34.325,13.5,23.8,41,
2020-05-13,CO_05_05353,COM00080112,67.435,13.5,23.8,41,
2020-05-13,CO_05_05360,COM00080112,20.653,13.5,23.8,41,
2020-05-13,CO_05_05361,COM00080112,118.067,13.5,23.8,41,
2020-05-13,CO_05_05364,COM00080112,76.809,13.5,23.8,41,
2020-05-13,CO_05_05368,COM00080112,57.798,13.5,23.8,41,
2020-05-13,CO_05_05376,COM00080112,15.29,13.5,23.8,41,
2020-05-13,CO_05_05380,COM00080112,24.171,13.5,23.8,41,
2020-05-13,CO_05_05390,COM00080112,51.195,13.5,23.8,41,
2020-05-13,CO_05_05400,COM00080112,22.45,13.5,23.8,41,
2020-05-13,CO_05_05411,COM00080112,71.467,13.5,23.8,41,
2020-05-13,CO_05_05425,COM00080112,82.494,13.5,23.8,41,
2020-05-13,CO_05_05440,COM00080112,9.361,13.5,23.8,41,
2020-05-13,CO_05_05467,COM00080112,26.923,13.5,23.8,41,
2020-05-13,CO_05_05475,COM00080084,92.078,,,3,
2020-05-13,CO_05_05480,COM00080084,70.394,,,3,
2020-05-13,CO_05_05483,COM00080112,67.579,13.5,23.8,41,
2020-05-13,CO_05_05490,COM00080084,68.685,,,3,
2020-05-13,CO_05_05495,COM00080063,141.174,,,0,
2020-05-13,CO_05_05501,COM00080112,67.067,13.5,23.8,41,
2020-05-13,CO_05_05541,COM00080112,20.899,13.5,23.8,41,
2020-05-13,CO_05_05543,COM00080112,109.374,13.5,23.8,41,
2020-05-13,CO_05_05576,COM00080112,62.196,13.5,23.8,41,
2020-05-13,CO_05_05579,COM00080091,88.767,,,0,
2020-05-13,CO_05_05585,COM00080112,92.849,13.5,23.8,41,
2020-05-13,CO_05_05591,COM00080112,92.54,13.5,23.8,41,
2020-05-13,CO_05_05604,COM00080091,97.909,,,0,
2020-05-13,CO_05_05607,COM00080112,14.736,13.5,23.8,41,
2020-05-13,CO_05_05615,COM00080112,5.554,13.5,23.8,41,
2020-05-13,CO_05_05628,COM00080028,28.928,,,0,
2020-05-13,CO_05_05631,COM00080112,21.291,13.5,23.8,41,
2020-05-13,CO_05_05642,COM00080112,65.284,13.5,23.8,41,
2020-05-13,CO_05_05647,COM00080112,87.918,13.5,23.8,41,
2020-05-13,CO_05_05649,COM00080112,47.701,13.5,23.8,41,
2020-05-13,CO_05_05652,COM00080112,41.979,13.5,23.8,41,
2020-05-13,CO_05_05656,COM00080112,45.633,13.5,23.8,41,
2020-05-13,CO_05_05658,COM00080112,81.425,13.5,23.8,41,
2020-05-13,CO_05_05659,COM00080063,77.549,,,0,
2020-05-13,CO_05_05660,COM00080112,49.444,13.5,23.8,41,
